pago_id,order_proveedor_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-005475,O-005475,PR-00468,ОАО «Морозова Титова»,2025-08-22,30 días,2025-09-21,,7332.22,Pendiente
PP-005476,O-005476,PR-00949,АО «Корнилова»,2025-08-10,30 días,2025-09-09,2025-08-30,7184.88,Pagado
PP-005477,O-005477,PR-01108,ООО «Афанасьева»,2025-07-23,60 días,2025-09-21,,6105.33,Pendiente
PP-005478,O-005478,PR-00457,АО «Блинова-Ковалева»,2025-07-31,60 días,2025-09-29,2025-08-13,3578.16,Pagado
PP-005479,O-005479,PR-00458,НПО «Селиверстова-Назарова»,2025-07-21,60 días,2025-09-19,2025-08-02,3435.34,Pagado
PP-005480,O-005480,PR-00459,ОАО «Мельников-Ковалева»,2025-08-20,60 días,2025-10-19,2025-09-14,6650.28,Pagado
PP-005481,O-005481,PR-00460,РАО «Федоров Цветкова»,2025-08-08,30 días,2025-09-07,2025-08-17,2471.67,Pagado
PP-005482,O-005482,PR-00429,ООО «Ефремова-Устинов»,2025-07-01,60 días,2025-08-30,,7852.2,Pendiente
PP-005483,O-005483,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-08,30 días,2025-09-07,2025-08-14,2519.65,Pagado
PP-005484,O-005484,PR-01448,РАО «Фомина Михайлова»,2025-08-24,90 días,2025-11-22,,1575.48,Pendiente
PP-005485,O-005485,PR-00617,ЗАО «Петухов Доронина»,2025-07-02,60 días,2025-08-31,,2601.65,Pendiente
PP-005486,O-005486,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-08-04,60 días,2025-10-03,2025-09-21,4772.7,Pagado
PP-005487,O-005487,PR-00647,ИП «Алексеева»,2025-08-15,60 días,2025-10-14,,639.84,Pendiente
PP-005488,O-005488,PR-00616,ИП «Щербаков-Мельников»,2025-07-18,60 días,2025-09-16,2025-08-24,7506.52,Pagado
PP-005489,O-005489,PR-01233,ЗАО «Васильева Мишин»,2025-08-10,90 días,2025-11-08,,6000.75,Pendiente
PP-005490,O-005490,PR-00467,НПО «Носова»,2025-08-09,60 días,2025-10-08,2025-08-09,5560.5,Pagado
PP-005491,O-005491,PR-00469,ОАО «Никонова Беляков»,2025-08-20,90 días,2025-11-18,,2867.52,Pendiente
PP-005492,O-005492,PR-00470,"ОАО «Моисеев, Зайцева и Семенова»",2025-07-13,90 días,2025-10-11,2025-09-01,6725.07,Pagado
PP-005493,O-005493,PR-00470,"ОАО «Моисеев, Зайцева и Семенова»",2025-06-28,90 días,2025-09-26,2025-07-07,3755.2,Pagado
PP-005494,O-005494,PR-01088,"ИП «Фокин, Воронова и Коновалов»",2025-08-08,90 días,2025-11-06,,344.74,Pendiente
PP-005495,O-005495,PR-00457,АО «Блинова-Ковалева»,2025-08-23,60 días,2025-10-22,,3498.6,Pendiente
PP-005496,O-005496,PR-00458,НПО «Селиверстова-Назарова»,2025-07-06,60 días,2025-09-04,2025-08-25,1765.15,Pagado
PP-005497,O-005497,PR-01257,Данон  (Danone),2025-07-15,90 días,2025-10-13,,9476.88,Pendiente
PP-005498,O-005498,PR-00458,НПО «Селиверстова-Назарова»,2025-08-21,60 días,2025-10-20,2025-10-16,202.35,Pagado
PP-005499,O-005499,PR-00915,ОАО «Николаев Елисеева»,2025-07-19,30 días,2025-08-18,2025-08-02,1207.44,Pagado
PP-005500,O-005500,PR-00915,ОАО «Николаев Елисеева»,2025-07-19,30 días,2025-08-18,2025-08-09,594.27,Pagado
PP-005501,O-005501,PR-00431,Трансойл,2025-08-02,Contado,2025-08-02,2025-08-02,9892.35,Pagado
PP-005502,O-005502,PR-00647,ИП «Алексеева»,2025-08-08,60 días,2025-10-07,2025-09-13,5200.36,Pagado
PP-005503,O-005503,PR-01391,ВымпелКом,2025-07-16,30 días,2025-08-15,2025-07-20,13914.45,Pagado
PP-005504,O-005504,PR-01233,ЗАО «Васильева Мишин»,2025-07-16,90 días,2025-10-14,,5512.1,Pendiente
PP-005505,O-005505,PR-01266,ИП «Маркова»,2025-07-03,90 días,2025-10-01,2025-08-09,715.2,Pagado
PP-005506,O-005506,PR-00467,НПО «Носова»,2025-07-10,60 días,2025-09-08,,889.98,Pendiente
PP-005507,O-005507,PR-00467,НПО «Носова»,2025-06-28,60 días,2025-08-27,,8344.89,Pendiente
PP-005508,O-005508,PR-00467,НПО «Носова»,2025-08-01,60 días,2025-09-30,2025-09-26,4605.6,Pagado
PP-005509,O-005509,PR-00456,АО «Русакова Кондратьева»,2025-08-18,30 días,2025-09-17,2025-09-09,8801.46,Pagado
PP-005510,O-005510,PR-00457,АО «Блинова-Ковалева»,2025-08-17,60 días,2025-10-16,2025-10-03,1393.32,Pagado
PP-005511,O-005511,PR-01257,Данон  (Danone),2025-08-02,90 días,2025-10-31,,6850.4,Pendiente
PP-005512,O-005512,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-10,30 días,2025-09-09,,8330.8,Pendiente
PP-005513,O-005513,PR-01448,РАО «Фомина Михайлова»,2025-08-02,90 días,2025-10-31,2025-10-23,1914.99,Pagado
PP-005514,O-005514,PR-00646,ИП «Горбачева»,2025-08-04,90 días,2025-11-02,,7967.97,Pendiente
PP-005515,O-005515,PR-00432,НПО «Савельев-Никифоров»,2025-07-12,Contado,2025-07-12,2025-07-12,2558.74,Pagado
PP-005516,O-005516,PR-00432,НПО «Савельев-Никифоров»,2025-07-30,Contado,2025-07-30,2025-07-30,540.51,Pagado
PP-005517,O-005517,PR-00616,ИП «Щербаков-Мельников»,2025-07-06,60 días,2025-09-04,2025-07-28,2033.6,Pagado
PP-005518,O-005518,PR-00437,Ширяева Инк,2025-07-15,90 días,2025-10-13,2025-08-12,6708.68,Pagado
PP-005519,O-005519,PR-01451,АО «Власов-Горбачева»,2025-07-24,90 días,2025-10-22,,1162.92,Pendiente
PP-005520,O-005520,PR-00949,АО «Корнилова»,2025-07-25,30 días,2025-08-24,2025-08-23,3172.62,Pagado
PP-005521,O-005521,PR-00642,ООО «Веселова»,2025-07-05,60 días,2025-09-03,2025-08-10,6687.48,Pagado
PP-005522,O-005522,PR-00642,ООО «Веселова»,2025-08-01,60 días,2025-09-30,2025-08-12,9928.16,Pagado
PP-005523,O-005523,PR-00459,ОАО «Мельников-Ковалева»,2025-07-14,60 días,2025-09-12,,8455.24,Pendiente
PP-005524,O-005524,PR-00459,ОАО «Мельников-Ковалева»,2025-08-06,60 días,2025-10-05,2025-08-29,5472.68,Pagado
PP-005525,O-005525,PR-00433,АО «Кузнецов-Лаврентьев»,2025-06-26,90 días,2025-09-24,,4862.13,Pendiente
PP-005526,O-005526,PR-00433,АО «Кузнецов-Лаврентьев»,2025-08-16,90 días,2025-11-14,,1338.89,Pendiente
PP-005527,O-005527,PR-01266,ИП «Маркова»,2025-08-11,90 días,2025-11-09,,4269.86,Pendiente
PP-005528,O-005528,PR-01266,ИП «Маркова»,2025-07-21,90 días,2025-10-19,2025-10-05,10012.32,Pagado
PP-005529,O-005529,PR-00460,РАО «Федоров Цветкова»,2025-07-19,30 días,2025-08-18,,1326.48,Pendiente
PP-005530,O-005530,PR-01339,"НПО «Зыкова, Белозеров и Дмитриев»",2025-06-27,90 días,2025-09-25,,3525.6,Pendiente
PP-005531,O-005531,PR-00429,ООО «Ефремова-Устинов»,2025-07-21,60 días,2025-09-19,,651.84,Pendiente
PP-005532,O-005532,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-07-05,30 días,2025-08-04,,131.2,Pendiente
PP-005533,O-005533,PR-00915,ОАО «Николаев Елисеева»,2025-07-04,30 días,2025-08-03,,7095.66,Pendiente
PP-005534,O-005534,PR-01448,РАО «Фомина Михайлова»,2025-08-24,90 días,2025-11-22,2025-11-11,5161.5,Pagado
PP-005535,O-005535,PR-00612,Селезнев Инкорпорэйтед,2025-07-20,90 días,2025-10-18,,3746.97,Pendiente
PP-005536,O-005536,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-07-10,60 días,2025-09-08,,5138.55,Pendiente
PP-005537,O-005537,PR-01126,ООО «Борисов Абрамова»,2025-08-02,60 días,2025-10-01,,8937.0,Pendiente
PP-005538,O-005538,PR-00456,АО «Русакова Кондратьева»,2025-08-01,30 días,2025-08-31,,2566.32,Pendiente
PP-005539,O-005539,PR-00763,РАО «Харитонова Максимов»,2025-07-15,90 días,2025-10-13,2025-08-09,4383.8,Pagado
PP-005540,O-005540,PR-00457,АО «Блинова-Ковалева»,2025-08-12,60 días,2025-10-11,2025-09-30,9665.3,Pagado
PP-005541,O-005541,PR-01257,Данон  (Danone),2025-08-09,90 días,2025-11-07,2025-08-15,4744.56,Pagado
PP-005542,O-005542,PR-01029,ЗАО «Евдокимов Борисов»,2025-06-27,60 días,2025-08-26,,7021.5,Pendiente
PP-005543,O-005543,PR-00429,ООО «Ефремова-Устинов»,2025-07-17,60 días,2025-09-15,,9435.4,Pendiente
PP-005544,O-005544,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-12,30 días,2025-09-11,,2744.8,Pendiente
PP-005545,O-005545,PR-00617,ЗАО «Петухов Доронина»,2025-07-15,60 días,2025-09-13,,6413.0,Pendiente
PP-005546,O-005546,PR-00467,НПО «Носова»,2025-08-10,60 días,2025-10-09,2025-08-27,8465.76,Pagado
PP-005547,O-005547,PR-00840,НПО «Кудряшова Силин»,2025-07-29,30 días,2025-08-28,2025-08-11,9641.09,Pagado
PP-005548,O-005548,PR-01108,ООО «Афанасьева»,2025-08-04,60 días,2025-10-03,2025-08-14,2353.68,Pagado
PP-005549,O-005549,PR-01029,ЗАО «Евдокимов Борисов»,2025-08-01,60 días,2025-09-30,,8108.73,Pendiente
PP-005550,O-005550,PR-01029,ЗАО «Евдокимов Борисов»,2025-08-17,60 días,2025-10-16,2025-09-07,1646.8,Pagado
PP-005551,O-005551,PR-01029,ЗАО «Евдокимов Борисов»,2025-07-18,60 días,2025-09-16,,7046.52,Pendiente
PP-005552,O-005552,PR-00460,РАО «Федоров Цветкова»,2025-07-02,30 días,2025-08-01,2025-07-09,4771.8,Pagado
PP-005553,O-005553,PR-01266,ИП «Маркова»,2025-07-15,90 días,2025-10-13,,4629.44,Pendiente
PP-005554,O-005554,PR-00467,НПО «Носова»,2025-07-03,60 días,2025-09-01,2025-08-31,581.52,Pagado
PP-005555,O-005555,PR-00949,АО «Корнилова»,2025-07-09,30 días,2025-08-08,,146.72,Pendiente
PP-005556,O-005556,PR-00949,АО «Корнилова»,2025-07-06,30 días,2025-08-05,2025-07-28,849.45,Pagado
PP-005557,O-005557,PR-00457,АО «Блинова-Ковалева»,2025-06-26,60 días,2025-08-25,,2743.65,Pendiente
PP-005558,O-005558,PR-00457,АО «Блинова-Ковалева»,2025-08-01,60 días,2025-09-30,2025-09-27,4726.48,Pagado
PP-005559,O-005559,PR-00460,РАО «Федоров Цветкова»,2025-07-23,30 días,2025-08-22,2025-08-02,926.72,Pagado
PP-005560,O-005560,PR-00907,ЗАО «Шарапова Игнатов»,2025-08-12,60 días,2025-10-11,,946.86,Pendiente
PP-005561,O-005561,PR-01394,ООО «Давыдов-Кабанов»,2025-07-16,90 días,2025-10-14,2025-08-13,2323.86,Pagado
PP-005562,O-005562,PR-00467,НПО «Носова»,2025-07-14,60 días,2025-09-12,2025-07-29,7173.56,Pagado
PP-005563,O-005563,PR-00467,НПО «Носова»,2025-07-23,60 días,2025-09-21,2025-09-15,922.68,Pagado
PP-005564,O-005564,PR-00901,ООО «Щукин Вишнякова»,2025-07-26,30 días,2025-08-25,2025-08-14,7245.92,Pagado
PP-005565,O-005565,PR-00458,НПО «Селиверстова-Назарова»,2025-07-24,60 días,2025-09-22,2025-08-02,1912.68,Pagado
PP-005566,O-005566,PR-00429,ООО «Ефремова-Устинов»,2025-07-19,60 días,2025-09-17,2025-08-22,401.08,Pagado
PP-005567,O-005567,PR-00915,ОАО «Николаев Елисеева»,2025-07-19,30 días,2025-08-18,2025-08-10,6150.82,Pagado
PP-005568,O-005568,PR-00431,Трансойл,2025-08-08,Contado,2025-08-08,2025-08-08,9403.0,Pagado
PP-005569,O-005569,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-07-22,60 días,2025-09-20,2025-07-30,7284.2,Pagado
PP-005570,O-005570,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-08-10,60 días,2025-10-09,2025-08-20,12783.36,Pagado
PP-005571,O-005571,PR-01300,ИП «Доронина-Гущин»,2025-07-31,90 días,2025-10-29,2025-08-08,4576.77,Pagado
PP-005572,O-005572,PR-01126,ООО «Борисов Абрамова»,2025-08-11,60 días,2025-10-10,,8051.2,Pendiente
PP-005573,O-005573,PR-00467,НПО «Носова»,2025-07-21,60 días,2025-09-19,2025-09-07,5928.75,Pagado
PP-005574,O-005574,PR-00468,ОАО «Морозова Титова»,2025-08-03,30 días,2025-09-02,,1600.8,Pendiente
PP-005575,O-005575,PR-00840,НПО «Кудряшова Силин»,2025-06-29,30 días,2025-07-29,2025-07-04,997.69,Pagado
PP-005576,O-005576,PR-01257,Данон  (Danone),2025-07-06,90 días,2025-10-04,,7939.5,Pendiente
PP-005577,O-005577,PR-00460,РАО «Федоров Цветкова»,2025-08-24,30 días,2025-09-23,,6373.62,Pendiente
PP-005578,O-005578,PR-00467,НПО «Носова»,2025-07-22,60 días,2025-09-20,2025-08-11,524.92,Pagado
PP-005579,O-005579,PR-00468,ОАО «Морозова Титова»,2025-08-12,30 días,2025-09-11,,999.63,Pendiente
PP-005580,O-005580,PR-00901,ООО «Щукин Вишнякова»,2025-08-22,30 días,2025-09-21,,2165.2,Pendiente
PP-005581,O-005581,PR-00840,НПО «Кудряшова Силин»,2025-06-29,30 días,2025-07-29,,1084.91,Pendiente
PP-005582,O-005582,PR-00429,ООО «Ефремова-Устинов»,2025-08-05,60 días,2025-10-04,,2210.46,Pendiente
PP-005583,O-005583,PR-00915,ОАО «Николаев Елисеева»,2025-07-07,30 días,2025-08-06,,3029.06,Pendiente
PP-005584,O-005584,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-08,30 días,2025-09-07,,8984.75,Pendiente
PP-005585,O-005585,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-20,30 días,2025-09-19,2025-08-20,5293.79,Pagado
PP-005586,O-005586,PR-00617,ЗАО «Петухов Доронина»,2025-07-23,60 días,2025-09-21,,4328.2,Pendiente
PP-005587,O-005587,PR-00888,АО «Казакова Виноградов»,2025-08-12,90 días,2025-11-10,2025-09-07,123.83,Pagado
PP-005588,O-005588,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-07-24,60 días,2025-09-22,2025-08-14,7491.0,Pagado
PP-005589,O-005589,PR-00612,Селезнев Инкорпорэйтед,2025-08-14,90 días,2025-11-12,,904.0,Pendiente
PP-005590,O-005590,PR-00467,НПО «Носова»,2025-07-16,60 días,2025-09-14,,2094.75,Pendiente
PP-005591,O-005591,PR-00642,ООО «Веселова»,2025-07-09,60 días,2025-09-07,,1961.67,Pendiente
PP-005592,O-005592,PR-00457,АО «Блинова-Ковалева»,2025-08-03,60 días,2025-10-02,,3367.33,Pendiente
PP-005593,O-005593,PR-00458,НПО «Селиверстова-Назарова»,2025-08-20,60 días,2025-10-19,,5848.18,Pendiente
PP-005594,O-005594,PR-01257,Данон  (Danone),2025-06-30,90 días,2025-09-28,2025-09-09,1557.3,Pagado
PP-005595,O-005595,PR-00460,РАО «Федоров Цветкова»,2025-08-10,30 días,2025-09-09,2025-08-14,6687.02,Pagado
PP-005596,O-005596,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-02,30 días,2025-09-01,,2251.92,Pendiente
PP-005597,O-005597,PR-01266,ИП «Маркова»,2025-08-13,90 días,2025-11-11,2025-09-26,6690.34,Pagado
PP-005598,O-005598,PR-00467,НПО «Носова»,2025-07-09,60 días,2025-09-07,2025-07-29,10752.98,Pagado
PP-005599,O-005599,PR-00469,ОАО «Никонова Беляков»,2025-08-02,90 días,2025-10-31,2025-10-20,711.36,Pagado
PP-005600,O-005600,PR-00469,ОАО «Никонова Беляков»,2025-07-13,90 días,2025-10-11,2025-07-26,2304.37,Pagado
PP-005601,O-005601,PR-00642,ООО «Веселова»,2025-08-14,60 días,2025-10-13,,2012.54,Pendiente
PP-005602,O-005602,PR-00763,РАО «Харитонова Максимов»,2025-07-22,90 días,2025-10-20,2025-10-04,1240.92,Pagado
PP-005603,O-005603,PR-00458,НПО «Селиверстова-Назарова»,2025-07-21,60 días,2025-09-19,,3124.29,Pendiente
PP-005604,O-005604,PR-00459,ОАО «Мельников-Ковалева»,2025-06-29,60 días,2025-08-28,2025-07-12,6007.31,Pagado
PP-005605,O-005605,PR-00915,ОАО «Николаев Елисеева»,2025-07-28,30 días,2025-08-27,2025-07-28,4338.4,Pagado
PP-005606,O-005606,PR-00432,НПО «Савельев-Никифоров»,2025-08-06,Contado,2025-08-06,2025-08-06,9893.69,Pagado
PP-005607,O-005607,PR-01300,ИП «Доронина-Гущин»,2025-08-09,90 días,2025-11-07,,9151.45,Pendiente
PP-005608,O-005608,PR-01108,ООО «Афанасьева»,2025-08-09,60 días,2025-10-08,,7863.7,Pendiente
PP-005609,O-005609,PR-00763,РАО «Харитонова Максимов»,2025-07-21,90 días,2025-10-19,2025-10-02,8486.1,Pagado
PP-005610,O-005610,PR-01257,Данон  (Danone),2025-07-23,90 días,2025-10-21,2025-09-07,725.5,Pagado
PP-005611,O-005611,PR-00458,НПО «Селиверстова-Назарова»,2025-08-21,60 días,2025-10-20,2025-10-06,2263.58,Pagado
PP-005612,O-005612,PR-01099,"НПО «Мухина, Шестакова и Данилова»",2025-07-26,90 días,2025-10-24,,3033.53,Pendiente
PP-005613,O-005613,PR-00429,ООО «Ефремова-Устинов»,2025-08-04,60 días,2025-10-03,2025-08-05,948.31,Pagado
PP-005614,O-005614,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-20,30 días,2025-09-19,,1731.25,Pendiente
PP-005615,O-005615,PR-00915,ОАО «Николаев Елисеева»,2025-07-21,30 días,2025-08-20,2025-08-09,5427.24,Pagado
PP-005616,O-005616,PR-01126,ООО «Борисов Абрамова»,2025-07-15,60 días,2025-09-13,,1599.82,Pendiente
PP-005617,O-005617,PR-01266,ИП «Маркова»,2025-08-20,90 días,2025-11-18,,6256.64,Pendiente
PP-005618,O-005618,PR-01126,ООО «Борисов Абрамова»,2025-07-22,60 días,2025-09-20,2025-08-23,365.76,Pagado
PP-005619,O-005619,PR-00467,НПО «Носова»,2025-08-18,60 días,2025-10-17,2025-09-24,7855.12,Pagado
PP-005620,O-005620,PR-00468,ОАО «Морозова Титова»,2025-06-28,30 días,2025-07-28,2025-07-14,9459.33,Pagado
PP-005621,O-005621,PR-00642,ООО «Веселова»,2025-08-09,60 días,2025-10-08,,3020.64,Pendiente
PP-005622,O-005622,PR-00430,"ООО «Селиверстова, Кудрявцев и Савельев»",2025-08-18,30 días,2025-09-17,2025-09-10,944.4,Pagado
PP-005623,O-005623,PR-00612,Селезнев Инкорпорэйтед,2025-08-24,90 días,2025-11-22,,4297.26,Pendiente
PP-005624,O-005624,PR-01266,ИП «Маркова»,2025-08-01,90 días,2025-10-30,2025-08-03,2896.8,Pagado
PP-005625,O-005625,PR-00949,АО «Корнилова»,2025-07-07,30 días,2025-08-06,2025-07-18,4296.0,Pagado
PP-005626,O-005626,PR-00840,НПО «Кудряшова Силин»,2025-07-26,30 días,2025-08-25,,4094.97,Pendiente
PP-005627,O-005627,PR-01108,ООО «Афанасьева»,2025-07-29,60 días,2025-09-27,,4775.1,Pendiente
PP-005628,O-005628,PR-00457,АО «Блинова-Ковалева»,2025-07-29,60 días,2025-09-27,2025-09-02,2551.63,Pagado
PP-005629,O-005629,PR-01257,Данон  (Danone),2025-08-10,90 días,2025-11-08,,2796.75,Pendiente
PP-005630,O-005630,PR-00459,ОАО «Мельников-Ковалева»,2025-07-17,60 días,2025-09-15,,9181.92,Pendiente
PP-005631,O-005631,PR-00460,РАО «Федоров Цветкова»,2025-07-14,30 días,2025-08-13,,5237.35,Pendiente
PP-005632,O-005632,PR-00429,ООО «Ефремова-Устинов»,2025-06-30,60 días,2025-08-29,2025-08-12,13055.34,Pagado
PP-005633,O-005633,PR-00676,"ОАО «Дьячков, Гурьев и Фадеев»",2025-07-07,60 días,2025-09-05,,894.4,Pendiente
PP-005634,O-005634,PR-00907,ЗАО «Шарапова Игнатов»,2025-07-10,60 días,2025-09-08,,3736.53,Pendiente
PP-005635,O-005635,PR-00514,Ryan PLC,2025-07-13,30 días,2025-08-12,2025-07-27,1852.59,Pagado
PP-005636,O-005636,PR-00895,Robinson LLC,2025-07-21,90 días,2025-10-19,2025-08-15,3425.4,Pagado
PP-005637,O-005637,PR-00506,"Miller, Foster and Chandler",2025-08-20,Contado,2025-08-20,2025-08-20,8918.91,Pagado
PP-005638,O-005638,PR-00643,Wilkinson Group,2025-07-27,90 días,2025-10-25,2025-10-05,308.07,Pagado
PP-005639,O-005639,PR-00507,Galvan-White,2025-07-02,30 días,2025-08-01,,3612.06,Pendiente
PP-005640,O-005640,PR-00783,Wright Inc,2025-07-24,30 días,2025-08-23,,1280.2,Retrasado
PP-005641,O-005641,PR-00933,Brooks Inc,2025-07-08,90 días,2025-10-06,2025-07-11,1642.08,Pagado
PP-005642,O-005642,PR-01068,Lopez-Moore,2025-07-23,60 días,2025-09-21,,4491.63,Pendiente
PP-005643,O-005643,PR-00675,"Hart, Rose and Rice",2025-07-24,30 días,2025-08-23,2025-08-05,2919.36,Pagado
PP-005644,O-005644,PR-00484,"Smith, Massey and Calderon",2025-08-15,90 días,2025-11-13,2025-10-09,1606.56,Pagado
PP-005645,O-005645,PR-00512,Jennings Ltd,2025-06-29,60 días,2025-08-28,,4243.5,Pendiente
PP-005646,O-005646,PR-00489,Martin-Murray,2025-07-22,90 días,2025-10-20,,2541.21,Pendiente
PP-005647,O-005647,PR-01113,Green and Sons,2025-08-01,60 días,2025-09-30,,5824.83,Pendiente
PP-005648,O-005648,PR-01440,Henry-Case,2025-07-22,90 días,2025-10-20,,2100.3,Pendiente
PP-005649,O-005649,PR-01081,Webb-Mason,2025-07-25,30 días,2025-08-24,2025-08-23,806.74,Pagado
PP-005650,O-005650,PR-00799,Lewis LLC,2025-07-11,90 días,2025-10-09,,743.24,Pendiente
PP-005651,O-005651,PR-00493,Gross-Hart,2025-08-03,60 días,2025-10-02,2025-09-09,295.09,Pagado
PP-005652,O-005652,PR-01292,"Liu, Paul and Krause",2025-08-24,60 días,2025-10-23,2025-09-30,2272.59,Pagado
PP-005653,O-005653,PR-00496,Ferguson-Walker,2025-07-15,90 días,2025-10-13,,2586.43,Pendiente
PP-005654,O-005654,PR-01325,Adams-Turner,2025-08-13,90 días,2025-11-11,,799.36,Pendiente
PP-005655,O-005655,PR-00499,Henderson Inc,2025-08-21,30 días,2025-09-20,,13658.15,Pendiente
PP-005656,O-005656,PR-00500,Thomas and Sons,2025-07-19,Contado,2025-07-19,2025-07-19,6874.39,Pagado
PP-005657,O-005657,PR-00500,Thomas and Sons,2025-06-29,Contado,2025-06-29,2025-06-29,1666.4,Pagado
PP-005658,O-005658,PR-00501,"Vasquez, Obrien and Lawson",2025-07-11,90 días,2025-10-09,,7640.08,Pendiente
PP-005659,O-005659,PR-01192,Cervantes and Sons,2025-07-25,90 días,2025-10-23,2025-08-20,900.24,Pagado
PP-005660,O-005660,PR-00502,"Flores, Walker and Hill",2025-07-20,90 días,2025-10-18,,2664.27,Pendiente
PP-005661,O-005661,PR-01359,"King, Bowers and Carpenter",2025-08-22,60 días,2025-10-21,,2589.6,Pendiente
PP-005662,O-005662,PR-00515,Ewing-Hall,2025-08-08,60 días,2025-10-07,,752.0,Pendiente
PP-005663,O-005663,PR-00783,Wright Inc,2025-07-09,30 días,2025-08-08,,4681.03,Retrasado
PP-005664,O-005664,PR-00933,Brooks Inc,2025-07-09,90 días,2025-10-07,,2695.68,Pendiente
PP-005665,O-005665,PR-00479,"Anderson, Meza and Patterson",2025-08-05,60 días,2025-10-04,,7096.32,Pendiente
PP-005666,O-005666,PR-01482,"Hill, Thompson and Camacho",2025-07-05,90 días,2025-10-03,,7696.66,Pendiente
PP-005667,O-005667,PR-00480,"Thornton, Rodriguez and Costa",2025-08-17,Contado,2025-08-17,,311.5,Retrasado
PP-005668,O-005668,PR-00482,"Foster, Willis and Farrell",2025-07-25,30 días,2025-08-24,2025-07-29,8349.44,Pagado
PP-005669,O-005669,PR-00484,"Smith, Massey and Calderon",2025-08-07,90 días,2025-11-05,2025-10-01,9074.16,Pagado
PP-005670,O-005670,PR-01238,Snow Ltd,2025-07-05,90 días,2025-10-03,2025-07-29,1116.0,Pagado
PP-005671,O-005671,PR-00509,Rivera Ltd,2025-07-12,30 días,2025-08-11,2025-07-29,6279.91,Pagado
PP-005672,O-005672,PR-00510,Mcintosh-Decker,2025-07-06,90 días,2025-10-04,,11609.14,Pendiente
PP-005673,O-005673,PR-00510,Mcintosh-Decker,2025-07-10,90 días,2025-10-08,,2124.72,Pendiente
PP-005674,O-005674,PR-00512,Jennings Ltd,2025-07-23,60 días,2025-09-21,,246.72,Pendiente
PP-005675,O-005675,PR-00512,Jennings Ltd,2025-06-30,60 días,2025-08-29,,2208.8,Pendiente
PP-005676,O-005676,PR-00486,Brown Ltd,2025-07-04,60 días,2025-09-02,2025-07-12,8155.77,Pagado
PP-005677,O-005677,PR-00488,"Castro, Pratt and Miller",2025-08-01,90 días,2025-10-30,,7310.82,Pendiente
PP-005678,O-005678,PR-00955,Flynn PLC,2025-07-01,30 días,2025-07-31,2025-07-28,14235.21,Pagado
PP-005679,O-005679,PR-00489,Martin-Murray,2025-07-03,90 días,2025-10-01,,751.41,Pendiente
PP-005680,O-005680,PR-00941,"Collins, Scott and Robertson",2025-07-02,Contado,2025-07-02,2025-07-02,8950.52,Pagado
PP-005681,O-005681,PR-00472,Payne-Taylor,2025-07-25,60 días,2025-09-23,,3825.46,Pendiente
PP-005682,O-005682,PR-01081,Webb-Mason,2025-08-02,30 días,2025-09-01,,753.5,Pendiente
PP-005683,O-005683,PR-00473,Richards Group,2025-07-31,Contado,2025-07-31,,2976.48,Pendiente
PP-005684,O-005684,PR-00474,"Bean, Hernandez and Johnson",2025-08-06,30 días,2025-09-05,,4655.88,Pendiente
PP-005685,O-005685,PR-01370,Livingston-Oneal,2025-08-12,90 días,2025-11-10,2025-08-19,7587.0,Pagado
PP-005686,O-005686,PR-00492,Snyder PLC,2025-07-08,90 días,2025-10-06,,4359.34,Pendiente
PP-005687,O-005687,PR-00761,Nelson and Sons,2025-07-02,90 días,2025-09-30,,322.27,Pendiente
PP-005688,O-005688,PR-00496,Ferguson-Walker,2025-07-14,90 días,2025-10-12,2025-08-27,5704.58,Pagado
PP-005689,O-005689,PR-00499,Henderson Inc,2025-08-20,30 días,2025-09-19,2025-08-23,376.32,Pagado
PP-005690,O-005690,PR-00500,Thomas and Sons,2025-07-29,Contado,2025-07-29,2025-07-29,2060.36,Pagado
PP-005691,O-005691,PR-00500,Thomas and Sons,2025-07-21,Contado,2025-07-21,,3241.04,Pendiente
PP-005692,O-005692,PR-00501,"Vasquez, Obrien and Lawson",2025-08-19,90 días,2025-11-17,2025-10-25,184.6,Pagado
PP-005693,O-005693,PR-00502,"Flores, Walker and Hill",2025-07-08,90 días,2025-10-06,,8434.92,Pendiente
PP-005694,O-005694,PR-01147,Hopkins-Griffin,2025-07-07,30 días,2025-08-06,2025-08-01,623.28,Pagado
