cobro_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-03950,C-003950,2025-07-25,218.01,Efectivo,Completado
PG-03951,C-003951,2025-06-26,134.44,Tarjeta,Completado
PG-03952,C-003952,2025-08-06,1097.15,Tarjeta,Fallido
PG-03953,C-003953,2025-08-11,949.38,Transferencia,Completado
PG-03954,C-003954,2025-07-17,198.6,Transferencia,Fallido
PG-03955,C-003955,2025-08-08,738.9,Tarjeta,Completado
PG-03956,C-003956,2025-07-17,1206.99,Tarjeta,Pendiente
PG-03957,C-003957,2025-06-04,741.13,Transferencia,Fallido
PG-03958,C-003958,2025-08-04,583.27,Efectivo,Completado
PG-03959,C-003959,2025-06-15,1279.4,Transferencia,Completado
PG-03960,C-003960,2025-08-15,520.31,Tarjeta,Completado
PG-03961,C-003961,2025-06-20,1147.91,Tarjeta,Pendiente
PG-03962,C-003962,2025-07-21,670.77,Amazon Pay,Completado
PG-03963,C-003963,2025-06-28,638.23,Tarjeta,Completado
PG-03964,C-003964,2025-08-19,1120.24,Tarjeta,Pendiente
PG-03965,C-003965,2025-08-25,109.37,Tarjeta,Completado
PG-03966,C-003966,2025-08-27,408.63,Efectivo,Pendiente
PG-03967,C-003967,2025-06-04,795.85,Transferencia,Pendiente
PG-03968,C-003968,2025-07-22,118.04,Tarjeta,Completado
PG-03969,C-003969,2025-08-12,1030.96,Transferencia,Completado
PG-03970,C-003970,2025-06-21,513.49,Transferencia,Completado
PG-03971,C-003971,2025-08-22,1105.92,Transferencia,Completado
PG-03972,C-003972,2025-08-23,1376.53,Amazon Pay,Pendiente
PG-03973,C-003973,2025-07-09,87.33,Transferencia,Completado
PG-03974,C-003974,2025-06-23,473.7,Tarjeta,Completado
PG-03975,C-003975,2025-06-29,990.75,Amazon Pay,Completado
PG-03976,C-003976,2025-07-28,1179.68,Efectivo,Completado
PG-03977,C-003977,2025-08-07,327.76,Amazon Pay,Completado
PG-03978,C-003978,2025-06-20,330.95,Bizum,Completado
PG-03979,C-003979,2025-07-24,495.57,PayPal,Completado
PG-03980,C-003980,2025-07-12,805.05,Amazon Pay,Pendiente
PG-03981,C-003981,2025-08-20,700.72,Amazon Pay,Pendiente
PG-03982,C-003982,2025-07-19,841.39,Efectivo,Completado
PG-03983,C-003983,2025-06-09,1167.92,Bizum,Pendiente
PG-03984,C-003984,2025-06-20,567.34,Transferencia,Completado
PG-03985,C-003985,2025-06-28,982.2,Efectivo,Completado
PG-03986,C-003986,2025-08-16,930.64,Transferencia,Completado
PG-03987,C-003987,2025-07-27,748.56,Tarjeta,Completado
PG-03988,C-003988,2025-06-13,1390.22,Tarjeta,Completado
PG-03989,C-003989,2025-08-29,834.62,Tarjeta,Completado
PG-03990,C-003990,2025-07-10,725.63,Bizum,Completado
PG-03991,C-003991,2025-07-04,47.08,Tarjeta,Completado
PG-03992,C-003992,2025-07-19,555.64,Transferencia,Completado
PG-03993,C-003993,2025-07-09,654.18,Efectivo,Completado
PG-03994,C-003994,2025-06-26,676.92,Transferencia,Fallido
PG-03995,C-003995,2025-06-16,20.69,Tarjeta,Completado
PG-03996,C-003996,2025-06-07,196.06,Transferencia,Completado
PG-03997,C-003997,2025-07-18,29.55,Tarjeta,Completado
PG-03998,C-003998,2025-08-09,563.32,Tarjeta,Completado
PG-03999,C-003999,2025-06-26,1133.12,Bizum,Fallido
PG-04000,C-004000,2025-08-24,256.74,Transferencia,Completado
PG-04001,C-004001,2025-07-22,871.3,Transferencia,Fallido
PG-04002,C-004002,2025-08-15,1619.9,Bizum,Completado
PG-04003,C-004003,2025-07-25,680.34,Tarjeta,Completado
PG-04004,C-004004,2025-07-31,236.77,Amazon Pay,Completado
PG-04005,C-004005,2025-08-08,390.21,Tarjeta,Completado
PG-04006,C-004006,2025-07-10,456.78,Tarjeta,Completado
PG-04007,C-004007,2025-08-24,521.56,Efectivo,Completado
PG-04008,C-004008,2025-07-28,242.61,Bizum,Fallido
PG-04009,C-004009,2025-08-22,801.79,Transferencia,Completado
PG-04010,C-004010,2025-06-28,352.98,Transferencia,Completado
PG-04011,C-004011,2025-07-15,690.0,Tarjeta,Completado
PG-04012,C-004012,2025-08-26,1030.96,Tarjeta,Completado
PG-04013,C-004013,2025-07-25,683.55,Transferencia,Completado
PG-04014,C-004014,2025-07-10,238.72,PayPal,Completado
PG-04015,C-004015,2025-06-02,683.03,Transferencia,Completado
PG-04016,C-004016,2025-08-20,211.08,Efectivo,Fallido
PG-04017,C-004017,2025-06-22,549.09,Tarjeta,Fallido
PG-04018,C-004018,2025-06-26,186.85,Tarjeta,Pendiente
PG-04019,C-004019,2025-06-24,608.36,Transferencia,Completado
PG-04020,C-004020,2025-07-27,1029.18,Transferencia,Completado
PG-04021,C-004021,2025-06-12,293.79,PayPal,Completado
PG-04022,C-004022,2025-06-04,703.84,Transferencia,Completado
PG-04023,C-004023,2025-07-15,1399.27,Bizum,Fallido
PG-04024,C-004024,2025-06-23,882.4,PayPal,Completado
PG-04025,C-004025,2025-06-11,302.64,Amazon Pay,Completado
PG-04026,C-004026,2025-06-08,528.4,Transferencia,Completado
PG-04027,C-004027,2025-08-25,479.12,Efectivo,Completado
PG-04028,C-004028,2025-06-01,100.44,Amazon Pay,Completado
PG-04029,C-004029,2025-06-02,456.36,Tarjeta,Completado
PG-04030,C-004030,2025-07-02,563.57,Tarjeta,Completado
PG-04031,C-004031,2025-06-06,470.71,Efectivo,Completado
PG-04032,C-004032,2025-07-08,68.25,Efectivo,Completado
PG-04033,C-004033,2025-06-29,137.52,Transferencia,Completado
PG-04034,C-004034,2025-06-07,998.59,Transferencia,Completado
PG-04035,C-004035,2025-07-18,172.86,Efectivo,Completado
PG-04036,C-004036,2025-08-26,63.97,Transferencia,Completado
PG-04037,C-004037,2025-07-06,578.96,Efectivo,Completado
PG-04038,C-004038,2025-08-22,284.68,Tarjeta,Completado
PG-04039,C-004039,2025-07-04,1287.75,Transferencia,Pendiente
PG-04040,C-004040,2025-06-20,388.42,Efectivo,Pendiente
PG-04041,C-004041,2025-06-23,415.83,Transferencia,Completado
PG-04042,C-004042,2025-07-20,1366.72,Amazon Pay,Pendiente
PG-04043,C-004043,2025-08-22,1883.28,Tarjeta,Completado
PG-04044,C-004044,2025-07-11,126.51,Tarjeta,Completado
PG-04045,C-004045,2025-07-19,85.48,Transferencia,Completado
PG-04046,C-004046,2025-07-13,228.41,Amazon Pay,Completado
PG-04047,C-004047,2025-07-28,637.83,Transferencia,Completado
PG-04048,C-004048,2025-07-17,928.09,Tarjeta,Completado
PG-04049,C-004049,2025-07-25,1511.34,Tarjeta,Completado
PG-04050,C-004050,2025-06-05,197.4,Transferencia,Completado
PG-04051,C-004051,2025-07-30,277.27,Tarjeta,Completado
PG-04052,C-004052,2025-06-22,111.0,Transferencia,Completado
PG-04053,C-004053,2025-07-14,659.34,Transferencia,Completado
PG-04054,C-004054,2025-07-27,664.33,Efectivo,Pendiente
PG-04055,C-004055,2025-08-03,100.32,Tarjeta,Completado
PG-04056,C-004056,2025-07-25,658.83,Transferencia,Completado
PG-04057,C-004057,2025-06-21,393.36,Amazon Pay,Completado
PG-04058,C-004058,2025-08-13,864.19,PayPal,Completado
PG-04059,C-004059,2025-07-04,316.32,Tarjeta,Completado
PG-04060,C-004060,2025-06-24,302.32,Efectivo,Completado
PG-04061,C-004061,2025-06-24,331.3,Transferencia,Completado
PG-04062,C-004062,2025-08-23,850.83,Efectivo,Completado
PG-04063,C-004063,2025-07-10,932.01,Transferencia,Completado
PG-04064,C-004064,2025-08-17,416.64,Amazon Pay,Completado
PG-04065,C-004065,2025-08-04,652.46,Tarjeta,Completado
PG-04066,C-004066,2025-07-19,686.96,Transferencia,Completado
PG-04067,C-004067,2025-06-27,1197.06,Tarjeta,Completado
PG-04068,C-004068,2025-08-10,521.38,Efectivo,Completado
PG-04069,C-004069,2025-07-07,404.97,PayPal,Completado
PG-04070,C-004070,2025-07-23,1552.72,Transferencia,Completado
PG-04071,C-004071,2025-08-18,187.35,Transferencia,Completado
PG-04072,C-004072,2025-06-03,225.66,Transferencia,Completado
PG-04073,C-004073,2025-06-29,845.44,Efectivo,Completado
PG-04074,C-004074,2025-08-09,226.26,PayPal,Fallido
PG-04075,C-004075,2025-08-17,88.46,Transferencia,Completado
PG-04076,C-004076,2025-06-02,1217.69,Efectivo,Completado
PG-04077,C-004077,2025-06-24,1013.2,Tarjeta,Completado
PG-04078,C-004078,2025-07-08,418.05,Tarjeta,Completado
PG-04079,C-004079,2025-07-15,797.19,Bizum,Completado
PG-04080,C-004080,2025-08-26,1007.14,Tarjeta,Completado
PG-04081,C-004081,2025-07-11,224.69,Tarjeta,Pendiente
PG-04082,C-004082,2025-06-29,1745.31,Bizum,Completado
PG-04083,C-004083,2025-06-12,97.39,Tarjeta,Completado
PG-04084,C-004084,2025-06-09,394.95,Tarjeta,Completado
PG-04085,C-004085,2025-07-04,1285.7,Tarjeta,Completado
PG-04086,C-004086,2025-06-14,750.74,PayPal,Completado
PG-04087,C-004087,2025-06-10,652.97,Transferencia,Completado
PG-04088,C-004088,2025-06-14,1280.56,Tarjeta,Pendiente
PG-04089,C-004089,2025-07-06,464.57,Bizum,Completado
PG-04090,C-004090,2025-08-13,1399.04,Transferencia,Pendiente
PG-04091,C-004091,2025-07-15,1219.14,Tarjeta,Fallido
PG-04092,C-004092,2025-08-05,98.71,Amazon Pay,Completado
PG-04093,C-004093,2025-07-03,1178.81,Transferencia,Completado
PG-04094,C-004094,2025-08-21,1424.28,Transferencia,Completado
PG-04095,C-004095,2025-07-12,214.66,Transferencia,Completado
PG-04096,C-004096,2025-08-09,759.24,Tarjeta,Completado
PG-04097,C-004097,2025-08-20,1362.42,Tarjeta,Completado
PG-04098,C-004098,2025-08-27,457.59,Efectivo,Completado
PG-04099,C-004099,2025-08-10,558.34,Efectivo,Fallido
PG-04100,C-004100,2025-07-02,231.13,Bizum,Completado
PG-04101,C-004101,2025-08-29,1068.1,Tarjeta,Completado
PG-04102,C-004102,2025-06-02,1009.58,Efectivo,Completado
PG-04103,C-004103,2025-08-10,464.7,Efectivo,Completado
PG-04104,C-004104,2025-07-03,1114.4,Tarjeta,Completado
PG-04105,C-004105,2025-08-19,144.63,Tarjeta,Completado
PG-04106,C-004106,2025-07-27,562.74,PayPal,Completado
PG-04107,C-004107,2025-06-04,697.11,PayPal,Pendiente
PG-04108,C-004108,2025-08-29,343.22,Tarjeta,Completado
PG-04109,C-004109,2025-08-11,410.61,Tarjeta,Completado
PG-04110,C-004110,2025-08-25,1291.79,Efectivo,Completado
PG-04111,C-004111,2025-08-03,244.44,Transferencia,Completado
PG-04112,C-004112,2025-08-03,356.88,Transferencia,Completado
PG-04113,C-004113,2025-08-10,83.48,Transferencia,Completado
PG-04114,C-004114,2025-08-09,993.25,Transferencia,Completado
PG-04115,C-004115,2025-07-29,1171.5,Bizum,Completado
PG-04116,C-004116,2025-07-20,616.05,Tarjeta,Completado
PG-04117,C-004117,2025-06-29,456.88,Transferencia,Fallido
PG-04118,C-004118,2025-06-09,841.13,Transferencia,Completado
PG-04119,C-004119,2025-06-05,189.98,Transferencia,Completado
PG-04120,C-004120,2025-08-14,676.44,PayPal,Completado
PG-04121,C-004121,2025-07-14,62.78,Tarjeta,Completado
PG-04122,C-004122,2025-08-15,719.29,Transferencia,Completado
PG-04123,C-004123,2025-07-03,845.98,Transferencia,Pendiente
PG-04124,C-004124,2025-08-22,866.94,Transferencia,Completado
PG-04125,C-004125,2025-07-22,491.04,Tarjeta,Completado
PG-04126,C-004126,2025-06-14,1016.91,Tarjeta,Completado
PG-04127,C-004127,2025-07-10,44.93,Tarjeta,Completado
PG-04128,C-004128,2025-08-12,580.44,Tarjeta,Completado
PG-04129,C-004129,2025-06-13,979.14,Transferencia,Completado
PG-04130,C-004130,2025-06-19,835.58,Amazon Pay,Completado
PG-04131,C-004131,2025-08-28,1170.58,Transferencia,Completado
PG-04132,C-004132,2025-07-07,781.52,Efectivo,Completado
PG-04133,C-004133,2025-08-16,1371.52,Tarjeta,Completado
PG-04134,C-004134,2025-08-02,500.31,Bizum,Completado
PG-04135,C-004135,2025-07-09,646.34,Tarjeta,Pendiente
PG-04136,C-004136,2025-08-21,143.87,Amazon Pay,Completado
PG-04137,C-004137,2025-07-22,334.62,Efectivo,Fallido
PG-04138,C-004138,2025-08-09,146.58,Transferencia,Pendiente
PG-04139,C-004139,2025-07-30,586.5,PayPal,Completado
PG-04140,C-004140,2025-08-20,923.88,Tarjeta,Completado
PG-04141,C-004141,2025-06-22,385.3,Transferencia,Pendiente
PG-04142,C-004142,2025-08-23,1379.72,Tarjeta,Completado
PG-04143,C-004143,2025-07-03,71.83,PayPal,Completado
PG-04144,C-004144,2025-07-25,745.15,Transferencia,Completado
PG-04145,C-004145,2025-06-20,1311.2,PayPal,Pendiente
PG-04146,C-004146,2025-08-18,624.46,Transferencia,Completado
PG-04147,C-004147,2025-06-15,1035.06,Amazon Pay,Completado
PG-04148,C-004148,2025-06-07,1153.76,Efectivo,Completado
PG-04149,C-004149,2025-06-23,681.81,PayPal,Completado
PG-04150,C-004150,2025-07-11,1689.28,Transferencia,Completado
PG-04151,C-004151,2025-07-14,190.08,Bizum,Completado
PG-04152,C-004152,2025-06-18,62.62,Efectivo,Completado
PG-04153,C-004153,2025-06-13,837.52,Efectivo,Completado
PG-04154,C-004154,2025-06-02,696.17,PayPal,Completado
PG-04155,C-004155,2025-07-23,524.1,Tarjeta,Completado
PG-04156,C-004156,2025-08-09,184.29,Bizum,Completado
PG-04157,C-004157,2025-07-25,855.37,Tarjeta,Completado
PG-04158,C-004158,2025-06-02,1594.55,Bizum,Completado
PG-04159,C-004159,2025-08-26,41.79,Efectivo,Completado
PG-04160,C-004160,2025-08-18,1008.8,Tarjeta,Pendiente
PG-04161,C-004161,2025-06-15,873.33,Tarjeta,Completado
PG-04162,C-004162,2025-06-12,27.58,Tarjeta,Completado
PG-04163,C-004163,2025-06-20,858.45,Transferencia,Completado
PG-04164,C-004164,2025-08-06,977.41,Transferencia,Completado
PG-04165,C-004165,2025-07-12,681.52,Bizum,Completado
PG-04166,C-004166,2025-07-16,654.94,Transferencia,Completado
PG-04167,C-004167,2025-07-25,394.74,Tarjeta,Completado
PG-04168,C-004168,2025-06-16,558.27,Tarjeta,Pendiente
PG-04169,C-004169,2025-06-09,244.88,Transferencia,Completado
PG-04170,C-004170,2025-07-13,459.04,Tarjeta,Completado
PG-04171,C-004171,2025-08-21,707.16,Amazon Pay,Completado
PG-04172,C-004172,2025-08-24,1133.32,PayPal,Completado
PG-04173,C-004173,2025-07-27,477.41,Amazon Pay,Completado
PG-04174,C-004174,2025-06-23,413.26,Transferencia,Completado
PG-04175,C-004175,2025-06-13,175.12,Transferencia,Completado
PG-04176,C-004176,2025-06-24,717.11,Amazon Pay,Fallido
PG-04177,C-004177,2025-08-09,211.59,Transferencia,Pendiente
PG-04178,C-004178,2025-07-21,241.88,Bizum,Pendiente
PG-04179,C-004179,2025-06-30,165.3,Amazon Pay,Completado
PG-04180,C-004180,2025-07-13,505.78,Tarjeta,Completado
PG-04181,C-004181,2025-08-07,2177.09,Transferencia,Completado
PG-04182,C-004182,2025-06-12,346.55,Amazon Pay,Completado
PG-04183,C-004183,2025-06-08,407.08,Transferencia,Completado
PG-04184,C-004184,2025-08-19,181.6,Transferencia,Completado
PG-04185,C-004185,2025-08-27,1006.12,PayPal,Fallido
PG-04186,C-004186,2025-06-10,1182.43,Tarjeta,Completado
PG-04187,C-004187,2025-08-07,322.19,Tarjeta,Completado
PG-04188,C-004188,2025-08-25,511.2,Transferencia,Completado
PG-04189,C-004189,2025-07-14,617.66,PayPal,Pendiente
PG-04190,C-004190,2025-07-15,65.97,Transferencia,Completado
PG-04191,C-004191,2025-06-05,153.48,Amazon Pay,Completado
PG-04192,C-004192,2025-07-30,1482.48,Amazon Pay,Completado
PG-04193,C-004193,2025-08-16,401.95,Transferencia,Pendiente
PG-04194,C-004194,2025-08-02,335.16,Tarjeta,Completado
PG-04195,C-004195,2025-07-15,979.26,Tarjeta,Pendiente
PG-04196,C-004196,2025-07-20,26.89,Transferencia,Completado
PG-04197,C-004197,2025-07-24,493.86,Transferencia,Completado
PG-04198,C-004198,2025-08-03,583.88,Tarjeta,Completado
PG-04199,C-004199,2025-08-04,1240.88,PayPal,Completado
PG-04200,C-004200,2025-06-23,633.55,Transferencia,Pendiente
PG-04201,C-004201,2025-06-09,939.84,Tarjeta,Completado
PG-04202,C-004202,2025-06-04,340.02,Tarjeta,Pendiente
PG-04203,C-004203,2025-07-14,178.34,Transferencia,Completado
PG-04204,C-004204,2025-06-03,321.59,Transferencia,Completado
PG-04205,C-004205,2025-08-13,353.18,PayPal,Completado
PG-04206,C-004206,2025-06-03,1046.21,Amazon Pay,Completado
PG-04207,C-004207,2025-07-31,770.24,Efectivo,Fallido
PG-04208,C-004208,2025-07-31,668.57,Tarjeta,Completado
PG-04209,C-004209,2025-08-16,178.32,Transferencia,Completado
PG-04210,C-004210,2025-06-06,527.46,Tarjeta,Pendiente
PG-04211,C-004211,2025-06-23,908.78,Tarjeta,Completado
PG-04212,C-004212,2025-08-12,175.3,Tarjeta,Completado
PG-04213,C-004213,2025-08-16,499.38,PayPal,Completado
PG-04214,C-004214,2025-06-10,608.73,Transferencia,Completado
PG-04215,C-004215,2025-06-25,1070.64,Tarjeta,Completado
PG-04216,C-004216,2025-07-14,1203.04,Efectivo,Completado
PG-04217,C-004217,2025-07-26,110.43,Transferencia,Completado
PG-04218,C-004218,2025-07-26,450.64,Amazon Pay,Completado
PG-04219,C-004219,2025-08-15,277.56,Bizum,Completado
PG-04220,C-004220,2025-08-25,318.86,Transferencia,Pendiente
PG-04221,C-004221,2025-08-07,1152.51,Amazon Pay,Completado
PG-04222,C-004222,2025-07-01,917.12,Amazon Pay,Completado
PG-04223,C-004223,2025-08-12,109.59,Tarjeta,Completado
PG-04224,C-004224,2025-07-14,193.38,Bizum,Completado
PG-04225,C-004225,2025-07-25,135.01,Transferencia,Fallido
PG-04226,C-004226,2025-06-08,410.71,PayPal,Completado
PG-04227,C-004227,2025-08-05,1043.08,Tarjeta,Completado
PG-04228,C-004228,2025-06-28,951.94,Efectivo,Completado
PG-04229,C-004229,2025-08-06,167.68,Tarjeta,Fallido
PG-04230,C-004230,2025-08-29,503.18,Transferencia,Completado
PG-04231,C-004231,2025-08-07,2.82,Tarjeta,Completado
PG-04232,C-004232,2025-08-23,906.37,PayPal,Completado
PG-04233,C-004233,2025-06-08,378.93,Efectivo,Completado
PG-04234,C-004234,2025-07-06,577.1,Transferencia,Completado
PG-04235,C-004235,2025-07-01,964.61,PayPal,Completado
PG-04236,C-004236,2025-06-09,425.69,Transferencia,Completado
PG-04237,C-004237,2025-08-09,325.12,Tarjeta,Pendiente
PG-04238,C-004238,2025-07-29,58.28,Tarjeta,Completado
PG-04239,C-004239,2025-06-22,905.67,Bizum,Completado
PG-04240,C-004240,2025-08-27,663.24,Transferencia,Completado
PG-04241,C-004241,2025-06-01,317.79,Amazon Pay,Completado
PG-04242,C-004242,2025-08-14,1195.29,Efectivo,Completado
PG-04243,C-004243,2025-07-03,385.32,Tarjeta,Completado
PG-04244,C-004244,2025-07-19,397.54,Tarjeta,Completado
PG-04245,C-004245,2025-07-17,400.6,Tarjeta,Pendiente
PG-04246,C-004246,2025-07-10,894.58,Transferencia,Pendiente
PG-04247,C-004247,2025-06-07,1375.73,Efectivo,Completado
PG-04248,C-004248,2025-07-08,1362.6,Tarjeta,Pendiente
PG-04249,C-004249,2025-08-12,408.28,Amazon Pay,Completado
PG-04250,C-004250,2025-07-05,964.0,Efectivo,Completado
PG-04251,C-004251,2025-07-29,684.72,Transferencia,Completado
PG-04252,C-004252,2025-07-29,645.04,Amazon Pay,Completado
PG-04253,C-004253,2025-08-12,657.06,Transferencia,Completado
PG-04254,C-004254,2025-06-27,191.0,Transferencia,Completado
PG-04255,C-004255,2025-07-20,489.03,Tarjeta,Completado
PG-04256,C-004256,2025-07-16,942.79,Amazon Pay,Completado
PG-04257,C-004257,2025-07-13,2535.58,Bizum,Completado
PG-04258,C-004258,2025-08-01,141.75,Amazon Pay,Pendiente
PG-04259,C-004259,2025-07-05,237.44,Transferencia,Completado
PG-04260,C-004260,2025-06-28,532.02,Tarjeta,Completado
PG-04261,C-004261,2025-06-04,631.21,Transferencia,Pendiente
PG-04262,C-004262,2025-08-26,465.95,Transferencia,Completado
PG-04263,C-004263,2025-08-28,704.89,Transferencia,Completado
PG-04264,C-004264,2025-08-07,649.48,Bizum,Fallido
PG-04265,C-004265,2025-06-19,206.7,Transferencia,Completado
PG-04266,C-004266,2025-06-18,793.59,Efectivo,Completado
PG-04267,C-004267,2025-08-06,1386.28,Tarjeta,Completado
PG-04268,C-004268,2025-08-16,633.04,Tarjeta,Completado
PG-04269,C-004269,2025-07-13,946.56,Transferencia,Completado
PG-04270,C-004270,2025-06-28,874.15,Efectivo,Completado
PG-04271,C-004271,2025-07-15,101.21,Efectivo,Completado
PG-04272,C-004272,2025-07-13,811.34,Transferencia,Completado
PG-04273,C-004273,2025-07-18,277.18,Transferencia,Completado
PG-04274,C-004274,2025-08-13,847.45,Transferencia,Pendiente
PG-04275,C-004275,2025-06-13,652.85,PayPal,Completado
PG-04276,C-004276,2025-08-03,457.7,Transferencia,Fallido
PG-04277,C-004277,2025-08-06,596.97,Tarjeta,Completado
PG-04278,C-004278,2025-06-09,672.79,Transferencia,Completado
PG-04279,C-004279,2025-07-07,556.3,Bizum,Completado
PG-04280,C-004280,2025-07-16,161.38,Bizum,Fallido
PG-04281,C-004281,2025-08-29,1319.97,Tarjeta,Completado
PG-04282,C-004282,2025-08-06,296.88,Transferencia,Completado
PG-04283,C-004283,2025-06-28,625.9,Tarjeta,Completado
PG-04284,C-004284,2025-06-03,1682.09,Efectivo,Completado
PG-04285,C-004285,2025-08-15,65.56,Transferencia,Completado
PG-04286,C-004286,2025-06-14,1072.07,Tarjeta,Completado
PG-04287,C-004287,2025-07-13,34.91,Efectivo,Completado
PG-04288,C-004288,2025-08-15,648.24,Efectivo,Completado
PG-04289,C-004289,2025-07-11,872.43,Efectivo,Completado
PG-04290,C-004290,2025-06-30,822.91,Tarjeta,Completado
PG-04291,C-004291,2025-07-05,962.72,Efectivo,Pendiente
PG-04292,C-004292,2025-06-13,616.12,Tarjeta,Completado
PG-04293,C-004293,2025-08-23,296.18,Efectivo,Completado
PG-04294,C-004294,2025-07-21,160.12,Amazon Pay,Completado
PG-04295,C-004295,2025-08-26,646.77,PayPal,Completado
PG-04296,C-004296,2025-08-19,623.61,Efectivo,Completado
PG-04297,C-004297,2025-08-15,765.42,Transferencia,Completado
PG-04298,C-004298,2025-08-20,408.07,Bizum,Completado
PG-04299,C-004299,2025-08-20,588.2,Bizum,Pendiente
PG-04300,C-004300,2025-06-29,323.03,Tarjeta,Completado
PG-04301,C-004301,2025-07-09,1089.58,Efectivo,Completado
PG-04302,C-004302,2025-07-19,1236.1,Transferencia,Completado
PG-04303,C-004303,2025-06-08,163.65,Tarjeta,Completado
PG-04304,C-004304,2025-08-23,354.74,Amazon Pay,Completado
PG-04305,C-004305,2025-08-13,849.21,Bizum,Completado
PG-04306,C-004306,2025-06-23,262.03,Tarjeta,Pendiente
PG-04307,C-004307,2025-06-04,204.5,Bizum,Completado
PG-04308,C-004308,2025-06-28,158.4,Bizum,Pendiente
PG-04309,C-004309,2025-06-30,901.32,Tarjeta,Completado
PG-04310,C-004310,2025-06-09,163.66,Tarjeta,Completado
PG-04311,C-004311,2025-07-11,36.53,Tarjeta,Completado
PG-04312,C-004312,2025-07-11,1271.17,Transferencia,Completado
PG-04313,C-004313,2025-07-07,1217.16,Tarjeta,Completado
PG-04314,C-004314,2025-06-09,815.38,Transferencia,Completado
PG-04315,C-004315,2025-08-18,1037.4,Amazon Pay,Fallido
PG-04316,C-004316,2025-07-21,403.04,Tarjeta,Completado
PG-04317,C-004317,2025-07-13,1054.73,PayPal,Completado
PG-04318,C-004318,2025-08-03,2123.97,Efectivo,Completado
PG-04319,C-004319,2025-06-09,1546.7,Transferencia,Completado
PG-04320,C-004320,2025-08-23,371.63,Bizum,Completado
PG-04321,C-004321,2025-08-26,830.88,Tarjeta,Completado
PG-04322,C-004322,2025-07-06,1418.2,Tarjeta,Pendiente
PG-04323,C-004323,2025-06-25,288.73,Tarjeta,Pendiente
PG-04324,C-004324,2025-07-11,24.92,Tarjeta,Completado
PG-04325,C-004325,2025-06-19,804.51,Tarjeta,Pendiente
PG-04326,C-004326,2025-06-15,842.2,PayPal,Completado
PG-04327,C-004327,2025-08-24,1830.43,Efectivo,Fallido
PG-04328,C-004328,2025-06-24,615.49,Tarjeta,Completado
PG-04329,C-004329,2025-07-04,296.51,Transferencia,Completado
PG-04330,C-004330,2025-06-20,500.2,PayPal,Completado
PG-04331,C-004331,2025-07-11,384.61,Tarjeta,Completado
PG-04332,C-004332,2025-08-01,149.7,Transferencia,Fallido
PG-04333,C-004333,2025-07-06,1160.87,Transferencia,Completado
PG-04334,C-004334,2025-07-02,170.52,Efectivo,Completado
PG-04335,C-004335,2025-07-13,736.77,PayPal,Completado
PG-04336,C-004336,2025-08-16,1486.12,Amazon Pay,Completado
PG-04337,C-004337,2025-08-05,827.02,Tarjeta,Completado
PG-04338,C-004338,2025-07-05,909.38,Transferencia,Completado
PG-04339,C-004339,2025-07-24,164.55,Tarjeta,Completado
PG-04340,C-004340,2025-06-18,924.64,Tarjeta,Pendiente
PG-04341,C-004341,2025-06-30,370.04,Amazon Pay,Completado
PG-04342,C-004342,2025-06-23,241.61,Transferencia,Completado
PG-04343,C-004343,2025-06-02,865.13,Bizum,Completado
PG-04344,C-004344,2025-07-28,542.04,Transferencia,Completado
PG-04345,C-004345,2025-06-04,1689.19,Amazon Pay,Pendiente
PG-04346,C-004346,2025-06-12,967.99,Tarjeta,Completado
PG-04347,C-004347,2025-07-11,1177.5,Amazon Pay,Completado
PG-04348,C-004348,2025-08-17,561.16,Tarjeta,Completado
PG-04349,C-004349,2025-06-25,141.61,Transferencia,Completado
PG-04350,C-004350,2025-08-20,523.02,Transferencia,Completado
PG-04351,C-004351,2025-08-03,532.08,Transferencia,Completado
PG-04352,C-004352,2025-07-05,369.22,Transferencia,Completado
PG-04353,C-004353,2025-06-06,18.22,Tarjeta,Completado
PG-04354,C-004354,2025-08-06,185.0,Tarjeta,Pendiente
PG-04355,C-004355,2025-06-19,469.41,Efectivo,Completado
PG-04356,C-004356,2025-06-04,811.65,Efectivo,Completado
PG-04357,C-004357,2025-08-16,148.98,Amazon Pay,Completado
PG-04358,C-004358,2025-06-25,716.01,Tarjeta,Completado
PG-04359,C-004359,2025-07-03,454.08,Transferencia,Completado
PG-04360,C-004360,2025-07-16,798.51,PayPal,Completado
PG-04361,C-004361,2025-07-13,299.06,Efectivo,Completado
PG-04362,C-004362,2025-08-07,328.75,Tarjeta,Completado
PG-04363,C-004363,2025-06-20,808.37,Amazon Pay,Completado
PG-04364,C-004364,2025-07-11,798.19,Efectivo,Completado
PG-04365,C-004365,2025-08-04,928.22,Efectivo,Completado
PG-04366,C-004366,2025-08-27,803.23,PayPal,Pendiente
PG-04367,C-004367,2025-08-03,327.64,PayPal,Completado
PG-04368,C-004368,2025-08-05,620.92,Amazon Pay,Completado
PG-04369,C-004369,2025-08-04,171.12,Transferencia,Completado
PG-04370,C-004370,2025-06-04,403.26,Efectivo,Completado
PG-04371,C-004371,2025-07-14,651.89,Transferencia,Completado
PG-04372,C-004372,2025-08-24,780.02,Tarjeta,Completado
PG-04373,C-004373,2025-08-23,206.93,Amazon Pay,Completado
PG-04374,C-004374,2025-08-23,436.88,Transferencia,Completado
