order_proveedor_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-005263,BR-00349,P-038609,PR-00443,ОАО «Воробьев»,2025-08-16,33,34.15,1126.95,Pendiente
O-005264,BR-00350,P-038615,PR-00638,НПО «Попова»,2025-07-15,85,29.45,2503.25,Recibido
O-005265,BR-00350,P-038632,PR-00469,Пестова Лтд,2025-07-11,70,123.65,8655.5,En tránsito
O-005266,BR-00350,P-038636,PR-00470,РАО «Лазарев Устинова»,2025-07-02,21,99.92,2098.32,Recibido
O-005267,BR-00350,P-038655,PR-00459,ЗАО «Зыков Белозеров»,2025-07-04,27,122.85,3316.95,Pendiente
O-005268,BR-00350,P-038656,PR-00459,ЗАО «Зыков Белозеров»,2025-07-20,73,110.65,8077.45,Recibido
O-005269,BR-00350,P-038665,PR-00757,ФортеИнвест,2025-07-04,50,49.64,2482.0,En tránsito
O-005270,BR-00350,P-038673,PR-00873,ИП «Фомичева-Александров»,2025-08-10,53,54.18,2871.54,Pendiente
O-005271,BR-00350,P-038676,PR-00432,АО «Калинин»,2025-08-14,30,61.76,1852.8,Recibido
O-005272,BR-00350,P-038687,PR-00435,ООО «Ермакова Лихачева»,2025-07-25,90,18.09,1628.1,Pendiente
O-005273,BR-00350,P-038688,PR-01188,ИП «Романова-Шубин»,2025-07-20,48,133.66,6415.68,En tránsito
O-005274,BR-00350,P-038690,PR-00435,ООО «Ермакова Лихачева»,2025-07-18,52,13.63,708.76,En tránsito
O-005275,BR-00350,P-038700,PR-00790,Фадеев Инк,2025-07-25,20,106.77,2135.4,En tránsito
O-005276,BR-00350,P-038703,PR-00437,АО «Власов Иванова»,2025-08-03,52,66.82,3474.64,En tránsito
O-005277,BR-00350,P-038710,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-08-19,37,19.39,717.43,En tránsito
O-005278,BR-00350,P-038735,PR-00808,ФСК Лидер,2025-08-23,73,118.99,8686.27,Recibido
O-005279,BR-00350,P-038739,PR-00440,"ОАО «Молчанов, Савин и Галкин»",2025-07-21,24,60.67,1456.08,En tránsito
O-005280,BR-00350,P-038749,PR-00441,НПО «Лапин Яковлев»,2025-07-01,58,53.55,3105.9,Recibido
O-005281,BR-00350,P-038761,PR-00922,"РАО «Виноградов, Миронова и Федоров»",2025-08-14,24,88.22,2117.28,En tránsito
O-005282,BR-00351,P-038773,PR-00467,Соллерс,2025-07-06,83,126.59,10506.97,En tránsito
O-005283,BR-00351,P-038778,PR-00468,ИП «Воронов»,2025-08-19,93,104.35,9704.55,En tránsito
O-005284,BR-00351,P-038789,PR-00729,ОАО «Емельянов-Зайцев»,2025-07-13,77,34.21,2634.17,Pendiente
O-005285,BR-00351,P-038801,PR-01484,ООО «Михайлова»,2025-07-18,57,138.15,7874.55,En tránsito
O-005286,BR-00351,P-038810,PR-00459,ЗАО «Зыков Белозеров»,2025-07-27,29,98.1,2844.9,En tránsito
O-005287,BR-00351,P-038817,PR-00460,Сазонов Групп,2025-07-21,29,99.35,2881.15,En tránsito
O-005288,BR-00351,P-038829,PR-00757,ФортеИнвест,2025-08-22,92,21.61,1988.12,Pendiente
O-005289,BR-00351,P-038830,PR-00757,ФортеИнвест,2025-07-05,85,82.0,6970.0,Recibido
O-005290,BR-00351,P-038839,PR-00873,ИП «Фомичева-Александров»,2025-07-29,47,33.08,1554.76,Recibido
O-005291,BR-00351,P-038844,PR-00432,АО «Калинин»,2025-08-10,88,68.85,6058.8,Pendiente
O-005292,BR-00351,P-038848,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-27,96,123.66,11871.36,En tránsito
O-005293,BR-00351,P-038855,PR-01229,РАО «Михайлова Казакова»,2025-07-07,54,69.78,3768.12,En tránsito
O-005294,BR-00351,P-038864,PR-01254,ООО «Бирюков-Ефремова»,2025-06-30,38,149.15,5667.7,Recibido
O-005295,BR-00351,P-038870,PR-00437,АО «Власов Иванова»,2025-08-07,57,111.57,6359.49,Pendiente
O-005296,BR-00351,P-038876,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-21,22,141.2,3106.4,Recibido
O-005297,BR-00351,P-038877,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-08-03,42,43.78,1838.76,En tránsito
O-005298,BR-00351,P-038892,PR-01228,"ЗАО «Семенов, Артемьев и Исакова»",2025-07-22,23,21.81,501.63,Recibido
O-005299,BR-00351,P-038901,PR-00789,ОАО «Гусев Копылов»,2025-07-07,28,31.13,871.64,Recibido
O-005300,BR-00351,P-038903,PR-00440,"ОАО «Молчанов, Савин и Галкин»",2025-08-26,65,135.48,8806.2,Recibido
O-005301,BR-00351,P-038905,PR-00440,"ОАО «Молчанов, Савин и Галкин»",2025-08-24,52,60.95,3169.4,Pendiente
O-005302,BR-00351,P-038906,PR-00441,НПО «Лапин Яковлев»,2025-07-12,69,37.41,2581.29,Pendiente
O-005303,BR-00351,P-038917,PR-00922,"РАО «Виноградов, Миронова и Федоров»",2025-07-19,100,13.52,1352.0,Pendiente
O-005304,BR-00352,P-038921,PR-01040,Металлсервис,2025-07-12,37,56.69,2097.53,Pendiente
O-005305,BR-00352,P-038922,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»",2025-07-17,93,65.71,6111.03,Recibido
O-005306,BR-00352,P-038934,PR-00468,ИП «Воронов»,2025-07-16,98,44.05,4316.9,Recibido
O-005307,BR-00352,P-038936,PR-00469,Пестова Лтд,2025-07-06,78,3.54,276.12,Recibido
O-005308,BR-00352,P-038940,PR-00469,Пестова Лтд,2025-08-03,81,29.07,2354.67,Pendiente
O-005309,BR-00352,P-038944,PR-00729,ОАО «Емельянов-Зайцев»,2025-08-11,27,70.79,1911.33,Recibido
O-005310,BR-00352,P-038955,PR-00887,ИП «Зиновьев Захаров»,2025-08-18,31,83.17,2578.27,Recibido
O-005311,BR-00352,P-038963,PR-00460,Сазонов Групп,2025-08-01,44,80.02,3520.88,En tránsito
O-005312,BR-00352,P-038964,PR-01003,"АО «Копылов, Дорофеева и Гурьев»",2025-08-21,53,117.99,6253.47,Recibido
O-005313,BR-00352,P-038966,PR-00460,Сазонов Групп,2025-06-30,73,61.16,4464.68,Recibido
O-005314,BR-00352,P-038967,PR-01020,АО «Тарасов Гущина»,2025-07-04,96,60.49,5807.04,En tránsito
O-005315,BR-00352,P-038970,PR-01020,АО «Тарасов Гущина»,2025-07-10,27,25.51,688.77,Recibido
O-005316,BR-00352,P-038972,PR-00757,ФортеИнвест,2025-06-30,72,85.78,6176.16,En tránsito
O-005317,BR-00352,P-038983,PR-00431,Квадра,2025-08-08,52,42.52,2211.04,En tránsito
O-005318,BR-00352,P-038996,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-13,98,84.11,8242.78,En tránsito
O-005319,BR-00352,P-039001,PR-01229,РАО «Михайлова Казакова»,2025-07-15,94,88.85,8351.9,Recibido
O-005320,BR-00352,P-039017,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-02,78,138.39,10794.42,Pendiente
O-005321,BR-00352,P-039028,PR-00462,ООО «Пахомова-Кузнецов»,2025-07-10,69,28.58,1972.02,Pendiente
O-005322,BR-00352,P-039037,PR-01205,МУМТ (BAT),2025-07-09,72,134.41,9677.52,Pendiente
O-005323,BR-00352,P-039039,PR-00464,Князев Лимитед,2025-08-22,55,20.16,1108.8,Pendiente
O-005324,BR-00352,P-039040,PR-00465,"ОАО «Фомина, Мельников и Дорофеев»",2025-07-28,33,62.69,2068.77,Pendiente
O-005325,BR-00352,P-039058,PR-00441,НПО «Лапин Яковлев»,2025-07-31,76,13.95,1060.2,Pendiente
O-005326,BR-00353,P-039068,PR-01370,ООО «Афанасьева Владимирова»,2025-07-09,68,33.13,2252.84,En tránsito
O-005327,BR-00353,P-039070,PR-00467,Соллерс,2025-07-02,88,65.19,5736.72,En tránsito
O-005328,BR-00353,P-039073,PR-00467,Соллерс,2025-07-16,22,20.6,453.2,En tránsito
O-005329,BR-00353,P-039081,PR-00468,ИП «Воронов»,2025-07-22,82,70.59,5788.38,Pendiente
O-005330,BR-00353,P-039099,PR-01031,РАО «Крюков»,2025-07-05,84,141.86,11916.24,Recibido
O-005331,BR-00353,P-039104,PR-01031,РАО «Крюков»,2025-07-09,83,82.1,6814.3,Pendiente
O-005332,BR-00353,P-039109,PR-00887,ИП «Зиновьев Захаров»,2025-07-01,52,97.61,5075.72,Recibido
O-005333,BR-00353,P-039110,PR-00459,ЗАО «Зыков Белозеров»,2025-08-10,62,69.6,4315.2,En tránsito
O-005334,BR-00353,P-039118,PR-00681,Стрелков Инк,2025-08-13,47,107.19,5037.93,En tránsito
O-005335,BR-00353,P-039124,PR-00952,ООО «Иванова Кононова»,2025-08-01,68,112.15,7626.2,En tránsito
O-005336,BR-00353,P-039142,PR-00432,АО «Калинин»,2025-08-15,79,96.56,7628.24,Pendiente
O-005337,BR-00353,P-039144,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-27,52,21.04,1094.08,Pendiente
O-005338,BR-00353,P-039148,PR-00434,НПО «Владимирова»,2025-07-13,41,92.62,3797.42,Recibido
O-005339,BR-00353,P-039150,PR-00434,НПО «Владимирова»,2025-07-19,27,128.32,3464.64,En tránsito
O-005340,BR-00353,P-039168,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-08-04,87,103.06,8966.22,Pendiente
O-005341,BR-00354,P-039197,PR-00694,ПСМА Рус,2025-08-12,93,117.23,10902.39,Recibido
O-005342,BR-00354,P-039198,PR-01170,Ачимгаз,2025-08-18,81,91.63,7422.03,Pendiente
O-005343,BR-00354,P-039201,PR-00887,ИП «Зиновьев Захаров»,2025-07-10,36,36.64,1319.04,Pendiente
O-005344,BR-00354,P-039210,PR-00681,Стрелков Инк,2025-08-16,36,79.57,2864.52,Pendiente
O-005345,BR-00354,P-039218,PR-00757,ФортеИнвест,2025-08-20,83,134.41,11156.03,Pendiente
O-005346,BR-00354,P-039219,PR-00757,ФортеИнвест,2025-07-16,58,97.07,5630.06,En tránsito
O-005347,BR-00354,P-039221,PR-00873,ИП «Фомичева-Александров»,2025-07-16,59,123.98,7314.82,En tránsito
O-005348,BR-00354,P-039224,PR-01476,РАО «Прохоров»,2025-08-16,87,72.57,6313.59,En tránsito
O-005349,BR-00354,P-039234,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-28,92,42.15,3877.8,En tránsito
O-005350,BR-00354,P-039235,PR-00434,НПО «Владимирова»,2025-08-12,80,47.68,3814.4,Pendiente
O-005351,BR-00354,P-039241,PR-00435,ООО «Ермакова Лихачева»,2025-08-25,86,11.04,949.44,Pendiente
O-005352,BR-00354,P-039244,PR-01089,РАО «Молчанов-Шилова»,2025-07-23,79,56.76,4484.04,Pendiente
O-005353,BR-00354,P-039256,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-17,100,148.49,14849.0,En tránsito
O-005354,BR-00355,P-039264,PR-01370,ООО «Афанасьева Владимирова»,2025-07-10,95,5.15,489.25,Pendiente
O-005355,BR-00355,P-039268,PR-00467,Соллерс,2025-07-06,41,111.5,4571.5,Recibido
O-005356,BR-00355,P-039269,PR-00467,Соллерс,2025-07-23,63,71.63,4512.69,Pendiente
O-005357,BR-00355,P-039271,PR-00468,ИП «Воронов»,2025-07-31,98,117.73,11537.54,Recibido
O-005358,BR-00355,P-039272,PR-00468,ИП «Воронов»,2025-08-23,76,114.67,8714.92,Pendiente
O-005359,BR-00355,P-039279,PR-00469,Пестова Лтд,2025-07-03,91,71.04,6464.64,Recibido
O-005360,BR-00355,P-039284,PR-00470,РАО «Лазарев Устинова»,2025-07-13,32,48.39,1548.48,Pendiente
O-005361,BR-00355,P-039294,PR-00456,Жукова Лимитед,2025-07-26,65,92.07,5984.55,Recibido
O-005362,BR-00355,P-039297,PR-01170,Ачимгаз,2025-07-06,24,145.45,3490.8,En tránsito
O-005363,BR-00355,P-039298,PR-01031,РАО «Крюков»,2025-08-27,37,128.79,4765.23,Pendiente
O-005364,BR-00355,P-039300,PR-01031,РАО «Крюков»,2025-07-17,81,91.06,7375.86,Pendiente
O-005365,BR-00355,P-039307,PR-00459,ЗАО «Зыков Белозеров»,2025-08-24,78,20.69,1613.82,En tránsito
O-005366,BR-00355,P-039311,PR-01003,"АО «Копылов, Дорофеева и Гурьев»",2025-07-08,46,71.14,3272.44,En tránsito
O-005367,BR-00355,P-039313,PR-00681,Стрелков Инк,2025-07-16,86,125.84,10822.24,Pendiente
O-005368,BR-00355,P-039335,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-09,63,53.83,3391.29,En tránsito
O-005369,BR-00355,P-039338,PR-00434,НПО «Владимирова»,2025-08-25,24,64.69,1552.56,Recibido
O-005370,BR-00355,P-039344,PR-01188,ИП «Романова-Шубин»,2025-07-19,46,74.51,3427.46,Recibido
O-005371,BR-00355,P-039345,PR-00435,ООО «Ермакова Лихачева»,2025-08-19,86,98.1,8436.6,Recibido
O-005372,BR-00355,P-039357,PR-00790,Фадеев Инк,2025-07-25,38,6.21,235.98,Pendiente
O-005373,BR-00355,P-039359,PR-00437,АО «Власов Иванова»,2025-07-29,62,52.58,3259.96,Pendiente
O-005374,BR-00356,P-039388,PR-00469,Пестова Лтд,2025-08-25,42,90.14,3785.88,En tránsito
O-005375,BR-00356,P-039398,PR-01077,РАО «Наумова»,2025-08-22,88,78.15,6877.2,Recibido
O-005376,BR-00356,P-039403,PR-01170,Ачимгаз,2025-08-09,33,67.72,2234.76,Pendiente
O-005377,BR-00356,P-039418,PR-00460,Сазонов Групп,2025-07-20,52,14.55,756.6,En tránsito
O-005378,BR-00356,P-039422,PR-00952,ООО «Иванова Кононова»,2025-07-01,57,51.15,2915.55,Pendiente
O-005379,BR-00356,P-039423,PR-01020,АО «Тарасов Гущина»,2025-07-18,46,85.52,3933.92,Recibido
O-005380,BR-00356,P-039424,PR-00430,Красильников Инк,2025-08-19,65,136.6,8879.0,Recibido
O-005381,BR-00356,P-039426,PR-00757,ФортеИнвест,2025-07-23,26,33.16,862.16,En tránsito
O-005382,BR-00356,P-039440,PR-01229,РАО «Михайлова Казакова»,2025-07-08,58,57.13,3313.54,Pendiente
O-005383,BR-00356,P-039443,PR-01188,ИП «Романова-Шубин»,2025-07-25,62,12.22,757.64,Pendiente
O-005384,BR-00356,P-039452,PR-01089,РАО «Молчанов-Шилова»,2025-08-07,72,81.93,5898.96,En tránsito
O-005385,BR-00356,P-039463,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-16,50,59.74,2987.0,En tránsito
O-005386,BR-00357,P-039466,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»",2025-08-01,31,26.23,813.13,Pendiente
O-005387,BR-00357,P-039468,PR-01370,ООО «Афанасьева Владимирова»,2025-07-28,49,20.79,1018.71,Recibido
O-005388,BR-00357,P-039469,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»",2025-08-26,37,114.58,4239.46,Pendiente
O-005389,BR-00357,P-039471,PR-00467,Соллерс,2025-08-15,25,51.26,1281.5,En tránsito
O-005390,BR-00357,P-039472,PR-00467,Соллерс,2025-08-27,30,129.09,3872.7,Recibido
O-005391,BR-00357,P-039484,PR-00469,Пестова Лтд,2025-07-27,45,23.36,1051.2,Pendiente
O-005392,BR-00357,P-039497,PR-01077,РАО «Наумова»,2025-08-07,74,132.88,9833.12,Pendiente
O-005393,BR-00357,P-039499,PR-01170,Ачимгаз,2025-07-12,23,90.98,2092.54,Pendiente
O-005394,BR-00357,P-039509,PR-01003,"АО «Копылов, Дорофеева и Гурьев»",2025-07-12,71,23.17,1645.07,En tránsito
O-005395,BR-00357,P-039510,PR-01003,"АО «Копылов, Дорофеева и Гурьев»",2025-08-19,98,82.95,8129.1,En tránsito
O-005396,BR-00357,P-039519,PR-01020,АО «Тарасов Гущина»,2025-08-02,93,101.49,9438.57,Recibido
O-005397,BR-00357,P-039542,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-29,80,137.68,11014.4,En tránsito
O-005398,BR-00357,P-039550,PR-00435,ООО «Ермакова Лихачева»,2025-08-25,99,136.16,13479.84,En tránsito
O-005399,BR-00357,P-039560,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-10,76,6.57,499.32,Pendiente
O-005400,BR-00358,P-039572,PR-00468,ИП «Воронов»,2025-07-27,77,120.53,9280.81,Pendiente
O-005401,BR-00358,P-039576,PR-00469,Пестова Лтд,2025-07-02,53,26.48,1403.44,En tránsito
O-005402,BR-00358,P-039587,PR-01077,РАО «Наумова»,2025-08-08,55,126.15,6938.25,En tránsito
O-005403,BR-00358,P-039599,PR-00459,ЗАО «Зыков Белозеров»,2025-08-20,81,114.4,9266.4,En tránsito
O-005404,BR-00358,P-039609,PR-01020,АО «Тарасов Гущина»,2025-07-01,33,73.26,2417.58,Pendiente
O-005405,BR-00358,P-039623,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-20,27,134.4,3628.8,En tránsito
O-005406,BR-00358,P-039641,PR-00436,ЗАО «Лихачев-Цветков»,2025-07-20,68,38.29,2603.72,Recibido
O-005407,BR-00359,P-039659,PR-01040,Металлсервис,2025-07-30,32,87.55,2801.6,Recibido
O-005408,BR-00359,P-039666,PR-00467,Соллерс,2025-08-15,97,30.95,3002.15,En tránsito
O-005409,BR-00359,P-039669,PR-00468,ИП «Воронов»,2025-08-20,30,9.21,276.3,En tránsito
O-005410,BR-00359,P-039672,PR-00468,ИП «Воронов»,2025-08-05,30,76.39,2291.7,En tránsito
O-005411,BR-00359,P-039673,PR-00468,ИП «Воронов»,2025-07-07,70,50.25,3517.5,En tránsito
O-005412,BR-00359,P-039684,PR-00456,Жукова Лимитед,2025-08-28,85,35.21,2992.85,Recibido
O-005413,BR-00359,P-039692,PR-00458,"ИП «Ильина, Селезнева и Быкова»",2025-07-23,75,24.1,1807.5,Recibido
O-005414,BR-00359,P-039697,PR-00459,ЗАО «Зыков Белозеров»,2025-07-15,44,103.03,4533.32,Recibido
O-005415,BR-00359,P-039729,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-01,76,72.28,5493.28,En tránsito
O-005416,BR-00359,P-039734,PR-01229,РАО «Михайлова Казакова»,2025-08-08,49,132.51,6492.99,Pendiente
O-005417,BR-00360,P-039760,PR-01040,Металлсервис,2025-08-02,85,52.91,4497.35,En tránsito
O-005418,BR-00360,P-039762,PR-00638,НПО «Попова»,2025-07-08,59,134.04,7908.36,Pendiente
O-005419,BR-00360,P-039768,PR-00468,ИП «Воронов»,2025-08-22,91,87.87,7996.17,En tránsito
O-005420,BR-00360,P-039776,PR-00469,Пестова Лтд,2025-07-15,97,114.6,11116.2,Pendiente
O-005421,BR-00360,P-039780,PR-00470,РАО «Лазарев Устинова»,2025-08-03,74,86.54,6403.96,Pendiente
O-005422,BR-00360,P-039788,PR-01170,Ачимгаз,2025-06-30,87,86.94,7563.78,Recibido
O-005423,BR-00360,P-039797,PR-00459,ЗАО «Зыков Белозеров»,2025-08-09,25,112.64,2816.0,Pendiente
O-005424,BR-00360,P-039818,PR-01476,РАО «Прохоров»,2025-08-20,28,70.04,1961.12,En tránsito
O-005425,BR-00360,P-039830,PR-01229,РАО «Михайлова Казакова»,2025-07-18,50,127.45,6372.5,En tránsito
O-005426,BR-00360,P-039837,PR-00435,ООО «Ермакова Лихачева»,2025-08-12,21,13.14,275.94,En tránsito
O-005427,BR-00360,P-039845,PR-00790,Фадеев Инк,2025-08-28,56,70.92,3971.52,Pendiente
O-005428,BR-00361,P-039853,PR-01370,ООО «Афанасьева Владимирова»,2025-07-10,90,74.8,6732.0,Recibido
O-005429,BR-00361,P-039859,PR-00467,Соллерс,2025-07-10,79,17.16,1355.64,Pendiente
O-005430,BR-00361,P-039861,PR-00467,Соллерс,2025-08-01,100,14.66,1466.0,En tránsito
O-005431,BR-00361,P-039862,PR-00467,Соллерс,2025-07-14,27,118.53,3200.31,En tránsito
O-005432,BR-00361,P-039878,PR-01248,НПО «Евдокимов»,2025-08-08,69,5.84,402.96,Pendiente
O-005433,BR-00361,P-039883,PR-00456,Жукова Лимитед,2025-08-11,61,52.56,3206.16,Pendiente
O-005434,BR-00361,P-039884,PR-01077,РАО «Наумова»,2025-08-05,20,79.98,1599.6,En tránsito
O-005435,BR-00361,P-039890,PR-01286,АО «Тетерина»,2025-07-02,95,80.01,7600.95,Pendiente
O-005436,BR-00361,P-039892,PR-00458,"ИП «Ильина, Селезнева и Быкова»",2025-07-25,62,37.04,2296.48,En tránsito
O-005437,BR-00361,P-039896,PR-00459,ЗАО «Зыков Белозеров»,2025-07-09,43,24.99,1074.57,Pendiente
O-005438,BR-00361,P-039910,PR-00757,ФортеИнвест,2025-08-02,67,114.73,7686.91,Pendiente
O-005439,BR-00361,P-039913,PR-00757,ФортеИнвест,2025-07-10,69,137.51,9488.19,Recibido
O-005440,BR-00361,P-039920,PR-00873,ИП «Фомичева-Александров»,2025-07-21,72,72.56,5224.32,Recibido
O-005441,BR-00361,P-039921,PR-00431,Квадра,2025-07-31,66,108.76,7178.16,Pendiente
O-005442,BR-00361,P-039927,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-24,51,11.45,583.95,Pendiente
O-005443,BR-00361,P-039928,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-25,76,132.1,10039.6,Pendiente
O-005444,BR-00361,P-039935,PR-01188,ИП «Романова-Шубин»,2025-08-01,93,129.58,12050.94,En tránsito
O-005445,BR-00361,P-039947,PR-00790,Фадеев Инк,2025-07-25,35,48.13,1684.55,Recibido
O-005446,BR-00361,P-039948,PR-00437,АО «Власов Иванова»,2025-08-05,83,22.07,1831.81,Recibido
O-005447,BR-00361,P-039949,PR-00437,АО «Власов Иванова»,2025-08-25,73,65.95,4814.35,En tránsito
O-005448,BR-00361,P-039950,PR-00437,АО «Власов Иванова»,2025-08-01,65,48.3,3139.5,En tránsito
O-005449,BR-00361,P-039952,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-08-20,95,116.85,11100.75,Recibido
O-005450,BR-00361,P-039955,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-07-20,93,81.84,7611.12,En tránsito
O-005451,BR-00362,P-039957,PR-00638,НПО «Попова»,2025-08-25,37,148.91,5509.67,Pendiente
O-005452,BR-00362,P-039960,PR-01040,Металлсервис,2025-08-24,56,106.01,5936.56,Recibido
O-005453,BR-00362,P-039972,PR-00469,Пестова Лтд,2025-07-26,22,115.18,2533.96,En tránsito
O-005454,BR-00362,P-039985,PR-00458,"ИП «Ильина, Селезнева и Быкова»",2025-08-12,70,98.14,6869.8,Pendiente
O-005455,BR-00362,P-039987,PR-00887,ИП «Зиновьев Захаров»,2025-07-03,31,141.61,4389.91,En tránsito
O-005456,BR-00362,P-039992,PR-00459,ЗАО «Зыков Белозеров»,2025-08-16,85,94.23,8009.55,En tránsito
O-005457,BR-00362,P-040021,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-10,57,6.3,359.1,En tránsito
O-005458,BR-00362,P-040023,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-14,69,77.59,5353.71,Recibido
O-005459,BR-00362,P-040025,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-07-02,48,3.1,148.8,En tránsito
O-005460,BR-00363,P-040055,PR-01370,ООО «Афанасьева Владимирова»,2025-08-04,33,66.37,2190.21,Pendiente
O-005461,BR-00363,P-040059,PR-01040,Металлсервис,2025-08-12,55,21.43,1178.65,Recibido
O-005462,BR-00363,P-040070,PR-00469,Пестова Лтд,2025-08-05,47,27.18,1277.46,Recibido
O-005463,BR-00363,P-040074,PR-00470,РАО «Лазарев Устинова»,2025-07-16,34,11.64,395.76,Pendiente
O-005464,BR-00363,P-040075,PR-01248,НПО «Евдокимов»,2025-07-27,74,75.98,5622.52,Recibido
O-005465,BR-00363,P-040081,PR-00456,Жукова Лимитед,2025-08-19,29,35.8,1038.2,Pendiente
O-005466,BR-00363,P-040091,PR-00459,ЗАО «Зыков Белозеров»,2025-07-10,94,16.9,1588.6,En tránsito
O-005467,BR-00363,P-040096,PR-00460,Сазонов Групп,2025-07-17,33,102.34,3377.22,Recibido
O-005468,BR-00363,P-040105,PR-00952,ООО «Иванова Кононова»,2025-07-03,48,141.77,6804.96,Recibido
O-005469,BR-00363,P-040110,PR-00757,ФортеИнвест,2025-07-21,88,56.93,5009.84,Pendiente
O-005470,BR-00363,P-040129,PR-00434,НПО «Владимирова»,2025-07-05,43,112.74,4847.82,Pendiente
O-005471,BR-00364,P-040165,PR-00468,ИП «Воронов»,2025-07-01,67,129.86,8700.62,En tránsito
O-005472,BR-00364,P-040167,PR-00468,ИП «Воронов»,2025-07-02,52,59.09,3072.68,En tránsito
O-005473,BR-00364,P-040179,PR-01077,РАО «Наумова»,2025-08-15,97,41.29,4005.13,En tránsito
O-005474,BR-00364,P-040182,PR-01077,РАО «Наумова»,2025-07-11,64,104.88,6712.32,Recibido
O-005475,BR-00364,P-040196,PR-00458,"ИП «Ильина, Селезнева и Быкова»",2025-07-26,53,50.64,2683.92,En tránsito
O-005476,BR-00364,P-040233,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-17,60,80.38,4822.8,Pendiente
O-005477,BR-00364,P-040238,PR-01229,РАО «Михайлова Казакова»,2025-08-02,97,40.66,3944.02,En tránsito
O-005478,BR-00364,P-040243,PR-01188,ИП «Романова-Шубин»,2025-08-01,99,123.27,12203.73,Pendiente
O-005479,BR-00364,P-040251,PR-00436,ЗАО «Лихачев-Цветков»,2025-07-31,25,96.2,2405.0,En tránsito
O-005480,BR-00364,P-040258,PR-00437,АО «Власов Иванова»,2025-07-30,95,79.45,7547.75,Pendiente
O-005481,BR-00364,P-040259,PR-00438,"АО «Молчанова, Ширяева и Аксенов»",2025-08-19,54,120.96,6531.84,En tránsito
O-005482,BR-00365,P-040276,PR-00467,Соллерс,2025-07-14,40,9.38,375.2,En tránsito
O-005483,BR-00365,P-040278,PR-00468,ИП «Воронов»,2025-08-18,64,96.67,6186.88,En tránsito
O-005484,BR-00365,P-040282,PR-00469,Пестова Лтд,2025-07-03,20,28.85,577.0,Pendiente
O-005485,BR-00365,P-040284,PR-00469,Пестова Лтд,2025-07-03,81,33.54,2716.74,Recibido
O-005486,BR-00365,P-040294,PR-01077,РАО «Наумова»,2025-07-16,31,89.69,2780.39,Recibido
O-005487,BR-00365,P-040296,PR-01077,РАО «Наумова»,2025-08-26,29,25.7,745.3,Recibido
O-005488,BR-00365,P-040337,PR-00432,АО «Калинин»,2025-07-30,56,38.49,2155.44,Pendiente
O-005489,BR-00365,P-040343,PR-00433,"НПО «Лапин, Зиновьев и Гришин»",2025-08-15,60,32.26,1935.6,Pendiente
O-005490,BR-00365,P-040347,PR-01229,РАО «Михайлова Казакова»,2025-07-03,83,140.05,11624.15,Recibido
O-005491,BR-00365,P-040350,PR-01229,РАО «Михайлова Казакова»,2025-08-23,87,143.92,12521.04,Recibido
O-005492,BR-00366,P-040375,PR-00467,Соллерс,2025-08-26,75,33.68,2526.0,En tránsito
O-005493,BR-00366,P-040404,PR-00887,ИП «Зиновьев Захаров»,2025-06-30,97,46.42,4502.74,Recibido
O-005494,BR-00366,P-040406,PR-00887,ИП «Зиновьев Захаров»,2025-08-04,61,112.82,6882.02,En tránsito
O-005495,BR-00366,P-040407,PR-01484,ООО «Михайлова»,2025-08-03,78,3.55,276.9,En tránsito
O-005496,BR-00366,P-040429,PR-00432,АО «Калинин»,2025-06-30,67,130.45,8740.15,Pendiente
O-005497,BR-00366,P-040447,PR-01188,ИП «Романова-Шубин»,2025-08-17,42,26.07,1094.94,Recibido
