entrega_id,venta_id,fecha_envio,fecha_entrega,estado,tipo_entrega,empresa_logistica,cumplimiento_72h
ET-03812,C-003812,2025-06-17,2025-06-18,Entregado,Propia,,Entregado a tiempo
ET-03816,C-003816,2025-08-05,2025-08-07,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03817,C-003817,2025-05-31,2025-05-31,Entregado,Logística,UPS,Entregado a tiempo
ET-03818,C-003818,,,Pendiente,Propia,,
ET-03820,C-003820,2025-08-21,2025-08-22,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03823,C-003823,2025-06-07,2025-06-09,Entregado,Logística,FedEx,Entregado a tiempo
ET-03826,C-003826,2025-08-04,2025-08-05,Entregado,Propia,,Entregado a tiempo
ET-03829,C-003829,2025-07-25,,Enviado,Logística,DHL,
ET-03831,C-003831,2025-07-17,,Enviado,Logística,SEUR,
ET-03832,C-003832,2025-06-30,,Enviado,Propia,,
ET-03838,C-003838,2025-07-31,,Enviado,Logística,Amazon Logistics,
ET-03844,C-003844,2025-06-11,2025-06-15,Entregado,Propia,,Retrasado
ET-03845,C-003845,2025-06-21,2025-06-21,Entregado,Propia,,Entregado a tiempo
ET-03847,C-003847,2025-06-19,,Enviado,Logística,DHL,
ET-03848,C-003848,2025-06-28,,Enviado,Propia,,
ET-03849,C-003849,2025-07-18,2025-07-20,Entregado,Propia,,Entregado a tiempo
ET-03850,C-003850,2025-07-15,,Enviado,Propia,,
ET-03851,C-003851,2025-08-12,,Cancelado,Propia,,
ET-03854,C-003854,2025-08-11,,Enviado,Logística,SEUR,
ET-03857,C-003857,2025-07-26,,Cancelado,Logística,Correos Express,
ET-03858,C-003858,2025-07-29,2025-07-29,Entregado,Logística,DHL,Entregado a tiempo
ET-03860,C-003860,2025-07-25,2025-07-27,Entregado,Propia,,Entregado a tiempo
ET-03861,C-003861,2025-07-01,2025-07-05,Entregado,Logística,FedEx,Retrasado
ET-03863,C-003863,2025-08-17,,Enviado,Logística,DHL,
ET-03864,C-003864,2025-08-14,2025-08-14,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03865,C-003865,2025-07-12,,Enviado,Propia,,
ET-03867,C-003867,,,Pendiente,Logística,MRW,
ET-03870,C-003870,2025-06-11,,Cancelado,Logística,Correos Express,
ET-03875,C-003875,,,Pendiente,Propia,,
ET-03876,C-003876,2025-07-18,2025-07-21,Entregado,Propia,,Entregado a tiempo
ET-03877,C-003877,2025-08-28,2025-09-01,Entregado,Propia,,Retrasado
ET-03878,C-003878,2025-08-29,2025-08-31,Entregado,Propia,,Entregado a tiempo
ET-03879,C-003879,2025-06-05,2025-06-06,Entregado,Propia,,Entregado a tiempo
ET-03881,C-003881,2025-06-13,2025-06-14,Entregado,Propia,,Entregado a tiempo
ET-03882,C-003882,,,Pendiente,Logística,UPS,
ET-03883,C-003883,2025-06-13,2025-06-17,Entregado,Logística,Amazon Logistics,Retrasado
ET-03886,C-003886,2025-06-28,2025-06-28,Entregado,Propia,,Entregado a tiempo
ET-03888,C-003888,2025-06-29,2025-06-29,Entregado,Logística,UPS,Entregado a tiempo
ET-03889,C-003889,2025-06-04,,Cancelado,Logística,FedEx,
ET-03891,C-003891,2025-06-21,2025-06-23,Entregado,Propia,,Entregado a tiempo
ET-03892,C-003892,2025-07-15,,Cancelado,Logística,Correos Express,
ET-03893,C-003893,2025-07-21,2025-07-23,Entregado,Logística,DHL,Entregado a tiempo
ET-03894,C-003894,2025-08-28,2025-08-28,Entregado,Propia,,Entregado a tiempo
ET-03896,C-003896,2025-06-01,,Enviado,Logística,UPS,
ET-03897,C-003897,2025-06-08,2025-06-09,Entregado,Logística,FedEx,Entregado a tiempo
ET-03898,C-003898,2025-08-14,,Enviado,Logística,MRW,
ET-03899,C-003899,2025-08-14,2025-08-17,Entregado,Logística,SEUR,Entregado a tiempo
ET-03901,C-003901,2025-07-15,,Enviado,Propia,,
ET-03902,C-003902,2025-07-02,,Enviado,Propia,,
ET-03903,C-003903,,,Pendiente,Logística,MRW,
ET-03905,C-003905,2025-06-29,,Enviado,Propia,,
ET-03907,C-003907,,,Pendiente,Logística,MRW,
ET-03908,C-003908,2025-07-20,,Enviado,Propia,,
ET-03909,C-003909,2025-07-12,,Cancelado,Logística,MRW,
ET-03910,C-003910,2025-07-01,2025-07-01,Entregado,Propia,,Entregado a tiempo
ET-03912,C-003912,2025-07-03,,Enviado,Logística,UPS,
ET-03916,C-003916,2025-06-09,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-03917,C-003917,2025-06-04,,Cancelado,Propia,,
ET-03919,C-003919,2025-06-20,,Cancelado,Propia,,
ET-03920,C-003920,2025-06-15,2025-06-17,Entregado,Logística,DHL,Entregado a tiempo
ET-03921,C-003921,2025-07-24,,Cancelado,Propia,,
ET-03922,C-003922,2025-07-29,,Enviado,Logística,Amazon Logistics,
ET-03923,C-003923,2025-08-03,,Enviado,Propia,,
ET-03929,C-003929,2025-08-19,,Enviado,Propia,,
ET-03931,C-003931,2025-06-10,2025-06-11,Entregado,Logística,MRW,Entregado a tiempo
ET-03932,C-003932,2025-06-23,,Enviado,Propia,,
ET-03936,C-003936,2025-07-24,,Enviado,Logística,SEUR,
ET-03937,C-003937,2025-07-30,,Enviado,Logística,DHL,
ET-03938,C-003938,2025-07-04,2025-07-04,Entregado,Logística,UPS,Entregado a tiempo
ET-03939,C-003939,2025-08-11,,Enviado,Logística,SEUR,
ET-03940,C-003940,2025-07-14,2025-07-17,Entregado,Logística,MRW,Entregado a tiempo
ET-03941,C-003941,2025-06-09,2025-06-09,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03943,C-003943,2025-06-25,2025-06-25,Entregado,Propia,,Entregado a tiempo
ET-03945,C-003945,2025-07-05,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-03947,C-003947,2025-08-18,2025-08-20,Entregado,Propia,,Entregado a tiempo
ET-03949,C-003949,2025-08-10,,Enviado,Propia,,
ET-03952,C-003952,2025-06-27,2025-07-01,Entregado,Propia,,Retrasado
ET-03956,C-003956,,,Pendiente,Propia,,
ET-03957,C-003957,,,Pendiente,Propia,,
ET-03958,C-003958,,,Pendiente,Propia,,
ET-03959,C-003959,2025-08-14,2025-08-18,Entregado,Logística,Correos Express,Retrasado
ET-03960,C-003960,2025-06-02,,Enviado,Propia,,
ET-03961,C-003961,2025-06-04,2025-06-04,Entregado,Logística,MRW,Entregado a tiempo
ET-03962,C-003962,2025-07-04,2025-07-04,Entregado,Propia,,Entregado a tiempo
ET-03964,C-003964,2025-06-11,,Cancelado,Logística,FedEx,
ET-03965,C-003965,2025-07-26,,Enviado,Propia,,
ET-03966,C-003966,2025-06-23,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-03967,C-003967,2025-07-31,2025-08-01,Entregado,Logística,DHL,Entregado a tiempo
ET-03968,C-003968,2025-07-12,2025-07-16,Entregado,Logística,DHL,Retrasado
ET-03969,C-003969,2025-06-09,2025-06-11,Entregado,Propia,,Entregado a tiempo
ET-03970,C-003970,2025-08-27,2025-08-30,Entregado,Logística,FedEx,Entregado a tiempo
ET-03972,C-003972,,,Pendiente,Logística,DHL,
ET-03975,C-003975,2025-07-25,,Enviado,Propia,,
ET-03976,C-003976,2025-07-24,,Enviado,Propia,,
ET-03977,C-003977,2025-08-21,2025-08-23,Entregado,Propia,,Entregado a tiempo
ET-03978,C-003978,2025-07-21,,Enviado,Logística,UPS,
ET-03979,C-003979,2025-08-28,2025-08-28,Entregado,Propia,,Entregado a tiempo
ET-03980,C-003980,2025-07-25,,Enviado,Propia,,
ET-03981,C-003981,2025-08-23,2025-08-23,Entregado,Logística,MRW,Entregado a tiempo
ET-03982,C-003982,2025-06-10,2025-06-12,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03985,C-003985,,,Pendiente,Propia,,
ET-03987,C-003987,2025-06-05,,Enviado,Propia,,
ET-03988,C-003988,2025-06-30,2025-07-02,Entregado,Logística,DHL,Entregado a tiempo
ET-03989,C-003989,2025-07-09,,Enviado,Propia,,
ET-03990,C-003990,2025-06-23,2025-06-24,Entregado,Propia,,Entregado a tiempo
ET-03991,C-003991,2025-06-18,,Enviado,Logística,FedEx,
ET-03994,C-003994,2025-08-13,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-03995,C-003995,2025-07-31,2025-08-02,Entregado,Logística,SEUR,Entregado a tiempo
ET-03997,C-003997,2025-06-10,,Enviado,Propia,,
ET-03998,C-003998,,,Pendiente,Propia,,
ET-04000,C-004000,2025-06-04,2025-06-07,Entregado,Logística,SEUR,Entregado a tiempo
ET-04001,C-004001,2025-06-27,,Enviado,Propia,,
ET-04002,C-004002,,,Pendiente,Propia,,
ET-04003,C-004003,2025-06-16,,Enviado,Logística,DHL,
ET-04005,C-004005,,,Pendiente,Propia,,
ET-04007,C-004007,2025-07-28,,Cancelado,Logística,Correos Express,
ET-04009,C-004009,2025-08-14,2025-08-14,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04012,C-004012,2025-08-26,2025-08-30,Entregado,Propia,,Retrasado
ET-04013,C-004013,2025-08-02,,Enviado,Propia,,
ET-04014,C-004014,2025-07-26,2025-07-29,Entregado,Propia,,Entregado a tiempo
ET-04017,C-004017,2025-07-06,2025-07-07,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04018,C-004018,,,Pendiente,Propia,,
ET-04020,C-004020,2025-06-04,,Enviado,Propia,,
ET-04021,C-004021,2025-07-05,,Cancelado,Logística,MRW,
ET-04025,C-004025,2025-07-03,,Enviado,Logística,Correos Express,
ET-04027,C-004027,2025-08-01,2025-08-04,Entregado,Logística,DHL,Entregado a tiempo
ET-04028,C-004028,2025-06-10,,Enviado,Logística,MRW,
ET-04029,C-004029,2025-07-08,2025-07-09,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04030,C-004030,2025-07-26,2025-07-30,Entregado,Logística,FedEx,Retrasado
ET-04033,C-004033,,,Pendiente,Logística,MRW,
ET-04034,C-004034,2025-07-20,,Enviado,Propia,,
ET-04036,C-004036,2025-08-04,2025-08-06,Entregado,Logística,UPS,Entregado a tiempo
ET-04038,C-004038,2025-06-17,2025-06-17,Entregado,Propia,,Entregado a tiempo
ET-04039,C-004039,2025-08-02,,Enviado,Propia,,
ET-04040,C-004040,2025-06-18,2025-06-22,Entregado,Logística,MRW,Retrasado
ET-04041,C-004041,2025-07-26,,Cancelado,Logística,Correos Express,
ET-04043,C-004043,2025-06-18,2025-06-20,Entregado,Propia,,Entregado a tiempo
ET-04044,C-004044,2025-08-27,2025-08-27,Entregado,Logística,DHL,Entregado a tiempo
ET-04045,C-004045,,,Pendiente,Logística,Correos Express,
ET-04046,C-004046,2025-06-05,2025-06-09,Entregado,Logística,MRW,Retrasado
ET-04047,C-004047,2025-08-17,2025-08-19,Entregado,Propia,,Entregado a tiempo
ET-04048,C-004048,2025-08-09,2025-08-10,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04049,C-004049,2025-08-15,2025-08-15,Entregado,Propia,,Entregado a tiempo
ET-04050,C-004050,2025-06-12,2025-06-16,Entregado,Propia,,Retrasado
ET-04051,C-004051,2025-07-10,,Enviado,Propia,,
ET-04053,C-004053,2025-06-21,2025-06-25,Entregado,Propia,,Retrasado
ET-04054,C-004054,2025-06-29,,Enviado,Logística,FedEx,
ET-04055,C-004055,2025-06-02,,Enviado,Propia,,
ET-04058,C-004058,2025-06-06,,Enviado,Propia,,
ET-04060,C-004060,2025-08-29,2025-08-29,Entregado,Propia,,Entregado a tiempo
ET-04063,C-004063,2025-06-24,2025-06-27,Entregado,Propia,,Entregado a tiempo
ET-04064,C-004064,2025-08-15,,Enviado,Logística,Amazon Logistics,
ET-04065,C-004065,,,Pendiente,Propia,,
ET-04067,C-004067,2025-07-17,2025-07-20,Entregado,Logística,DHL,Entregado a tiempo
ET-04068,C-004068,2025-08-08,2025-08-11,Entregado,Propia,,Entregado a tiempo
ET-04069,C-004069,2025-06-14,,Enviado,Logística,DHL,
ET-04070,C-004070,2025-08-14,2025-08-16,Entregado,Propia,,Entregado a tiempo
ET-04071,C-004071,2025-08-27,2025-08-30,Entregado,Propia,,Entregado a tiempo
ET-04074,C-004074,2025-08-02,2025-08-04,Entregado,Logística,UPS,Entregado a tiempo
ET-04077,C-004077,2025-08-13,2025-08-13,Entregado,Logística,UPS,Entregado a tiempo
ET-04078,C-004078,2025-07-24,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-04079,C-004079,2025-07-12,,Enviado,Propia,,
ET-04081,C-004081,2025-07-12,,Enviado,Propia,,
ET-04085,C-004085,2025-07-12,2025-07-13,Entregado,Logística,DHL,Entregado a tiempo
ET-04086,C-004086,2025-06-10,2025-06-12,Entregado,Propia,,Entregado a tiempo
ET-04088,C-004088,2025-07-29,2025-08-01,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04090,C-004090,,,Pendiente,Logística,DHL,
ET-04091,C-004091,,,Pendiente,Logística,Amazon Logistics,
ET-04092,C-004092,2025-08-05,,Enviado,Propia,,
ET-04095,C-004095,2025-07-10,,Enviado,Propia,,
ET-04096,C-004096,2025-06-15,2025-06-18,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04097,C-004097,2025-06-01,2025-06-05,Entregado,Logística,MRW,Retrasado
ET-04098,C-004098,2025-08-18,,Cancelado,Logística,SEUR,
ET-04103,C-004103,2025-08-26,,Enviado,Logística,SEUR,
ET-04106,C-004106,2025-06-23,2025-06-25,Entregado,Propia,,Entregado a tiempo
ET-04110,C-004110,2025-08-14,2025-08-17,Entregado,Propia,,Entregado a tiempo
ET-04111,C-004111,2025-08-02,2025-08-03,Entregado,Propia,,Entregado a tiempo
ET-04112,C-004112,2025-08-29,,Enviado,Propia,,
ET-04115,C-004115,2025-06-25,2025-06-27,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04116,C-004116,2025-06-25,2025-06-26,Entregado,Logística,UPS,Entregado a tiempo
ET-04117,C-004117,2025-08-22,2025-08-25,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04119,C-004119,2025-08-27,2025-08-29,Entregado,Logística,UPS,Entregado a tiempo
ET-04120,C-004120,2025-07-03,,Enviado,Logística,Amazon Logistics,
ET-04121,C-004121,2025-08-07,2025-08-07,Entregado,Logística,FedEx,Entregado a tiempo
ET-04122,C-004122,2025-08-24,2025-08-25,Entregado,Propia,,Entregado a tiempo
ET-04123,C-004123,,,Pendiente,Propia,,
ET-04125,C-004125,2025-08-24,2025-08-25,Entregado,Logística,SEUR,Entregado a tiempo
ET-04127,C-004127,2025-08-07,,Enviado,Propia,,
ET-04128,C-004128,2025-07-01,2025-07-02,Entregado,Logística,UPS,Entregado a tiempo
ET-04130,C-004130,2025-08-14,,Enviado,Propia,,
ET-04131,C-004131,2025-08-21,2025-08-21,Entregado,Logística,DHL,Entregado a tiempo
ET-04133,C-004133,2025-07-17,,Enviado,Logística,UPS,
ET-04135,C-004135,2025-06-25,,Enviado,Logística,FedEx,
ET-04137,C-004137,2025-08-15,2025-08-16,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04139,C-004139,2025-07-06,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-04140,C-004140,2025-08-19,2025-08-20,Entregado,Propia,,Entregado a tiempo
ET-04141,C-004141,2025-06-06,2025-06-10,Entregado,Propia,,Retrasado
ET-04142,C-004142,2025-07-23,,Enviado,Propia,,
ET-04143,C-004143,2025-08-13,2025-08-17,Entregado,Propia,,Retrasado
ET-04145,C-004145,2025-07-28,2025-07-31,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04147,C-004147,2025-08-30,,Enviado,Propia,,
ET-04148,C-004148,2025-08-23,2025-08-23,Entregado,Logística,DHL,Entregado a tiempo
ET-04150,C-004150,2025-06-16,,Cancelado,Propia,,
ET-04153,C-004153,2025-07-24,,Enviado,Logística,UPS,
ET-04154,C-004154,,,Pendiente,Logística,SEUR,
ET-04155,C-004155,2025-08-19,,Cancelado,Propia,,
ET-04157,C-004157,2025-06-22,,Enviado,Logística,Correos Express,
ET-04159,C-004159,2025-07-24,,Enviado,Logística,MRW,
ET-04161,C-004161,2025-08-01,,Enviado,Propia,,
ET-04162,C-004162,2025-07-16,2025-07-19,Entregado,Logística,UPS,Entregado a tiempo
ET-04164,C-004164,2025-07-14,,Enviado,Logística,SEUR,
ET-04165,C-004165,2025-08-20,2025-08-20,Entregado,Propia,,Entregado a tiempo
ET-04166,C-004166,2025-06-09,2025-06-12,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04172,C-004172,2025-08-18,,Cancelado,Propia,,
ET-04173,C-004173,2025-06-10,2025-06-12,Entregado,Propia,,Entregado a tiempo
ET-04184,C-004184,2025-08-03,,Enviado,Propia,,
ET-04186,C-004186,2025-07-31,,Enviado,Propia,,
ET-04188,C-004188,2025-08-18,,Cancelado,Logística,DHL,
ET-04192,C-004192,,,Pendiente,Propia,,
ET-04195,C-004195,,,Pendiente,Logística,Amazon Logistics,
ET-04196,C-004196,2025-08-11,2025-08-14,Entregado,Propia,,Entregado a tiempo
ET-04197,C-004197,,,Pendiente,Propia,,
ET-04198,C-004198,2025-08-07,2025-08-10,Entregado,Propia,,Entregado a tiempo
ET-04201,C-004201,2025-07-17,,Cancelado,Propia,,
ET-04202,C-004202,2025-07-12,2025-07-14,Entregado,Propia,,Entregado a tiempo
ET-04203,C-004203,2025-08-17,,Enviado,Propia,,
ET-04204,C-004204,2025-08-29,,Cancelado,Propia,,
ET-04205,C-004205,2025-07-04,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-04206,C-004206,2025-06-27,,Cancelado,Logística,MRW,
ET-04208,C-004208,2025-06-24,,Enviado,Logística,DHL,
ET-04209,C-004209,2025-06-07,2025-06-09,Entregado,Logística,FedEx,Entregado a tiempo
ET-04210,C-004210,2025-07-06,2025-07-08,Entregado,Propia,,Entregado a tiempo
ET-04211,C-004211,2025-06-25,2025-06-27,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04212,C-004212,2025-07-20,2025-07-24,Entregado,Propia,,Retrasado
ET-04213,C-004213,2025-06-13,2025-06-17,Entregado,Logística,Correos Express,Retrasado
ET-04215,C-004215,2025-08-28,,Cancelado,Logística,DHL,
ET-04216,C-004216,2025-07-16,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-04217,C-004217,2025-06-25,,Enviado,Logística,Amazon Logistics,
ET-04219,C-004219,2025-08-11,2025-08-14,Entregado,Propia,,Entregado a tiempo
ET-04222,C-004222,2025-08-10,2025-08-14,Entregado,Propia,,Retrasado
ET-04223,C-004223,2025-06-29,2025-07-02,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04224,C-004224,2025-08-07,2025-08-09,Entregado,Logística,FedEx,Entregado a tiempo
ET-04227,C-004227,2025-08-24,2025-08-26,Entregado,Propia,,Entregado a tiempo
ET-04229,C-004229,2025-07-13,,Enviado,Logística,MRW,
ET-04230,C-004230,2025-07-17,2025-07-21,Entregado,Propia,,Retrasado
ET-04231,C-004231,2025-07-02,2025-07-05,Entregado,Logística,MRW,Entregado a tiempo
ET-04234,C-004234,2025-07-08,2025-07-09,Entregado,Logística,UPS,Entregado a tiempo
ET-04235,C-004235,2025-07-20,2025-07-20,Entregado,Propia,,Entregado a tiempo
ET-04236,C-004236,2025-06-07,2025-06-09,Entregado,Logística,UPS,Entregado a tiempo
ET-04237,C-004237,2025-08-03,2025-08-05,Entregado,Logística,SEUR,Entregado a tiempo
ET-04239,C-004239,2025-07-24,,Enviado,Logística,Correos Express,
ET-04240,C-004240,2025-06-29,,Enviado,Logística,Amazon Logistics,
ET-04241,C-004241,2025-08-22,,Enviado,Propia,,
ET-04243,C-004243,2025-07-28,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-04245,C-004245,2025-07-30,,Cancelado,Propia,,
ET-04247,C-004247,2025-06-12,2025-06-15,Entregado,Logística,MRW,Entregado a tiempo
ET-04248,C-004248,2025-06-15,,Enviado,Logística,UPS,
ET-04249,C-004249,2025-08-07,2025-08-07,Entregado,Propia,,Entregado a tiempo
ET-04251,C-004251,2025-07-09,,Cancelado,Propia,,
ET-04252,C-004252,2025-08-09,2025-08-12,Entregado,Logística,SEUR,Entregado a tiempo
ET-04253,C-004253,2025-08-15,2025-08-17,Entregado,Propia,,Entregado a tiempo
ET-04254,C-004254,2025-08-04,2025-08-08,Entregado,Propia,,Retrasado
ET-04255,C-004255,2025-06-29,,Enviado,Logística,SEUR,
ET-04256,C-004256,2025-08-27,2025-08-29,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04259,C-004259,2025-06-07,,Enviado,Propia,,
ET-04261,C-004261,2025-07-04,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-04262,C-004262,2025-07-08,2025-07-12,Entregado,Propia,,Retrasado
ET-04265,C-004265,2025-08-22,2025-08-23,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04267,C-004267,2025-06-01,,Enviado,Logística,UPS,
ET-04271,C-004271,2025-06-15,2025-06-17,Entregado,Propia,,Entregado a tiempo
ET-04273,C-004273,2025-07-12,,Enviado,Propia,,
ET-04274,C-004274,2025-06-29,,Enviado,Logística,Correos Express,
ET-04275,C-004275,2025-05-31,2025-06-02,Entregado,Propia,,Entregado a tiempo
ET-04282,C-004282,2025-08-26,,Enviado,Propia,,
ET-04286,C-004286,,,Pendiente,Logística,MRW,
ET-04288,C-004288,2025-08-17,,Enviado,Logística,UPS,
ET-04289,C-004289,2025-08-07,2025-08-08,Entregado,Logística,SEUR,Entregado a tiempo
ET-04291,C-004291,2025-06-25,,Enviado,Logística,Correos Express,
ET-04293,C-004293,,,Pendiente,Propia,,
ET-04294,C-004294,,,Pendiente,Logística,Correos Express,
ET-04297,C-004297,2025-07-20,,Enviado,Logística,MRW,
ET-04298,C-004298,2025-07-18,,Cancelado,Logística,Amazon Logistics,
ET-04300,C-004300,2025-07-11,2025-07-12,Entregado,Propia,,Entregado a tiempo
ET-04302,C-004302,2025-07-11,,Cancelado,Propia,,
ET-04305,C-004305,2025-08-10,,Enviado,Propia,,
ET-04311,C-004311,,,Pendiente,Logística,UPS,
ET-04313,C-004313,,,Pendiente,Propia,,
ET-04314,C-004314,2025-07-15,,Enviado,Propia,,
ET-04316,C-004316,2025-07-24,,Enviado,Logística,MRW,
ET-04317,C-004317,2025-07-30,,Enviado,Logística,SEUR,
ET-04318,C-004318,2025-07-25,2025-07-28,Entregado,Propia,,Entregado a tiempo
ET-04320,C-004320,2025-08-25,2025-08-25,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04321,C-004321,2025-08-30,2025-09-01,Entregado,Propia,,Entregado a tiempo
ET-04323,C-004323,2025-07-21,,Cancelado,Logística,Correos Express,
ET-04324,C-004324,2025-08-26,2025-08-30,Entregado,Propia,,Retrasado
ET-04325,C-004325,2025-06-19,,Enviado,Propia,,
ET-04327,C-004327,2025-07-23,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-04328,C-004328,,,Pendiente,Propia,,
ET-04329,C-004329,2025-06-26,2025-06-29,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04331,C-004331,2025-06-13,2025-06-14,Entregado,Logística,SEUR,Entregado a tiempo
ET-04333,C-004333,2025-07-03,,Enviado,Logística,Correos Express,
ET-04335,C-004335,2025-07-17,,Enviado,Propia,,
ET-04337,C-004337,2025-07-13,2025-07-14,Entregado,Propia,,Entregado a tiempo
ET-04338,C-004338,2025-07-11,,Enviado,Logística,DHL,
ET-04339,C-004339,2025-07-17,2025-07-21,Entregado,Propia,,Retrasado
ET-04343,C-004343,2025-09-01,,Enviado,Logística,Correos Express,
ET-04344,C-004344,2025-07-02,2025-07-02,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04345,C-004345,2025-06-11,,Enviado,Propia,,
ET-04346,C-004346,,,Pendiente,Propia,,
ET-04347,C-004347,,,Pendiente,Logística,DHL,
ET-04348,C-004348,2025-06-09,2025-06-11,Entregado,Propia,,Entregado a tiempo
ET-04351,C-004351,2025-07-23,,Enviado,Propia,,
ET-04353,C-004353,2025-07-10,,Enviado,Logística,FedEx,
ET-04354,C-004354,2025-08-04,,Enviado,Propia,,
ET-04355,C-004355,2025-06-06,,Cancelado,Logística,Amazon Logistics,
ET-04356,C-004356,2025-08-22,,Cancelado,Logística,Amazon Logistics,
ET-04357,C-004357,2025-07-07,2025-07-07,Entregado,Logística,SEUR,Entregado a tiempo
ET-04358,C-004358,2025-07-19,,Cancelado,Logística,Correos Express,
ET-04359,C-004359,2025-07-05,,Enviado,Propia,,
ET-04361,C-004361,,,Pendiente,Propia,,
ET-04363,C-004363,2025-07-27,,Enviado,Logística,DHL,
ET-04365,C-004365,,,Pendiente,Logística,FedEx,
ET-04366,C-004366,2025-06-13,,Enviado,Logística,FedEx,
ET-04367,C-004367,2025-06-11,2025-06-15,Entregado,Propia,,Retrasado
ET-04368,C-004368,,,Pendiente,Logística,SEUR,
ET-04370,C-004370,2025-06-07,,Enviado,Propia,,
ET-04371,C-004371,2025-06-16,2025-06-20,Entregado,Logística,Amazon Logistics,Retrasado
ET-04373,C-004373,2025-06-13,2025-06-15,Entregado,Logística,SEUR,Entregado a tiempo
ET-04374,C-004374,,,Pendiente,Propia,,
ET-04376,C-004376,,,Pendiente,Logística,Amazon Logistics,
ET-04377,C-004377,2025-06-07,,Cancelado,Propia,,
ET-04379,C-004379,2025-08-18,,Cancelado,Logística,DHL,
ET-04380,C-004380,2025-07-12,,Enviado,Logística,Correos Express,
ET-04381,C-004381,,,Pendiente,Propia,,
ET-04382,C-004382,2025-08-23,,Enviado,Propia,,
ET-04389,C-004389,2025-08-02,,Enviado,Logística,MRW,
ET-04392,C-004392,2025-06-05,2025-06-08,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04393,C-004393,2025-07-06,2025-07-08,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-04394,C-004394,2025-07-30,,Cancelado,Logística,UPS,
ET-04396,C-004396,2025-07-17,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-04397,C-004397,2025-08-29,2025-08-31,Entregado,Logística,FedEx,Entregado a tiempo
ET-04400,C-004400,2025-06-19,2025-06-20,Entregado,Logística,SEUR,Entregado a tiempo
ET-04401,C-004401,2025-08-14,,Cancelado,Propia,,
ET-04405,C-004405,2025-06-07,,Cancelado,Logística,Amazon Logistics,
ET-04408,C-004408,2025-06-17,2025-06-20,Entregado,Logística,FedEx,Entregado a tiempo
ET-04409,C-004409,2025-07-26,2025-07-29,Entregado,Propia,,Entregado a tiempo
ET-04412,C-004412,2025-08-15,,Enviado,Propia,,
ET-04413,C-004413,2025-06-14,,Enviado,Logística,Amazon Logistics,
ET-04415,C-004415,2025-07-24,,Enviado,Propia,,
ET-04416,C-004416,2025-06-08,2025-06-12,Entregado,Propia,,Retrasado
ET-04418,C-004418,2025-08-10,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-04419,C-004419,2025-08-21,,Enviado,Propia,,
ET-04421,C-004421,2025-07-04,2025-07-05,Entregado,Logística,Correos Express,Entregado a tiempo
ET-04422,C-004422,2025-06-27,,Enviado,Logística,Correos Express,
ET-04423,C-004423,2025-07-27,,Enviado,Logística,MRW,
ET-04425,C-004425,2025-08-22,,Enviado,Propia,,
ET-04427,C-004427,2025-07-11,2025-07-12,Entregado,Propia,,Entregado a tiempo
ET-04428,C-004428,2025-08-06,,Enviado,Propia,,
ET-04430,C-004430,2025-07-27,,Cancelado,Propia,,
ET-04431,C-004431,2025-08-10,2025-08-14,Entregado,Logística,MRW,Retrasado
ET-04435,C-004435,,,Pendiente,Propia,,
