alerta_id,branch_id,product_id,stock_actual,stock_minimo,fecha_actualizacion,fecha_alerta,prioridad,provider_id,provider_name
AL-05423,BR-00360,P-039797,9,9,2025-06-04,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05424,BR-00360,P-039818,4,5,2025-07-25,2025-08-29,Baja,PR-01476,РАО «Прохоров»
AL-05425,BR-00360,P-039830,14,18,2025-07-22,2025-08-29,Baja,PR-01229,РАО «Михайлова Казакова»
AL-05426,BR-00360,P-039837,5,6,2025-06-11,2025-08-29,Baja,PR-00435,ООО «Ермакова Лихачева»
AL-05427,BR-00360,P-039845,7,16,2025-08-13,2025-08-29,Media,PR-00790,Фадеев Инк
AL-05428,BR-00361,P-039853,10,16,2025-08-06,2025-08-29,Baja,PR-01370,ООО «Афанасьева Владимирова»
AL-05429,BR-00361,P-039859,10,15,2025-06-13,2025-08-29,Baja,PR-00467,Соллерс
AL-05430,BR-00361,P-039861,7,15,2025-07-07,2025-08-29,Media,PR-00467,Соллерс
AL-05431,BR-00361,P-039862,10,12,2025-07-23,2025-08-29,Baja,PR-00467,Соллерс
AL-05432,BR-00361,P-039878,4,12,2025-05-30,2025-08-29,Media,PR-01248,НПО «Евдокимов»
AL-05433,BR-00361,P-039883,4,13,2025-06-23,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05434,BR-00361,P-039884,11,17,2025-08-09,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05435,BR-00361,P-039890,6,9,2025-07-31,2025-08-29,Baja,PR-01286,АО «Тетерина»
AL-05436,BR-00361,P-039892,12,15,2025-08-21,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05437,BR-00361,P-039896,7,9,2025-06-11,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05438,BR-00361,P-039910,11,15,2025-04-27,2025-08-29,Baja,PR-00757,ФортеИнвест
AL-05439,BR-00361,P-039913,1,16,2025-07-19,2025-08-29,Media,PR-00757,ФортеИнвест
AL-05440,BR-00361,P-039920,5,15,2025-06-22,2025-08-29,Media,PR-00873,ИП «Фомичева-Александров»
AL-05441,BR-00361,P-039921,0,5,2025-07-26,2025-08-29,Alta,PR-00431,Квадра
AL-05442,BR-00361,P-039927,3,13,2025-06-24,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05443,BR-00361,P-039928,18,19,2025-08-08,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05444,BR-00361,P-039935,3,11,2025-07-14,2025-08-29,Media,PR-01188,ИП «Романова-Шубин»
AL-05445,BR-00361,P-039947,1,18,2025-08-10,2025-08-29,Media,PR-00790,Фадеев Инк
AL-05446,BR-00361,P-039948,0,15,2025-04-23,2025-08-29,Alta,PR-00437,АО «Власов Иванова»
AL-05447,BR-00361,P-039949,17,20,2025-05-23,2025-08-29,Baja,PR-00437,АО «Власов Иванова»
AL-05448,BR-00361,P-039950,16,19,2025-08-07,2025-08-29,Baja,PR-00437,АО «Власов Иванова»
AL-05449,BR-00361,P-039952,8,17,2025-08-14,2025-08-29,Media,PR-00438,"АО «Молчанова, Ширяева и Аксенов»"
AL-05450,BR-00361,P-039955,8,8,2025-07-07,2025-08-29,Baja,PR-00438,"АО «Молчанова, Ширяева и Аксенов»"
AL-05451,BR-00362,P-039957,14,14,2025-08-05,2025-08-29,Baja,PR-00638,НПО «Попова»
AL-05452,BR-00362,P-039960,7,17,2025-07-27,2025-08-29,Media,PR-01040,Металлсервис
AL-05453,BR-00362,P-039972,0,17,2025-04-02,2025-08-29,Alta,PR-00469,Пестова Лтд
AL-05454,BR-00362,P-039985,11,17,2025-08-09,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05455,BR-00362,P-039987,13,13,2025-08-18,2025-08-29,Baja,PR-00887,ИП «Зиновьев Захаров»
AL-05456,BR-00362,P-039992,0,19,2025-04-10,2025-08-29,Alta,PR-00459,ЗАО «Зыков Белозеров»
AL-05457,BR-00362,P-040021,2,15,2025-08-25,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05458,BR-00362,P-040023,1,6,2025-08-07,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05459,BR-00362,P-040025,5,10,2025-07-28,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05460,BR-00363,P-040055,6,13,2025-06-06,2025-08-29,Media,PR-01370,ООО «Афанасьева Владимирова»
AL-05461,BR-00363,P-040059,14,17,2025-05-02,2025-08-29,Baja,PR-01040,Металлсервис
AL-05462,BR-00363,P-040070,7,7,2025-07-31,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05463,BR-00363,P-040074,14,20,2025-06-29,2025-08-29,Baja,PR-00470,РАО «Лазарев Устинова»
AL-05464,BR-00363,P-040075,6,8,2025-07-27,2025-08-29,Baja,PR-01248,НПО «Евдокимов»
AL-05465,BR-00363,P-040081,14,15,2025-05-19,2025-08-29,Baja,PR-00456,Жукова Лимитед
AL-05466,BR-00363,P-040091,15,19,2025-07-25,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05467,BR-00363,P-040096,0,14,2025-04-16,2025-08-29,Alta,PR-00460,Сазонов Групп
AL-05468,BR-00363,P-040105,17,20,2025-07-18,2025-08-29,Baja,PR-00952,ООО «Иванова Кононова»
AL-05469,BR-00363,P-040110,0,8,2025-08-17,2025-08-29,Alta,PR-00757,ФортеИнвест
AL-05470,BR-00363,P-040129,14,19,2025-05-19,2025-08-29,Baja,PR-00434,НПО «Владимирова»
AL-05471,BR-00364,P-040165,5,8,2025-07-30,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05472,BR-00364,P-040167,10,11,2025-06-10,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05473,BR-00364,P-040179,3,8,2025-06-21,2025-08-29,Media,PR-01077,РАО «Наумова»
AL-05474,BR-00364,P-040182,7,14,2025-06-22,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05475,BR-00364,P-040196,12,18,2025-07-27,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05476,BR-00364,P-040233,0,5,2025-03-26,2025-08-29,Alta,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05477,BR-00364,P-040238,7,10,2025-06-21,2025-08-29,Baja,PR-01229,РАО «Михайлова Казакова»
AL-05478,BR-00364,P-040243,3,17,2025-08-02,2025-08-29,Media,PR-01188,ИП «Романова-Шубин»
AL-05479,BR-00364,P-040251,17,17,2025-07-05,2025-08-29,Baja,PR-00436,ЗАО «Лихачев-Цветков»
AL-05480,BR-00364,P-040258,15,16,2025-04-23,2025-08-29,Baja,PR-00437,АО «Власов Иванова»
AL-05481,BR-00364,P-040259,8,18,2025-07-20,2025-08-29,Media,PR-00438,"АО «Молчанова, Ширяева и Аксенов»"
AL-05482,BR-00365,P-040276,17,19,2025-06-30,2025-08-29,Baja,PR-00467,Соллерс
AL-05483,BR-00365,P-040278,10,13,2025-04-22,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05484,BR-00365,P-040282,12,20,2025-05-07,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05485,BR-00365,P-040284,11,15,2025-06-27,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05486,BR-00365,P-040294,7,16,2025-06-26,2025-08-29,Media,PR-01077,РАО «Наумова»
AL-05487,BR-00365,P-040296,1,14,2025-06-06,2025-08-29,Media,PR-01077,РАО «Наумова»
AL-05488,BR-00365,P-040337,15,19,2025-06-06,2025-08-29,Baja,PR-00432,АО «Калинин»
AL-05489,BR-00365,P-040343,1,12,2025-07-26,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05490,BR-00365,P-040347,3,10,2025-08-09,2025-08-29,Media,PR-01229,РАО «Михайлова Казакова»
AL-05491,BR-00365,P-040350,6,18,2025-07-17,2025-08-29,Media,PR-01229,РАО «Михайлова Казакова»
AL-05492,BR-00366,P-040375,15,19,2025-07-13,2025-08-29,Baja,PR-00467,Соллерс
AL-05493,BR-00366,P-040404,0,14,2025-07-07,2025-08-29,Alta,PR-00887,ИП «Зиновьев Захаров»
AL-05494,BR-00366,P-040406,3,13,2025-08-05,2025-08-29,Media,PR-00887,ИП «Зиновьев Захаров»
AL-05495,BR-00366,P-040407,3,17,2025-06-18,2025-08-29,Media,PR-01484,ООО «Михайлова»
AL-05496,BR-00366,P-040429,8,17,2025-07-27,2025-08-29,Media,PR-00432,АО «Калинин»
AL-05497,BR-00366,P-040447,16,19,2025-08-28,2025-08-29,Baja,PR-01188,ИП «Романова-Шубин»
AL-05498,BR-00367,P-040463,4,16,2025-07-31,2025-08-29,Media,PR-01370,ООО «Афанасьева Владимирова»
AL-05499,BR-00367,P-040466,11,16,2025-08-28,2025-08-29,Baja,PR-00467,Соллерс
AL-05500,BR-00367,P-040469,3,11,2025-07-26,2025-08-29,Media,PR-00467,Соллерс
AL-05501,BR-00367,P-040471,13,13,2025-06-25,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05502,BR-00367,P-040480,13,18,2025-08-12,2025-08-29,Baja,PR-01058,НПО «Кондратьева Абрамова»
AL-05503,BR-00367,P-040484,12,14,2025-08-26,2025-08-29,Baja,PR-00729,ОАО «Емельянов-Зайцев»
AL-05504,BR-00367,P-040486,12,15,2025-05-06,2025-08-29,Baja,PR-00456,Жукова Лимитед
AL-05505,BR-00367,P-040488,2,8,2025-04-05,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05506,BR-00367,P-040489,1,7,2025-08-08,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05507,BR-00367,P-040496,14,17,2025-05-07,2025-08-29,Baja,PR-00694,ПСМА Рус
AL-05508,BR-00367,P-040505,6,11,2025-07-26,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05509,BR-00367,P-040506,9,12,2025-08-02,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05510,BR-00367,P-040508,4,6,2025-06-28,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05511,BR-00367,P-040510,6,7,2025-08-17,2025-08-29,Baja,PR-01098,ИП «Морозов-Пономарев»
AL-05512,BR-00367,P-040517,11,20,2025-05-26,2025-08-29,Baja,PR-00429,Марков Лимитед
AL-05513,BR-00367,P-040528,15,19,2025-08-01,2025-08-29,Baja,PR-00430,Красильников Инк
AL-05514,BR-00367,P-040532,6,19,2025-08-07,2025-08-29,Media,PR-00873,ИП «Фомичева-Александров»
AL-05515,BR-00367,P-040536,1,13,2025-06-20,2025-08-29,Media,PR-00432,АО «Калинин»
AL-05516,BR-00367,P-040543,9,11,2025-08-10,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05517,BR-00367,P-040547,9,11,2025-07-27,2025-08-29,Baja,PR-00434,НПО «Владимирова»
AL-05518,BR-00368,P-040585,1,16,2025-06-27,2025-08-29,Media,PR-01104,Лапин и партнеры
AL-05519,BR-00368,P-040587,5,6,2025-08-21,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05520,BR-00368,P-040591,6,16,2025-07-17,2025-08-29,Media,PR-00457,ОАО «Абрамова-Соболева»
AL-05521,BR-00368,P-040592,13,14,2025-06-07,2025-08-29,Baja,PR-01170,Ачимгаз
AL-05522,BR-00368,P-040593,14,16,2025-08-19,2025-08-29,Baja,PR-01286,АО «Тетерина»
AL-05523,BR-00368,P-040603,9,16,2025-05-15,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05524,BR-00368,P-040619,1,20,2025-07-14,2025-08-29,Media,PR-00757,ФортеИнвест
AL-05525,BR-00368,P-040631,3,19,2025-08-04,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05526,BR-00368,P-040632,3,8,2025-08-23,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05527,BR-00369,P-040634,10,17,2025-05-25,2025-08-29,Baja,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»"
AL-05528,BR-00369,P-040641,7,15,2025-06-15,2025-08-29,Media,PR-00467,Соллерс
AL-05529,BR-00369,P-040648,15,16,2025-07-01,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05530,BR-00369,P-040653,7,14,2025-05-01,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05531,BR-00369,P-040663,2,9,2025-07-19,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05532,BR-00369,P-040666,5,9,2025-07-21,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05533,BR-00369,P-040674,15,17,2025-07-14,2025-08-29,Baja,PR-00887,ИП «Зиновьев Захаров»
AL-05534,BR-00369,P-040678,5,10,2025-07-19,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05535,BR-00369,P-040682,6,9,2025-06-12,2025-08-29,Baja,PR-00460,Сазонов Групп
AL-05536,BR-00369,P-040686,12,13,2025-06-15,2025-08-29,Baja,PR-00429,Марков Лимитед
AL-05537,BR-00369,P-040688,0,18,2025-08-17,2025-08-29,Alta,PR-01020,АО «Тарасов Гущина»
AL-05538,BR-00369,P-040690,3,14,2025-06-11,2025-08-29,Media,PR-00430,Красильников Инк
AL-05539,BR-00369,P-040694,10,17,2025-07-05,2025-08-29,Baja,PR-00873,ИП «Фомичева-Александров»
AL-05540,BR-00369,P-040697,5,13,2025-04-24,2025-08-29,Media,PR-00873,ИП «Фомичева-Александров»
AL-05541,BR-00369,P-040699,5,11,2025-05-14,2025-08-29,Media,PR-01476,РАО «Прохоров»
AL-05542,BR-00369,P-040703,2,9,2025-07-24,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05543,BR-00369,P-040707,5,14,2025-07-29,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05544,BR-00370,P-040708,4,5,2025-07-12,2025-08-29,Baja,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»"
AL-05545,BR-00370,P-040716,4,20,2025-08-21,2025-08-29,Media,PR-00467,Соллерс
AL-05546,BR-00370,P-040736,1,15,2025-05-24,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05547,BR-00370,P-040749,18,18,2025-04-09,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05548,BR-00370,P-040755,3,14,2025-08-26,2025-08-29,Media,PR-01003,"АО «Копылов, Дорофеева и Гурьев»"
AL-05549,BR-00370,P-040757,5,17,2025-07-08,2025-08-29,Media,PR-01144,"ИП «Киселева, Попов и Бобылев»"
AL-05550,BR-00370,P-040765,1,11,2025-06-23,2025-08-29,Media,PR-00430,Красильников Инк
AL-05551,BR-00370,P-040766,12,12,2025-08-10,2025-08-29,Baja,PR-00873,ИП «Фомичева-Александров»
AL-05552,BR-00370,P-040774,10,11,2025-05-28,2025-08-29,Baja,PR-01476,РАО «Прохоров»
AL-05553,BR-00371,P-040786,9,19,2025-06-25,2025-08-29,Media,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»"
AL-05554,BR-00371,P-040791,9,20,2025-07-31,2025-08-29,Media,PR-00467,Соллерс
AL-05555,BR-00371,P-040804,11,13,2025-06-20,2025-08-29,Baja,PR-00729,ОАО «Емельянов-Зайцев»
AL-05556,BR-00371,P-040811,5,5,2025-07-02,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05557,BR-00371,P-040814,4,18,2025-07-17,2025-08-29,Media,PR-01286,АО «Тетерина»
AL-05558,BR-00371,P-040819,2,9,2025-08-19,2025-08-29,Media,PR-00457,ОАО «Абрамова-Соболева»
AL-05559,BR-00371,P-040829,15,15,2025-08-12,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05560,BR-00371,P-040839,4,16,2025-04-07,2025-08-29,Media,PR-00952,ООО «Иванова Кононова»
AL-05561,BR-00371,P-040844,5,10,2025-08-28,2025-08-29,Baja,PR-00430,Красильников Инк
AL-05562,BR-00371,P-040849,5,13,2025-08-16,2025-08-29,Media,PR-00431,Квадра
AL-05563,BR-00371,P-040862,6,18,2025-08-07,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05564,BR-00371,P-040863,0,14,2025-05-05,2025-08-29,Alta,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05565,BR-00372,P-040891,3,16,2025-07-28,2025-08-29,Media,PR-00456,Жукова Лимитед
AL-05566,BR-00372,P-040900,17,19,2025-07-26,2025-08-29,Baja,PR-00887,ИП «Зиновьев Захаров»
AL-05567,BR-00372,P-040922,1,5,2025-05-20,2025-08-29,Media,PR-00757,ФортеИнвест
AL-05568,BR-00372,P-040926,17,17,2025-07-19,2025-08-29,Baja,PR-00431,Квадра
AL-05569,BR-00372,P-040933,9,10,2025-08-25,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05570,BR-00373,P-040936,5,7,2025-08-12,2025-08-29,Baja,PR-01370,ООО «Афанасьева Владимирова»
AL-05571,BR-00373,P-040939,10,20,2025-05-06,2025-08-29,Baja,PR-00467,Соллерс
AL-05572,BR-00373,P-040942,1,15,2025-06-01,2025-08-29,Media,PR-00468,ИП «Воронов»
AL-05573,BR-00373,P-040951,12,18,2025-04-16,2025-08-29,Baja,PR-00617,"ИП «Беспалов, Исаков и Власов»"
AL-05574,BR-00373,P-040978,6,12,2025-04-17,2025-08-29,Baja,PR-00429,Марков Лимитед
AL-05575,BR-00373,P-040979,13,13,2025-06-11,2025-08-29,Baja,PR-01020,АО «Тарасов Гущина»
AL-05576,BR-00373,P-040983,14,18,2025-04-29,2025-08-29,Baja,PR-00430,Красильников Инк
AL-05577,BR-00373,P-040990,14,14,2025-04-24,2025-08-29,Baja,PR-00431,Квадра
AL-05578,BR-00374,P-041009,5,12,2025-07-22,2025-08-29,Media,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»"
AL-05579,BR-00374,P-041014,4,6,2025-07-18,2025-08-29,Baja,PR-00467,Соллерс
AL-05580,BR-00374,P-041046,12,15,2025-07-18,2025-08-29,Baja,PR-00459,ЗАО «Зыков Белозеров»
AL-05581,BR-00374,P-041051,6,7,2025-06-18,2025-08-29,Baja,PR-00681,Стрелков Инк
AL-05582,BR-00374,P-041052,8,9,2025-07-21,2025-08-29,Baja,PR-01020,АО «Тарасов Гущина»
AL-05583,BR-00374,P-041053,12,14,2025-07-20,2025-08-29,Baja,PR-01020,АО «Тарасов Гущина»
AL-05584,BR-00374,P-041054,10,19,2025-08-22,2025-08-29,Baja,PR-00429,Марков Лимитед
AL-05585,BR-00374,P-041077,7,12,2025-07-14,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05586,BR-00375,P-041082,12,17,2025-04-22,2025-08-29,Baja,PR-00466,"ИП «Афанасьев, Молчанов и Никифоров»"
AL-05587,BR-00375,P-041088,17,19,2025-07-12,2025-08-29,Baja,PR-00467,Соллерс
AL-05588,BR-00375,P-041096,6,16,2025-08-13,2025-08-29,Media,PR-00469,Пестова Лтд
AL-05589,BR-00375,P-041102,4,17,2025-06-12,2025-08-29,Media,PR-00470,РАО «Лазарев Устинова»
AL-05590,BR-00375,P-041132,4,17,2025-06-12,2025-08-29,Media,PR-00429,Марков Лимитед
AL-05591,BR-00375,P-041137,5,7,2025-08-08,2025-08-29,Baja,PR-00429,Марков Лимитед
AL-05592,BR-00375,P-041153,14,15,2025-07-04,2025-08-29,Baja,PR-01476,РАО «Прохоров»
AL-05593,BR-00376,P-041163,4,13,2025-08-27,2025-08-29,Media,PR-01370,ООО «Афанасьева Владимирова»
AL-05594,BR-00376,P-041167,12,20,2025-03-26,2025-08-29,Baja,PR-00638,НПО «Попова»
AL-05595,BR-00376,P-041172,6,8,2025-07-13,2025-08-29,Baja,PR-00467,Соллерс
AL-05596,BR-00376,P-041175,6,13,2025-08-21,2025-08-29,Media,PR-00468,ИП «Воронов»
AL-05597,BR-00376,P-041179,1,11,2025-07-12,2025-08-29,Media,PR-00469,Пестова Лтд
AL-05598,BR-00376,P-041180,10,13,2025-08-28,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05599,BR-00376,P-041195,4,5,2025-05-17,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05600,BR-00376,P-041198,3,18,2025-06-03,2025-08-29,Media,PR-00887,ИП «Зиновьев Захаров»
AL-05601,BR-00376,P-041200,12,15,2025-08-26,2025-08-29,Baja,PR-00887,ИП «Зиновьев Захаров»
AL-05602,BR-00376,P-041214,16,19,2025-08-08,2025-08-29,Baja,PR-01144,"ИП «Киселева, Попов и Бобылев»"
AL-05603,BR-00376,P-041215,5,8,2025-08-07,2025-08-29,Baja,PR-00430,Красильников Инк
AL-05604,BR-00376,P-041223,7,11,2025-04-19,2025-08-29,Baja,PR-00873,ИП «Фомичева-Александров»
AL-05605,BR-00376,P-041231,6,10,2025-07-28,2025-08-29,Baja,PR-00432,АО «Калинин»
AL-05606,BR-00376,P-041232,3,16,2025-04-23,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05607,BR-00377,P-041242,4,10,2025-07-26,2025-08-29,Media,PR-00467,Соллерс
AL-05608,BR-00377,P-041244,11,15,2025-07-17,2025-08-29,Baja,PR-00467,Соллерс
AL-05609,BR-00377,P-041246,12,18,2025-07-19,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05610,BR-00377,P-041251,0,6,2025-08-12,2025-08-29,Alta,PR-00469,Пестова Лтд
AL-05611,BR-00377,P-041252,2,13,2025-08-11,2025-08-29,Media,PR-00469,Пестова Лтд
AL-05612,BR-00377,P-041255,4,15,2025-05-01,2025-08-29,Media,PR-01104,Лапин и партнеры
AL-05613,BR-00377,P-041264,9,9,2025-06-04,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05614,BR-00377,P-041267,5,14,2025-06-01,2025-08-29,Media,PR-01286,АО «Тетерина»
AL-05615,BR-00377,P-041291,4,6,2025-08-07,2025-08-29,Baja,PR-00757,ФортеИнвест
AL-05616,BR-00377,P-041298,10,11,2025-08-17,2025-08-29,Baja,PR-00431,Квадра
AL-05617,BR-00377,P-041301,6,16,2025-08-28,2025-08-29,Media,PR-00431,Квадра
AL-05618,BR-00377,P-041306,1,9,2025-07-25,2025-08-29,Media,PR-01476,РАО «Прохоров»
AL-05619,BR-00378,P-041321,11,15,2025-08-26,2025-08-29,Baja,PR-00467,Соллерс
AL-05620,BR-00378,P-041333,6,18,2025-03-29,2025-08-29,Media,PR-00469,Пестова Лтд
AL-05621,BR-00378,P-041352,2,16,2025-07-30,2025-08-29,Media,PR-00887,ИП «Зиновьев Захаров»
AL-05622,BR-00378,P-041364,5,12,2025-08-21,2025-08-29,Media,PR-00429,Марков Лимитед
AL-05623,BR-00378,P-041384,19,19,2025-07-20,2025-08-29,Baja,PR-01476,РАО «Прохоров»
AL-05624,BR-00378,P-041385,6,9,2025-08-21,2025-08-29,Baja,PR-01476,РАО «Прохоров»
AL-05625,BR-00378,P-041393,4,5,2025-08-28,2025-08-29,Baja,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05626,BR-00379,P-041408,5,11,2025-07-08,2025-08-29,Media,PR-00468,ИП «Воронов»
AL-05627,BR-00379,P-041414,0,15,2025-06-17,2025-08-29,Alta,PR-00469,Пестова Лтд
AL-05628,BR-00379,P-041415,9,17,2025-08-09,2025-08-29,Baja,PR-00469,Пестова Лтд
AL-05629,BR-00379,P-041426,13,19,2025-07-17,2025-08-29,Baja,PR-01077,РАО «Наумова»
AL-05630,BR-00379,P-041432,4,10,2025-07-01,2025-08-29,Media,PR-00694,ПСМА Рус
AL-05631,BR-00379,P-041434,10,19,2025-08-26,2025-08-29,Baja,PR-01484,ООО «Михайлова»
AL-05632,BR-00379,P-041437,0,15,2025-05-03,2025-08-29,Alta,PR-01484,ООО «Михайлова»
AL-05633,BR-00379,P-041452,1,6,2025-08-23,2025-08-29,Media,PR-00757,ФортеИнвест
AL-05634,BR-00380,P-041481,19,19,2025-07-25,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05635,BR-00380,P-041482,16,19,2025-07-30,2025-08-29,Baja,PR-00468,ИП «Воронов»
AL-05636,BR-00380,P-041497,1,17,2025-06-19,2025-08-29,Media,PR-01286,АО «Тетерина»
AL-05637,BR-00380,P-041499,11,16,2025-05-20,2025-08-29,Baja,PR-00457,ОАО «Абрамова-Соболева»
AL-05638,BR-00380,P-041501,14,19,2025-07-25,2025-08-29,Baja,PR-01286,АО «Тетерина»
AL-05639,BR-00380,P-041502,6,8,2025-08-07,2025-08-29,Baja,PR-00458,"ИП «Ильина, Селезнева и Быкова»"
AL-05640,BR-00380,P-041504,15,18,2025-08-20,2025-08-29,Baja,PR-01484,ООО «Михайлова»
AL-05641,BR-00380,P-041508,7,12,2025-08-15,2025-08-29,Baja,PR-00887,ИП «Зиновьев Захаров»
AL-05642,BR-00380,P-041515,0,10,2025-07-12,2025-08-29,Alta,PR-00460,Сазонов Групп
AL-05643,BR-00380,P-041530,7,20,2025-05-10,2025-08-29,Media,PR-00757,ФортеИнвест
AL-05644,BR-00380,P-041544,7,18,2025-06-14,2025-08-29,Media,PR-00433,"НПО «Лапин, Зиновьев и Гришин»"
AL-05645,BR-00381,P-041560,0,19,2025-07-01,2025-08-29,Alta,PR-00514,"Rodriguez, Contreras and Mclean"
AL-05646,BR-00381,P-041562,13,17,2025-08-21,2025-08-29,Baja,PR-00514,"Rodriguez, Contreras and Mclean"
AL-05647,BR-00381,P-041564,14,18,2025-08-25,2025-08-29,Baja,PR-00514,"Rodriguez, Contreras and Mclean"
AL-05648,BR-00381,P-041570,4,8,2025-08-08,2025-08-29,Baja,PR-00516,Kramer LLC
AL-05649,BR-00381,P-041580,3,20,2025-04-12,2025-08-29,Media,PR-00517,"Klein, Boyd and Martinez"
AL-05650,BR-00381,P-041587,6,17,2025-05-16,2025-08-29,Media,PR-00503,Castro-Estrada
AL-05651,BR-00381,P-041596,8,9,2025-08-22,2025-08-29,Baja,PR-00505,Decker-Howell
AL-05652,BR-00381,P-041597,1,5,2025-06-21,2025-08-29,Media,PR-01150,"Reyes, Wood and Martinez"
AL-05653,BR-00381,P-041599,1,5,2025-08-26,2025-08-29,Media,PR-00722,Walker-Mendoza
AL-05654,BR-00381,P-041622,12,17,2025-05-18,2025-08-29,Baja,PR-00479,Jackson LLC
AL-05655,BR-00381,P-041648,0,13,2025-03-22,2025-08-29,Alta,PR-00484,"Burton, Sullivan and Garrett"
AL-05656,BR-00381,P-041649,5,19,2025-08-24,2025-08-29,Media,PR-00484,"Burton, Sullivan and Garrett"
AL-05657,BR-00381,P-041650,9,16,2025-08-24,2025-08-29,Baja,PR-01482,"Jones, Patterson and Anderson"
AL-05658,BR-00381,P-041654,15,17,2025-06-12,2025-08-29,Baja,PR-01083,Banks Ltd
AL-05659,BR-00381,P-041656,4,7,2025-07-31,2025-08-29,Baja,PR-01083,Banks Ltd
AL-05660,BR-00381,P-041659,6,7,2025-07-06,2025-08-29,Baja,PR-01036,Sweeney-Rivas
AL-05661,BR-00381,P-041664,7,8,2025-08-01,2025-08-29,Baja,PR-00510,Mejia Inc
AL-05662,BR-00381,P-041671,8,11,2025-08-08,2025-08-29,Baja,PR-00756,"Anderson, Morgan and Garcia"
AL-05663,BR-00381,P-041679,0,9,2025-06-06,2025-08-29,Alta,PR-00486,Perez Ltd
