order_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-005260,BR-00355,P-039362,PR-00438,АО «Щербакова Капустин»,2025-06-29,58,141.87,8228.46,Pendiente
O-005261,BR-00356,P-039389,PR-00761,Исакова Лтд,2025-08-01,51,103.26,5266.26,Pendiente
O-005262,BR-00356,P-039393,PR-00761,Исакова Лтд,2025-08-18,30,23.52,705.6,Pendiente
O-005263,BR-00356,P-039394,PR-00761,Исакова Лтд,2025-07-03,83,113.41,9413.03,Recibido
O-005264,BR-00356,P-039412,PR-00687,Арконик СМЗ,2025-06-29,57,137.24,7822.68,En tránsito
O-005265,BR-00356,P-039414,PR-00459,ООО «Терентьев Харитонова»,2025-08-09,21,22.96,482.16,Recibido
O-005266,BR-00356,P-039422,PR-00429,НПО «Лапин Родионова»,2025-07-11,57,51.15,2915.55,Recibido
O-005267,BR-00356,P-039440,PR-00434,Уваров Лтд,2025-08-06,55,57.13,3142.15,Pendiente
O-005268,BR-00356,P-039442,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-08-07,73,26.97,1968.81,En tránsito
O-005269,BR-00356,P-039444,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-08-09,46,131.86,6065.56,Pendiente
O-005270,BR-00357,P-039485,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-06-26,65,42.16,2740.4,Pendiente
O-005271,BR-00357,P-039486,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-07-24,38,69.85,2654.3,Pendiente
O-005272,BR-00357,P-039488,PR-01317,НПО «Белова Бобылев»,2025-07-04,32,118.43,3789.76,Pendiente
O-005273,BR-00357,P-039492,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-26,24,117.67,2824.08,Recibido
O-005274,BR-00357,P-039504,PR-00459,ООО «Терентьев Харитонова»,2025-07-02,45,27.07,1218.15,Recibido
O-005275,BR-00357,P-039513,PR-00806,ООО «Мамонтов Давыдова»,2025-08-13,75,77.14,5785.5,En tránsito
O-005276,BR-00357,P-039523,PR-01067,"РАО «Гришин, Панфилова и Михеева»",2025-08-02,29,40.39,1171.31,Recibido
O-005277,BR-00357,P-039533,PR-00431,НПО «Миронов»,2025-07-15,23,45.2,1039.6,Recibido
O-005278,BR-00357,P-039539,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-17,70,30.57,2139.9,Pendiente
O-005279,BR-00357,P-039541,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-04,56,45.05,2522.8,Recibido
O-005280,BR-00357,P-039545,PR-01452,Группа Мэйджор,2025-07-02,94,149.1,14015.4,Recibido
O-005281,BR-00357,P-039548,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-07-29,100,122.79,12279.0,Recibido
O-005282,BR-00358,P-039564,PR-00466,НПО «Кулагин Соколов»,2025-08-19,34,56.28,1913.52,Pendiente
O-005283,BR-00358,P-039566,PR-00802,ИП «Романова»,2025-08-12,53,131.71,6980.63,Pendiente
O-005284,BR-00358,P-039581,PR-01450,"ООО «Шашкова, Калашникова и Абрамова»",2025-06-26,45,135.14,6081.3,Pendiente
O-005285,BR-00358,P-039588,PR-00880,Юг Руси,2025-07-18,55,115.5,6352.5,Pendiente
O-005286,BR-00358,P-039598,PR-01421,Крылов Лтд,2025-08-16,53,23.5,1245.5,En tránsito
O-005287,BR-00358,P-039601,PR-00806,ООО «Мамонтов Давыдова»,2025-07-01,66,55.9,3689.4,Recibido
O-005288,BR-00358,P-039603,PR-00806,ООО «Мамонтов Давыдова»,2025-07-22,83,58.28,4837.24,En tránsito
O-005289,BR-00358,P-039611,PR-00429,НПО «Лапин Родионова»,2025-08-17,61,74.42,4539.62,En tránsito
O-005290,BR-00358,P-039620,PR-00432,ОАО «Никифорова-Потапова»,2025-07-12,34,116.21,3951.14,Recibido
O-005291,BR-00358,P-039634,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-07-24,78,90.2,7035.6,Recibido
O-005292,BR-00358,P-039637,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-07-16,99,77.13,7635.87,En tránsito
O-005293,BR-00358,P-039643,PR-00436,ООО «Лукина»,2025-07-11,72,19.71,1419.12,En tránsito
O-005294,BR-00358,P-039646,PR-00436,ООО «Лукина»,2025-08-18,72,6.43,462.96,En tránsito
O-005295,BR-00359,P-039662,PR-00798,"РАО «Корнилов, Захарова и Федорова»",2025-08-23,55,133.39,7336.45,En tránsito
O-005296,BR-00359,P-039666,PR-01112,"ООО «Карпова, Фадеева и Капустин»",2025-08-19,74,30.95,2290.3,Pendiente
O-005297,BR-00359,P-039671,PR-00468,ОАО «Маркова Константинов»,2025-07-01,83,80.28,6663.24,Pendiente
O-005298,BR-00359,P-039677,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-07-01,48,50.09,2404.32,Recibido
O-005299,BR-00359,P-039678,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-08-10,82,44.71,3666.22,Recibido
O-005300,BR-00359,P-039684,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-08-13,33,35.21,1161.93,Pendiente
O-005301,BR-00359,P-039689,PR-00880,Юг Руси,2025-07-08,76,81.94,6227.44,Recibido
O-005302,BR-00359,P-039692,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-08-07,31,24.1,747.1,En tránsito
O-005303,BR-00359,P-039693,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-07-29,40,80.9,3236.0,Pendiente
O-005304,BR-00359,P-039702,PR-01140,ТК Шлюмберже (Schlumberger),2025-08-04,22,116.34,2559.48,Pendiente
O-005305,BR-00359,P-039711,PR-01107,Объединенная авиастроительная корпорация,2025-08-12,38,116.19,4415.22,En tránsito
O-005306,BR-00359,P-039716,PR-00431,НПО «Миронов»,2025-08-23,91,76.49,6960.59,Pendiente
O-005307,BR-00359,P-039727,PR-00433,ЗАО «Третьякова-Боброва»,2025-08-10,60,32.46,1947.6,Pendiente
O-005308,BR-00359,P-039732,PR-01452,Группа Мэйджор,2025-07-11,57,130.79,7455.03,Pendiente
O-005309,BR-00360,P-039764,PR-00833,Фомина Лимитед,2025-08-10,53,123.6,6550.8,Pendiente
O-005310,BR-00360,P-039778,PR-00761,Исакова Лтд,2025-08-23,73,17.43,1272.39,Pendiente
O-005311,BR-00360,P-039781,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-03,68,125.36,8524.48,En tránsito
O-005312,BR-00360,P-039784,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-08-06,60,58.06,3483.6,Recibido
O-005313,BR-00360,P-039794,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-06-25,57,142.73,8135.61,Pendiente
O-005314,BR-00360,P-039796,PR-00687,Арконик СМЗ,2025-07-15,97,86.48,8388.56,Pendiente
O-005315,BR-00360,P-039807,PR-00429,НПО «Лапин Родионова»,2025-08-23,90,66.73,6005.7,Recibido
O-005316,BR-00360,P-039808,PR-00429,НПО «Лапин Родионова»,2025-07-31,81,96.58,7822.98,Pendiente
O-005317,BR-00360,P-039823,PR-01089,Форд Соллерс Холдинг,2025-07-11,48,46.25,2220.0,En tránsito
O-005318,BR-00360,P-039846,PR-00438,АО «Щербакова Капустин»,2025-08-22,97,73.87,7165.39,En tránsito
O-005319,BR-00360,P-039847,PR-00438,АО «Щербакова Капустин»,2025-07-08,62,36.54,2265.48,En tránsito
O-005320,BR-00361,P-039860,PR-00798,"РАО «Корнилов, Захарова и Федорова»",2025-07-05,54,129.17,6975.18,Pendiente
O-005321,BR-00361,P-039874,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-08-22,59,137.33,8102.47,Pendiente
O-005322,BR-00361,P-039878,PR-00470,СК Согласие,2025-08-15,54,5.84,315.36,Recibido
O-005323,BR-00361,P-039879,PR-00761,Исакова Лтд,2025-08-19,89,78.35,6973.15,Pendiente
O-005324,BR-00361,P-039881,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-04,83,71.11,5902.13,Pendiente
O-005325,BR-00361,P-039891,PR-00457,НПО «Журавлев-Маслова»,2025-07-06,92,89.12,8199.04,En tránsito
O-005326,BR-00361,P-039893,PR-00935,ООО «Овчинникова-Жданов»,2025-08-08,94,27.1,2547.4,Pendiente
O-005327,BR-00361,P-039894,PR-00935,ООО «Овчинникова-Жданов»,2025-07-19,84,127.67,10724.28,Pendiente
O-005328,BR-00361,P-039917,PR-00885,Казаньоргсинтез,2025-07-17,50,21.95,1097.5,Pendiente
O-005329,BR-00361,P-039929,PR-00434,Уваров Лтд,2025-07-24,74,126.07,9329.18,Pendiente
O-005330,BR-00361,P-039934,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-06-26,23,101.07,2324.61,Pendiente
O-005331,BR-00361,P-039937,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-08-20,25,76.77,1919.25,En tránsito
O-005332,BR-00361,P-039938,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-07-21,24,57.62,1382.88,En tránsito
O-005333,BR-00361,P-039944,PR-00436,ООО «Лукина»,2025-07-03,42,49.95,2097.9,En tránsito
O-005334,BR-00361,P-039945,PR-00436,ООО «Лукина»,2025-08-05,53,51.42,2725.26,En tránsito
O-005335,BR-00362,P-039956,PR-00466,НПО «Кулагин Соколов»,2025-07-16,85,9.79,832.15,Pendiente
O-005336,BR-00362,P-039960,PR-00466,НПО «Кулагин Соколов»,2025-07-31,76,106.01,8056.76,Recibido
O-005337,BR-00362,P-039961,PR-00467,Газпромбанк,2025-08-14,56,50.77,2843.12,En tránsito
O-005338,BR-00362,P-039965,PR-00798,"РАО «Корнилов, Захарова и Федорова»",2025-07-28,95,39.25,3728.75,Pendiente
O-005339,BR-00362,P-039967,PR-00468,ОАО «Маркова Константинов»,2025-08-11,53,51.29,2718.37,En tránsito
O-005340,BR-00362,P-039976,PR-00761,Исакова Лтд,2025-08-05,20,127.61,2552.2,Pendiente
O-005341,BR-00362,P-039978,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-28,44,132.74,5840.56,Pendiente
O-005342,BR-00362,P-039981,PR-00880,Юг Руси,2025-08-04,67,102.94,6896.98,En tránsito
O-005343,BR-00362,P-040001,PR-00429,НПО «Лапин Родионова»,2025-08-11,57,40.57,2312.49,Pendiente
O-005344,BR-00362,P-040004,PR-01107,Объединенная авиастроительная корпорация,2025-07-13,88,55.11,4849.68,En tránsito
O-005345,BR-00362,P-040009,PR-00727,Волгоградэнергосбыт,2025-08-02,66,146.85,9692.1,Recibido
O-005346,BR-00362,P-040012,PR-00431,НПО «Миронов»,2025-08-10,21,25.46,534.66,Recibido
O-005347,BR-00362,P-040013,PR-00431,НПО «Миронов»,2025-07-01,98,13.42,1315.16,Pendiente
O-005348,BR-00362,P-040015,PR-00431,НПО «Миронов»,2025-08-06,31,64.76,2007.56,En tránsito
O-005349,BR-00362,P-040018,PR-01089,Форд Соллерс Холдинг,2025-06-29,100,57.68,5768.0,Recibido
O-005350,BR-00362,P-040029,PR-00434,Уваров Лтд,2025-08-23,55,109.72,6034.6,Recibido
O-005351,BR-00362,P-040034,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-08-11,40,101.3,4052.0,En tránsito
O-005352,BR-00362,P-040037,PR-00436,ООО «Лукина»,2025-08-15,42,133.03,5587.26,En tránsito
O-005353,BR-00362,P-040040,PR-00436,ООО «Лукина»,2025-07-12,83,62.69,5203.27,Recibido
O-005354,BR-00362,P-040043,PR-00437,ООО «Романов Панфилова»,2025-07-24,82,111.73,9161.86,Recibido
O-005355,BR-00362,P-040049,PR-00438,АО «Щербакова Капустин»,2025-08-18,40,61.2,2448.0,Recibido
O-005356,BR-00363,P-040057,PR-00466,НПО «Кулагин Соколов»,2025-07-05,47,84.25,3959.75,Recibido
O-005357,BR-00363,P-040058,PR-00802,ИП «Романова»,2025-08-14,74,35.31,2612.94,Pendiente
O-005358,BR-00363,P-040060,PR-01056,Группа Газфонд,2025-08-08,70,9.27,648.9,Pendiente
O-005359,BR-00363,P-040069,PR-00469,"ООО «Блинова, Беляев и Попова»",2025-07-08,66,33.11,2185.26,Recibido
O-005360,BR-00363,P-040077,PR-00470,СК Согласие,2025-07-04,79,39.83,3146.57,Recibido
O-005361,BR-00363,P-040086,PR-00935,ООО «Овчинникова-Жданов»,2025-08-05,48,25.89,1242.72,Recibido
O-005362,BR-00363,P-040088,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-07-16,93,117.62,10938.66,Recibido
O-005363,BR-00363,P-040090,PR-00952,"ЗАО «Петухов, Карпова и Игнатьев»",2025-08-21,22,89.32,1965.04,Pendiente
O-005364,BR-00363,P-040091,PR-01421,Крылов Лтд,2025-07-27,29,16.9,490.1,Pendiente
O-005365,BR-00363,P-040094,PR-00460,Рено Россия (Renault),2025-07-06,49,98.59,4830.91,En tránsito
O-005366,BR-00363,P-040096,PR-00806,ООО «Мамонтов Давыдова»,2025-07-25,95,102.34,9722.3,Recibido
O-005367,BR-00363,P-040099,PR-00460,Рено Россия (Renault),2025-07-07,85,14.12,1200.2,En tránsito
O-005368,BR-00363,P-040110,PR-01067,"РАО «Гришин, Панфилова и Михеева»",2025-08-11,35,56.93,1992.55,Recibido
O-005369,BR-00363,P-040117,PR-00432,ОАО «Никифорова-Потапова»,2025-07-26,72,24.72,1779.84,Recibido
O-005370,BR-00363,P-040139,PR-00436,ООО «Лукина»,2025-07-18,42,30.61,1285.62,Recibido
O-005371,BR-00363,P-040140,PR-00436,ООО «Лукина»,2025-07-21,36,64.22,2311.92,En tránsito
O-005372,BR-00363,P-040141,PR-00436,ООО «Лукина»,2025-08-04,96,37.46,3596.16,Pendiente
O-005373,BR-00363,P-040145,PR-00437,ООО «Романов Панфилова»,2025-07-23,48,125.94,6045.12,Pendiente
O-005374,BR-00363,P-040147,PR-00438,АО «Щербакова Капустин»,2025-07-15,89,72.44,6447.16,En tránsito
O-005375,BR-00363,P-040149,PR-00438,АО «Щербакова Капустин»,2025-07-31,23,96.16,2211.68,Recibido
O-005376,BR-00363,P-040152,PR-00438,АО «Щербакова Капустин»,2025-08-10,80,29.26,2340.8,Pendiente
O-005377,BR-00364,P-040157,PR-00963,ИП «Романов Крылов»,2025-07-11,77,34.22,2634.94,En tránsito
O-005378,BR-00364,P-040162,PR-01112,"ООО «Карпова, Фадеева и Капустин»",2025-08-17,23,131.19,3017.37,Recibido
O-005379,BR-00364,P-040171,PR-01081,ЧТПЗ,2025-07-28,55,101.94,5606.7,En tránsito
O-005380,BR-00364,P-040175,PR-01450,"ООО «Шашкова, Калашникова и Абрамова»",2025-08-18,71,37.88,2689.48,En tránsito
O-005381,BR-00364,P-040186,PR-01174,ИП «Куликова Жукова»,2025-07-05,74,82.59,6111.66,Pendiente
O-005382,BR-00364,P-040189,PR-00457,НПО «Журавлев-Маслова»,2025-08-17,28,130.36,3650.08,Recibido
O-005383,BR-00364,P-040194,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-08-23,83,61.02,5064.66,En tránsito
O-005384,BR-00364,P-040197,PR-00459,ООО «Терентьев Харитонова»,2025-07-15,22,55.83,1228.26,En tránsito
O-005385,BR-00364,P-040200,PR-00687,Арконик СМЗ,2025-06-27,36,71.1,2559.6,En tránsito
O-005386,BR-00364,P-040206,PR-01140,ТК Шлюмберже (Schlumberger),2025-08-20,42,55.5,2331.0,Recibido
O-005387,BR-00364,P-040216,PR-00430,Быкова Лтд,2025-07-27,75,57.06,4279.5,En tránsito
O-005388,BR-00364,P-040218,PR-00430,Быкова Лтд,2025-08-13,24,24.81,595.44,En tránsito
O-005389,BR-00364,P-040225,PR-01008,Котов Лтд,2025-08-13,41,27.08,1110.28,Recibido
O-005390,BR-00364,P-040234,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-02,54,117.2,6328.8,Recibido
O-005391,BR-00364,P-040242,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-08-19,69,103.97,7173.93,Pendiente
O-005392,BR-00364,P-040248,PR-00436,ООО «Лукина»,2025-07-20,45,134.41,6048.45,Pendiente
O-005393,BR-00364,P-040249,PR-00436,ООО «Лукина»,2025-06-25,40,63.98,2559.2,Pendiente
O-005394,BR-00364,P-040251,PR-00436,ООО «Лукина»,2025-08-16,74,96.2,7118.8,Recibido
O-005395,BR-00364,P-040253,PR-00437,ООО «Романов Панфилова»,2025-07-25,34,79.66,2708.44,En tránsito
O-005396,BR-00364,P-040261,PR-00438,АО «Щербакова Капустин»,2025-08-22,74,15.14,1120.36,Recibido
O-005397,BR-00364,P-040264,PR-00438,АО «Щербакова Капустин»,2025-07-17,65,95.91,6234.15,Pendiente
O-005398,BR-00365,P-040265,PR-00963,ИП «Романов Крылов»,2025-06-29,90,78.79,7091.1,Recibido
O-005399,BR-00365,P-040268,PR-00466,НПО «Кулагин Соколов»,2025-07-23,92,48.18,4432.56,En tránsito
O-005400,BR-00365,P-040276,PR-00798,"РАО «Корнилов, Захарова и Федорова»",2025-07-27,99,9.38,928.62,Pendiente
O-005401,BR-00365,P-040279,PR-00468,ОАО «Маркова Константинов»,2025-07-16,89,88.34,7862.26,En tránsito
O-005402,BR-00365,P-040283,PR-01081,ЧТПЗ,2025-07-03,45,96.36,4336.2,En tránsito
O-005403,BR-00365,P-040292,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-08,69,54.28,3745.32,Pendiente
O-005404,BR-00365,P-040298,PR-00457,НПО «Журавлев-Маслова»,2025-07-08,24,26.6,638.4,Pendiente
O-005405,BR-00365,P-040308,PR-00952,"ЗАО «Петухов, Карпова и Игнатьев»",2025-08-19,38,88.34,3356.92,Pendiente
O-005406,BR-00365,P-040311,PR-01140,ТК Шлюмберже (Schlumberger),2025-07-22,99,49.74,4924.26,En tránsito
O-005407,BR-00365,P-040315,PR-00460,Рено Россия (Renault),2025-07-27,58,70.17,4069.86,Recibido
O-005408,BR-00365,P-040316,PR-00806,ООО «Мамонтов Давыдова»,2025-08-23,70,112.38,7866.6,En tránsito
O-005409,BR-00365,P-040320,PR-00429,НПО «Лапин Родионова»,2025-08-12,40,119.81,4792.4,Pendiente
O-005410,BR-00365,P-040323,PR-00429,НПО «Лапин Родионова»,2025-07-27,22,45.14,993.08,Recibido
O-005411,BR-00365,P-040338,PR-01008,Котов Лтд,2025-07-07,79,28.63,2261.77,En tránsito
O-005412,BR-00365,P-040342,PR-00433,ЗАО «Третьякова-Боброва»,2025-06-26,83,81.24,6742.92,Recibido
O-005413,BR-00365,P-040344,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-04,50,82.4,4120.0,Pendiente
O-005414,BR-00365,P-040350,PR-00434,Уваров Лтд,2025-06-30,62,143.92,8923.04,Recibido
O-005415,BR-00365,P-040369,PR-00438,АО «Щербакова Капустин»,2025-07-16,54,128.62,6945.48,Recibido
O-005416,BR-00366,P-040372,PR-00466,НПО «Кулагин Соколов»,2025-07-28,42,131.03,5503.26,En tránsito
O-005417,BR-00366,P-040374,PR-00833,Фомина Лимитед,2025-07-11,35,99.87,3495.45,Recibido
O-005418,BR-00366,P-040376,PR-01056,Группа Газфонд,2025-07-18,38,60.05,2281.9,En tránsito
O-005419,BR-00366,P-040384,PR-01081,ЧТПЗ,2025-07-06,61,61.26,3736.86,Recibido
O-005420,BR-00366,P-040390,PR-01317,НПО «Белова Бобылев»,2025-08-22,27,67.93,1834.11,En tránsito
O-005421,BR-00366,P-040396,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-07-19,45,28.45,1280.25,Pendiente
O-005422,BR-00366,P-040400,PR-01174,ИП «Куликова Жукова»,2025-08-01,84,70.1,5888.4,En tránsito
O-005423,BR-00366,P-040416,PR-01140,ТК Шлюмберже (Schlumberger),2025-08-03,67,147.29,9868.43,Recibido
O-005424,BR-00366,P-040419,PR-00429,НПО «Лапин Родионова»,2025-08-21,78,97.25,7585.5,Recibido
O-005425,BR-00366,P-040421,PR-01067,"РАО «Гришин, Панфилова и Михеева»",2025-08-22,74,50.31,3722.94,En tránsito
O-005426,BR-00366,P-040424,PR-00885,Казаньоргсинтез,2025-08-14,79,57.31,4527.49,Recibido
O-005427,BR-00366,P-040435,PR-00434,Уваров Лтд,2025-07-21,24,67.95,1630.8,Recibido
O-005428,BR-00366,P-040437,PR-01452,Группа Мэйджор,2025-07-20,97,116.57,11307.29,Recibido
O-005429,BR-00366,P-040438,PR-01452,Группа Мэйджор,2025-08-05,29,57.0,1653.0,En tránsito
O-005430,BR-00366,P-040440,PR-00706,АО «Семенов Соколова»,2025-07-06,35,114.7,4014.5,En tránsito
O-005431,BR-00366,P-040453,PR-00437,ООО «Романов Панфилова»,2025-07-05,20,75.37,1507.4,En tránsito
O-005432,BR-00366,P-040454,PR-00437,ООО «Романов Панфилова»,2025-07-04,80,118.86,9508.8,Recibido
O-005433,BR-00366,P-040457,PR-00438,АО «Щербакова Капустин»,2025-07-21,70,100.22,7015.4,Recibido
O-005434,BR-00367,P-040462,PR-01456,"ООО «Белоусова, Суворова и Мельников»",2025-08-04,79,115.79,9147.41,Pendiente
O-005435,BR-00367,P-040475,PR-00468,ОАО «Маркова Константинов»,2025-08-13,73,5.02,366.46,Pendiente
O-005436,BR-00367,P-040478,PR-01081,ЧТПЗ,2025-07-28,24,133.37,3200.88,En tránsito
O-005437,BR-00367,P-040484,PR-00470,СК Согласие,2025-06-30,78,145.52,11350.56,En tránsito
O-005438,BR-00367,P-040487,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-08-08,63,51.2,3225.6,Recibido
O-005439,BR-00367,P-040488,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-08-11,85,136.99,11644.15,Recibido
O-005440,BR-00367,P-040518,PR-00429,НПО «Лапин Родионова»,2025-08-06,53,93.29,4944.37,Recibido
O-005441,BR-00367,P-040520,PR-00429,НПО «Лапин Родионова»,2025-06-29,81,92.21,7469.01,Recibido
O-005442,BR-00367,P-040527,PR-00727,Волгоградэнергосбыт,2025-07-31,41,79.11,3243.51,Pendiente
O-005443,BR-00367,P-040534,PR-00885,Казаньоргсинтез,2025-08-08,45,53.86,2423.7,En tránsito
O-005444,BR-00367,P-040535,PR-00431,НПО «Миронов»,2025-08-21,99,37.8,3742.2,Pendiente
O-005445,BR-00367,P-040539,PR-00432,ОАО «Никифорова-Потапова»,2025-08-19,82,82.54,6768.28,En tránsito
O-005446,BR-00367,P-040541,PR-01008,Котов Лтд,2025-08-19,24,12.57,301.68,Recibido
O-005447,BR-00367,P-040542,PR-01008,Котов Лтд,2025-06-26,96,38.43,3689.28,Recibido
O-005448,BR-00367,P-040544,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-23,52,49.79,2589.08,Pendiente
O-005449,BR-00367,P-040553,PR-00435,"РАО «Фомичев, Потапов и Морозов»",2025-07-17,98,12.25,1200.5,Recibido
O-005450,BR-00368,P-040574,PR-00468,ОАО «Маркова Константинов»,2025-06-28,31,80.94,2509.14,Pendiente
O-005451,BR-00368,P-040575,PR-00468,ОАО «Маркова Константинов»,2025-06-27,48,43.88,2106.24,Pendiente
O-005452,BR-00368,P-040580,PR-01081,ЧТПЗ,2025-07-20,25,82.47,2061.75,Pendiente
O-005453,BR-00368,P-040581,PR-01317,НПО «Белова Бобылев»,2025-07-08,27,17.04,460.08,En tránsito
O-005454,BR-00368,P-040586,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-06-29,20,139.78,2795.6,Pendiente
O-005455,BR-00368,P-040591,PR-00880,Юг Руси,2025-07-02,99,84.06,8321.94,Recibido
O-005456,BR-00368,P-040600,PR-00952,"ЗАО «Петухов, Карпова и Игнатьев»",2025-08-13,48,114.26,5484.48,Pendiente
O-005457,BR-00368,P-040621,PR-00430,Быкова Лтд,2025-07-01,33,84.22,2779.26,En tránsito
O-005458,BR-00368,P-040628,PR-01008,Котов Лтд,2025-07-03,44,18.0,792.0,Recibido
O-005459,BR-00369,P-040639,PR-00802,ИП «Романова»,2025-08-18,54,135.23,7302.42,En tránsito
O-005460,BR-00369,P-040648,PR-00468,ОАО «Маркова Константинов»,2025-07-17,46,63.93,2940.78,En tránsito
O-005461,BR-00369,P-040659,PR-01450,"ООО «Шашкова, Калашникова и Абрамова»",2025-08-08,43,123.39,5305.77,Pendiente
O-005462,BR-00369,P-040661,PR-01450,"ООО «Шашкова, Калашникова и Абрамова»",2025-07-09,42,48.18,2023.56,Recibido
O-005463,BR-00369,P-040665,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-08-03,30,32.65,979.5,En tránsito
O-005464,BR-00369,P-040670,PR-01174,ИП «Куликова Жукова»,2025-07-01,80,100.61,8048.8,Recibido
O-005465,BR-00369,P-040673,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-07-26,21,92.04,1932.84,Recibido
O-005466,BR-00369,P-040675,PR-00935,ООО «Овчинникова-Жданов»,2025-07-11,51,40.32,2056.32,En tránsito
O-005467,BR-00369,P-040676,PR-01421,Крылов Лтд,2025-07-29,47,4.39,206.33,Pendiente
O-005468,BR-00369,P-040690,PR-01107,Объединенная авиастроительная корпорация,2025-08-09,39,90.97,3547.83,Pendiente
O-005469,BR-00369,P-040692,PR-01107,Объединенная авиастроительная корпорация,2025-07-16,99,74.96,7421.04,En tránsito
O-005470,BR-00369,P-040701,PR-00432,ОАО «Никифорова-Потапова»,2025-07-22,67,54.09,3624.03,Pendiente
O-005471,BR-00369,P-040705,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-04,75,55.74,4180.5,Recibido
O-005472,BR-00370,P-040711,PR-00466,НПО «Кулагин Соколов»,2025-07-18,84,34.63,2908.92,Recibido
O-005473,BR-00370,P-040719,PR-00798,"РАО «Корнилов, Захарова и Федорова»",2025-08-18,53,104.42,5534.26,Pendiente
O-005474,BR-00370,P-040730,PR-00470,СК Согласие,2025-07-18,97,112.49,10911.53,En tránsito
O-005475,BR-00370,P-040755,PR-00806,ООО «Мамонтов Давыдова»,2025-07-23,44,117.49,5169.56,Pendiente
O-005476,BR-00370,P-040764,PR-01107,Объединенная авиастроительная корпорация,2025-08-11,71,68.62,4872.02,En tránsito
O-005477,BR-00370,P-040768,PR-00431,НПО «Миронов»,2025-08-01,87,145.75,12680.25,Pendiente
O-005478,BR-00370,P-040769,PR-00431,НПО «Миронов»,2025-08-09,60,5.03,301.8,Pendiente
O-005479,BR-00370,P-040771,PR-00885,Казаньоргсинтез,2025-07-14,78,28.81,2247.18,En tránsito
O-005480,BR-00370,P-040773,PR-01089,Форд Соллерс Холдинг,2025-08-09,26,38.66,1005.16,Recibido
O-005481,BR-00370,P-040776,PR-01008,Котов Лтд,2025-07-26,77,59.72,4598.44,Recibido
O-005482,BR-00370,P-040779,PR-00433,ЗАО «Третьякова-Боброва»,2025-07-03,90,90.13,8111.7,En tránsito
O-005483,BR-00371,P-040788,PR-01056,Группа Газфонд,2025-08-19,83,75.51,6267.33,Recibido
O-005484,BR-00371,P-040803,PR-01317,НПО «Белова Бобылев»,2025-07-07,100,90.75,9075.0,Recibido
O-005485,BR-00371,P-040813,PR-00456,"АО «Никифорова, Никонова и Гришин»",2025-06-27,65,116.09,7545.85,Recibido
O-005486,BR-00371,P-040817,PR-00457,НПО «Журавлев-Маслова»,2025-07-10,84,50.83,4269.72,Recibido
O-005487,BR-00371,P-040819,PR-01174,ИП «Куликова Жукова»,2025-07-05,87,88.01,7656.87,Recibido
O-005488,BR-00371,P-040822,PR-00458,"РАО «Павлов, Белякова и Беспалов»",2025-07-09,45,8.84,397.8,En tránsito
O-005489,BR-00371,P-040827,PR-01421,Крылов Лтд,2025-06-28,65,43.53,2829.45,Recibido
O-005490,BR-00371,P-040837,PR-00806,ООО «Мамонтов Давыдова»,2025-08-19,78,123.94,9667.32,En tránsito
