pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-005822,O-005822,PR-01433,Preston-Cross,2025-08-05,60 días,2025-10-04,,3987.32,Pendiente
PP-005823,O-005823,PR-01433,Preston-Cross,2025-08-09,60 días,2025-10-08,,931.04,Pendiente
PP-005824,O-005824,PR-00679,Mason-Ramos,2025-08-17,30 días,2025-09-16,,1257.44,Pendiente
PP-005825,O-005825,PR-00512,Taylor Ltd,2025-07-31,90 días,2025-10-29,,2031.36,Pendiente
PP-005826,O-005826,PR-01251,"Turner, Griffith and Foster",2025-08-05,Contado,2025-08-05,2025-08-05,13965.58,Pagado
PP-005827,O-005827,PR-00792,Gomez-Hines,2025-07-08,90 días,2025-10-06,,3723.5,Pendiente
PP-005828,O-005828,PR-00513,"Farmer, Fleming and Stein",2025-07-23,30 días,2025-08-22,2025-08-16,1142.82,Pagado
PP-005829,O-005829,PR-00514,Curtis and Sons,2025-06-23,30 días,2025-07-23,2025-07-04,3320.2,Pagado
PP-005830,O-005830,PR-00515,Leonard-Robinson,2025-06-30,60 días,2025-08-29,,1733.28,Pendiente
PP-005831,O-005831,PR-00843,King-Mcconnell,2025-07-05,60 días,2025-09-03,2025-08-29,5073.12,Pagado
PP-005832,O-005832,PR-00503,"Roberts, Ray and Williams",2025-08-09,30 días,2025-09-08,,635.6,Pendiente
PP-005833,O-005833,PR-00504,Harris Inc,2025-07-24,60 días,2025-09-22,,3774.3,Pendiente
PP-005834,O-005834,PR-00505,Clarke PLC,2025-06-27,30 días,2025-07-27,2025-07-16,2548.15,Pagado
PP-005835,O-005835,PR-00942,Mclaughlin-Williams,2025-08-19,90 días,2025-11-17,,10106.08,Pendiente
PP-005836,O-005836,PR-01483,Norton Ltd,2025-07-18,Contado,2025-07-18,,7098.0,Retrasado
PP-005837,O-005837,PR-00873,Goodman Group,2025-07-27,90 días,2025-10-25,,7210.56,Pendiente
PP-005838,O-005838,PR-00700,Garcia PLC,2025-07-25,30 días,2025-08-24,2025-08-23,4819.0,Pagado
PP-005839,O-005839,PR-00481,Walsh Ltd,2025-07-20,90 días,2025-10-18,,1019.47,Pendiente
PP-005840,O-005840,PR-00482,"Vazquez, Cantu and Cameron",2025-07-16,90 días,2025-10-14,2025-08-01,6428.97,Pagado
PP-005841,O-005841,PR-00482,"Vazquez, Cantu and Cameron",2025-07-03,90 días,2025-10-01,2025-08-22,6758.62,Pagado
PP-005842,O-005842,PR-00483,Sampson-Johnson,2025-08-18,90 días,2025-11-16,,5731.2,Pendiente
PP-005843,O-005843,PR-00483,Sampson-Johnson,2025-08-21,90 días,2025-11-19,2025-08-28,5472.12,Pagado
PP-005844,O-005844,PR-00483,Sampson-Johnson,2025-06-23,90 días,2025-09-21,,683.4,Pendiente
PP-005845,O-005845,PR-01017,Murphy and Sons,2025-08-15,60 días,2025-10-14,,9694.09,Pendiente
PP-005846,O-005846,PR-01358,"Douglas, Alvarez and Becker",2025-08-01,90 días,2025-10-30,2025-10-08,2084.0,Pagado
PP-005847,O-005847,PR-01191,Juarez PLC,2025-07-27,30 días,2025-08-26,2025-08-16,5115.52,Pagado
PP-005848,O-005848,PR-00505,Clarke PLC,2025-06-23,30 días,2025-07-23,2025-07-12,9979.2,Pagado
PP-005849,O-005849,PR-01362,Johnston-Gregory,2025-07-18,30 días,2025-08-17,2025-08-05,4828.87,Pagado
PP-005850,O-005850,PR-00480,Parker-Norton,2025-08-15,60 días,2025-10-14,,5454.93,Pendiente
PP-005851,O-005851,PR-00482,"Vazquez, Cantu and Cameron",2025-08-16,90 días,2025-11-14,,10026.4,Pendiente
PP-005852,O-005852,PR-00484,"Jackson, Pennington and Zimmerman",2025-07-19,30 días,2025-08-18,2025-08-06,1905.75,Pagado
PP-005853,O-005853,PR-01071,Atkinson-Armstrong,2025-07-24,90 días,2025-10-22,2025-10-19,1882.25,Pagado
PP-005854,O-005854,PR-00514,Curtis and Sons,2025-06-29,30 días,2025-07-29,2025-07-14,4439.52,Pagado
PP-005855,O-005855,PR-00879,Sheppard PLC,2025-07-30,60 días,2025-09-28,2025-09-03,8391.0,Pagado
PP-005856,O-005856,PR-00515,Leonard-Robinson,2025-07-01,60 días,2025-08-30,2025-08-12,7915.54,Pagado
PP-005857,O-005857,PR-00515,Leonard-Robinson,2025-08-01,60 días,2025-09-30,,9323.26,Pendiente
PP-005858,O-005858,PR-01358,"Douglas, Alvarez and Becker",2025-06-27,90 días,2025-09-25,2025-07-10,8706.56,Pagado
PP-005859,O-005859,PR-00843,King-Mcconnell,2025-07-20,60 días,2025-09-18,,4849.03,Pendiente
PP-005860,O-005860,PR-00506,Yates Inc,2025-08-07,90 días,2025-11-05,,2995.2,Pendiente
PP-005861,O-005861,PR-00507,"Gutierrez, Charles and Brewer",2025-06-26,90 días,2025-09-24,,5199.54,Pendiente
PP-005862,O-005862,PR-00478,Savage-Black,2025-08-21,60 días,2025-10-20,2025-09-21,5371.66,Pagado
PP-005863,O-005863,PR-00478,Savage-Black,2025-08-01,60 días,2025-09-30,,3292.65,Pendiente
PP-005864,O-005864,PR-00873,Goodman Group,2025-07-20,90 días,2025-10-18,,7131.0,Pendiente
PP-005865,O-005865,PR-00479,Gonzales and Sons,2025-07-24,90 días,2025-10-22,,464.94,Pendiente
PP-005866,O-005866,PR-00481,Walsh Ltd,2025-08-08,90 días,2025-11-06,,7222.0,Pendiente
PP-005867,O-005867,PR-00482,"Vazquez, Cantu and Cameron",2025-06-25,90 días,2025-09-23,,5473.9,Pendiente
PP-005868,O-005868,PR-00483,Sampson-Johnson,2025-08-19,90 días,2025-11-17,,4597.25,Pendiente
PP-005869,O-005869,PR-01017,Murphy and Sons,2025-08-06,60 días,2025-10-05,2025-08-16,3486.12,Pagado
PP-005870,O-005870,PR-01433,Preston-Cross,2025-07-21,60 días,2025-09-19,2025-08-19,7757.1,Pagado
PP-005871,O-005871,PR-00515,Leonard-Robinson,2025-06-30,60 días,2025-08-29,2025-07-06,2998.52,Pagado
PP-005872,O-005872,PR-00515,Leonard-Robinson,2025-07-19,60 días,2025-09-17,2025-08-19,1597.86,Pagado
PP-005873,O-005873,PR-00516,Burke-Payne,2025-06-24,60 días,2025-08-23,,5809.32,Pendiente
PP-005874,O-005874,PR-00669,Robinson-Martin,2025-07-08,90 días,2025-10-06,2025-08-17,646.31,Pagado
PP-005875,O-005875,PR-00505,Clarke PLC,2025-07-20,30 días,2025-08-19,,2406.3,Retrasado
PP-005876,O-005876,PR-00505,Clarke PLC,2025-07-17,30 días,2025-08-16,2025-08-04,3627.6,Pagado
PP-005877,O-005877,PR-01330,Neal Ltd,2025-07-22,90 días,2025-10-20,,8123.7,Pendiente
PP-005878,O-005878,PR-01471,Cardenas Group,2025-07-29,90 días,2025-10-27,2025-08-25,11650.4,Pagado
PP-005879,O-005879,PR-01483,Norton Ltd,2025-07-17,Contado,2025-07-17,2025-07-17,457.8,Pagado
PP-005880,O-005880,PR-00677,Hampton LLC,2025-08-10,60 días,2025-10-09,2025-09-09,2058.87,Pagado
PP-005881,O-005881,PR-00480,Parker-Norton,2025-08-10,60 días,2025-10-09,,919.8,Pendiente
PP-005882,O-005882,PR-00481,Walsh Ltd,2025-08-20,90 días,2025-11-18,2025-10-25,3474.72,Pagado
PP-005883,O-005883,PR-00482,"Vazquez, Cantu and Cameron",2025-07-07,90 días,2025-10-05,,5772.06,Pendiente
PP-005884,O-005884,PR-01017,Murphy and Sons,2025-07-06,60 días,2025-09-04,,1314.68,Pendiente
PP-005885,O-005885,PR-00484,"Jackson, Pennington and Zimmerman",2025-06-26,30 días,2025-07-26,2025-06-29,85.8,Pagado
PP-005886,O-005886,PR-00764,"Wright, Collins and Pierce",2025-08-11,60 días,2025-10-10,,8320.48,Pendiente
PP-005887,O-005887,PR-00515,Leonard-Robinson,2025-08-20,60 días,2025-10-19,2025-10-03,1477.44,Pagado
PP-005888,O-005888,PR-00516,Burke-Payne,2025-08-08,60 días,2025-10-07,2025-09-16,4827.06,Pagado
PP-005889,O-005889,PR-00516,Burke-Payne,2025-07-31,60 días,2025-09-29,,7286.64,Pendiente
PP-005890,O-005890,PR-00503,"Roberts, Ray and Williams",2025-06-27,30 días,2025-07-27,2025-07-07,8057.28,Pagado
PP-005891,O-005891,PR-00504,Harris Inc,2025-07-30,60 días,2025-09-28,2025-08-02,2735.85,Pagado
PP-005892,O-005892,PR-00505,Clarke PLC,2025-08-12,30 días,2025-09-11,2025-08-20,4287.5,Pagado
PP-005893,O-005893,PR-00505,Clarke PLC,2025-08-08,30 días,2025-09-07,2025-08-30,5705.48,Pagado
PP-005894,O-005894,PR-00505,Clarke PLC,2025-08-03,30 días,2025-09-02,,12583.0,Pendiente
PP-005895,O-005895,PR-01330,Neal Ltd,2025-08-06,90 días,2025-11-04,,3271.81,Pendiente
PP-005896,O-005896,PR-01330,Neal Ltd,2025-07-27,90 días,2025-10-25,2025-10-02,9137.52,Pagado
PP-005897,O-005897,PR-01362,Johnston-Gregory,2025-08-19,30 días,2025-09-18,,2503.42,Pendiente
PP-005898,O-005898,PR-00476,Small-Jacobs,2025-07-23,60 días,2025-09-21,,3798.09,Pendiente
PP-005899,O-005899,PR-01363,"Rodriguez, Kelly and Santos",2025-07-04,90 días,2025-10-02,2025-09-22,2552.81,Pagado
PP-005900,O-005900,PR-00479,Gonzales and Sons,2025-06-27,90 días,2025-09-25,,3202.14,Pendiente
PP-005901,O-005901,PR-00481,Walsh Ltd,2025-07-12,90 días,2025-10-10,,6432.08,Pendiente
PP-005902,O-005902,PR-00483,Sampson-Johnson,2025-07-17,90 días,2025-10-15,2025-09-21,2826.6,Pagado
PP-005903,O-005903,PR-00879,Sheppard PLC,2025-06-30,60 días,2025-08-29,2025-07-20,7144.7,Pagado
PP-005904,O-005904,PR-00879,Sheppard PLC,2025-07-09,60 días,2025-09-07,,9190.0,Pendiente
PP-005905,O-005905,PR-01358,"Douglas, Alvarez and Becker",2025-08-19,90 días,2025-11-17,,8931.36,Pendiente
PP-005906,O-005906,PR-01358,"Douglas, Alvarez and Becker",2025-06-24,90 días,2025-09-22,,4155.68,Pendiente
PP-005907,O-005907,PR-00504,Harris Inc,2025-07-19,60 días,2025-09-17,,8719.06,Pendiente
PP-005908,O-005908,PR-01362,Johnston-Gregory,2025-08-01,30 días,2025-08-31,2025-08-23,8062.5,Pagado
PP-005909,O-005909,PR-01483,Norton Ltd,2025-07-09,Contado,2025-07-09,2025-07-09,4096.31,Pagado
PP-005910,O-005910,PR-01363,"Rodriguez, Kelly and Santos",2025-08-11,90 días,2025-11-09,2025-08-20,4103.68,Pagado
PP-005911,O-005911,PR-00677,Hampton LLC,2025-08-08,60 días,2025-10-07,2025-08-28,11954.7,Pagado
PP-005912,O-005912,PR-00479,Gonzales and Sons,2025-07-24,90 días,2025-10-22,,3892.66,Pendiente
PP-005913,O-005913,PR-00700,Garcia PLC,2025-08-02,30 días,2025-09-01,2025-08-04,1247.84,Pagado
PP-005914,O-005914,PR-00817,"Hernandez, Williams and Gross",2025-06-23,30 días,2025-07-23,2025-06-28,9237.36,Pagado
PP-005915,O-005915,PR-00481,Walsh Ltd,2025-07-26,90 días,2025-10-24,,8361.32,Pendiente
PP-005916,O-005916,PR-00483,Sampson-Johnson,2025-07-05,90 días,2025-10-03,,3857.25,Pendiente
PP-005917,O-005917,PR-00764,"Wright, Collins and Pierce",2025-06-26,60 días,2025-08-25,2025-08-06,709.52,Pagado
PP-005918,O-005918,PR-00879,Sheppard PLC,2025-08-18,60 días,2025-10-17,,6984.5,Pendiente
PP-005919,O-005919,PR-00515,Leonard-Robinson,2025-06-24,60 días,2025-08-23,2025-07-30,7721.28,Pagado
PP-005920,O-005920,PR-00515,Leonard-Robinson,2025-06-27,60 días,2025-08-26,2025-08-20,6169.5,Pagado
PP-005921,O-005921,PR-01191,Juarez PLC,2025-08-16,30 días,2025-09-15,2025-09-12,3369.43,Pagado
PP-005922,O-005922,PR-00504,Harris Inc,2025-07-21,60 días,2025-09-19,2025-09-15,2996.77,Pagado
PP-005923,O-005923,PR-01363,"Rodriguez, Kelly and Santos",2025-08-08,90 días,2025-11-06,2025-08-20,1488.0,Pagado
PP-005924,O-005924,PR-00677,Hampton LLC,2025-07-30,60 días,2025-09-28,2025-09-04,1844.7,Pagado
PP-005925,O-005925,PR-00479,Gonzales and Sons,2025-08-15,90 días,2025-11-13,,862.5,Pendiente
PP-005926,O-005926,PR-00700,Garcia PLC,2025-07-18,30 días,2025-08-17,2025-08-11,1354.3,Pagado
PP-005927,O-005927,PR-00934,Baxter PLC,2025-07-22,60 días,2025-09-20,,4030.93,Pendiente
PP-005928,O-005928,PR-00481,Walsh Ltd,2025-06-30,90 días,2025-09-28,,10503.75,Pendiente
PP-005929,O-005929,PR-00483,Sampson-Johnson,2025-07-22,90 días,2025-10-20,,5473.52,Pendiente
PP-005930,O-005930,PR-00514,Curtis and Sons,2025-07-23,30 días,2025-08-22,,3435.42,Retrasado
PP-005931,O-005931,PR-01358,"Douglas, Alvarez and Becker",2025-08-15,90 días,2025-11-13,,1431.5,Pendiente
PP-005932,O-005932,PR-00669,Robinson-Martin,2025-08-09,90 días,2025-11-07,,1382.91,Pendiente
PP-005933,O-005933,PR-00675,Smith-Jones,2025-07-27,Contado,2025-07-27,2025-07-27,1256.64,Pagado
PP-005934,O-005934,PR-00843,King-Mcconnell,2025-07-13,60 días,2025-09-11,,10760.75,Pendiente
PP-005935,O-005935,PR-00503,"Roberts, Ray and Williams",2025-07-22,30 días,2025-08-21,2025-07-26,12259.93,Pagado
PP-005936,O-005936,PR-00505,Clarke PLC,2025-07-30,30 días,2025-08-29,,342.3,Pendiente
PP-005937,O-005937,PR-00478,Savage-Black,2025-07-24,60 días,2025-09-22,2025-08-28,1738.24,Pagado
PP-005938,O-005938,PR-00700,Garcia PLC,2025-08-18,30 días,2025-09-17,,740.95,Pendiente
PP-005939,O-005939,PR-00480,Parker-Norton,2025-07-20,60 días,2025-09-18,2025-07-27,3001.97,Pagado
PP-005940,O-005940,PR-00481,Walsh Ltd,2025-08-12,90 días,2025-11-10,,1498.22,Pendiente
PP-005941,O-005941,PR-00484,"Jackson, Pennington and Zimmerman",2025-06-25,30 días,2025-07-25,2025-06-25,2041.6,Pagado
PP-005942,O-005942,PR-00484,"Jackson, Pennington and Zimmerman",2025-08-04,30 días,2025-09-03,2025-08-22,11900.0,Pagado
PP-005943,O-005943,PR-01433,Preston-Cross,2025-07-21,60 días,2025-09-19,2025-08-25,1589.84,Pagado
PP-005944,O-005944,PR-01358,"Douglas, Alvarez and Becker",2025-08-19,90 días,2025-11-17,2025-09-21,4137.72,Pagado
PP-005945,O-005945,PR-00516,Burke-Payne,2025-08-16,60 días,2025-10-15,2025-09-16,1422.33,Pagado
PP-005946,O-005946,PR-00516,Burke-Payne,2025-07-28,60 días,2025-09-26,,4944.28,Pendiente
PP-005947,O-005947,PR-00617,Alvarez Inc,2025-07-04,30 días,2025-08-03,2025-07-08,671.16,Pagado
PP-005948,O-005948,PR-01330,Neal Ltd,2025-07-15,90 días,2025-10-13,2025-09-08,8869.94,Pagado
PP-005949,O-005949,PR-00476,Small-Jacobs,2025-07-26,60 días,2025-09-24,,2405.0,Pendiente
PP-005950,O-005950,PR-00700,Garcia PLC,2025-07-17,30 días,2025-08-16,2025-07-23,4307.68,Pagado
PP-005951,O-005951,PR-00483,Sampson-Johnson,2025-06-23,90 días,2025-09-21,,3498.32,Pendiente
PP-005952,O-005952,PR-00483,Sampson-Johnson,2025-07-06,90 días,2025-10-04,2025-07-21,1776.06,Pagado
PP-005953,O-005953,PR-01433,Preston-Cross,2025-07-08,60 días,2025-09-06,,7653.24,Pendiente
PP-005954,O-005954,PR-00485,Watson Ltd,2025-07-24,30 días,2025-08-23,2025-08-01,5236.2,Pagado
PP-005955,O-005955,PR-00764,"Wright, Collins and Pierce",2025-06-23,60 días,2025-08-22,2025-07-13,137.2,Pagado
PP-005956,O-005956,PR-00514,Curtis and Sons,2025-08-20,30 días,2025-09-19,2025-08-28,2957.43,Pagado
PP-005957,O-005957,PR-00514,Curtis and Sons,2025-07-28,30 días,2025-08-27,,259.29,Pendiente
PP-005958,O-005958,PR-00879,Sheppard PLC,2025-06-30,60 días,2025-08-29,,3905.22,Pendiente
PP-005959,O-005959,PR-00516,Burke-Payne,2025-08-02,60 días,2025-10-01,,4371.84,Pendiente
PP-005960,O-005960,PR-00504,Harris Inc,2025-06-26,60 días,2025-08-25,,4813.6,Pendiente
PP-005961,O-005961,PR-00505,Clarke PLC,2025-08-12,30 días,2025-09-11,2025-08-25,4423.74,Pagado
PP-005962,O-005962,PR-00505,Clarke PLC,2025-07-01,30 días,2025-07-31,2025-07-22,6433.7,Pagado
PP-005963,O-005963,PR-00505,Clarke PLC,2025-07-18,30 días,2025-08-17,2025-07-20,11628.74,Pagado
PP-005964,O-005964,PR-00942,Mclaughlin-Williams,2025-06-30,90 días,2025-09-28,2025-09-03,3385.3,Pagado
PP-005965,O-005965,PR-01471,Cardenas Group,2025-07-03,90 días,2025-10-01,,2886.1,Pendiente
PP-005966,O-005966,PR-01471,Cardenas Group,2025-08-03,90 días,2025-11-01,,13963.15,Pendiente
PP-005967,O-005967,PR-00994,Curtis Inc,2025-08-09,90 días,2025-11-07,,7559.86,Pendiente
PP-005968,O-005968,PR-00811,Espinoza Group,2025-07-14,90 días,2025-10-12,,6527.4,Pendiente
PP-005969,O-005969,PR-00481,Walsh Ltd,2025-08-16,90 días,2025-11-14,2025-08-28,11693.67,Pagado
PP-005970,O-005970,PR-00482,"Vazquez, Cantu and Cameron",2025-07-16,90 días,2025-10-14,,910.36,Pendiente
PP-005971,O-005971,PR-00516,Burke-Payne,2025-08-19,60 días,2025-10-18,2025-09-08,2472.48,Pagado
PP-005972,O-005972,PR-00516,Burke-Payne,2025-07-18,60 días,2025-09-16,2025-09-01,5496.87,Pagado
PP-005973,O-005973,PR-00675,Smith-Jones,2025-08-19,Contado,2025-08-19,2025-08-19,3037.43,Pagado
PP-005974,O-005974,PR-00669,Robinson-Martin,2025-07-20,90 días,2025-10-18,2025-08-03,5218.16,Pagado
PP-005975,O-005975,PR-00506,Yates Inc,2025-08-12,90 días,2025-11-10,,1547.7,Pendiente
PP-005976,O-005976,PR-00506,Yates Inc,2025-08-19,90 días,2025-11-17,2025-11-12,6183.75,Pagado
PP-005977,O-005977,PR-00994,Curtis Inc,2025-08-13,90 días,2025-11-11,2025-08-17,2673.26,Pagado
PP-005978,O-005978,PR-01017,Murphy and Sons,2025-06-29,60 días,2025-08-28,,9745.4,Pendiente
PP-005979,O-005979,PR-01433,Preston-Cross,2025-08-14,60 días,2025-10-13,2025-09-21,256.48,Pagado
PP-005980,O-005980,PR-01295,Boone and Sons,2025-07-04,30 días,2025-08-03,2025-07-27,2130.1,Pagado
PP-005981,O-005981,PR-00513,"Farmer, Fleming and Stein",2025-08-05,30 días,2025-09-04,2025-08-20,2925.36,Pagado
PP-005982,O-005982,PR-00764,"Wright, Collins and Pierce",2025-07-29,60 días,2025-09-27,,1323.35,Pendiente
PP-005983,O-005983,PR-00879,Sheppard PLC,2025-07-15,60 días,2025-09-13,,1248.6,Pendiente
PP-005984,O-005984,PR-00504,Harris Inc,2025-07-16,60 días,2025-09-14,,8661.9,Pendiente
PP-005985,O-005985,PR-00505,Clarke PLC,2025-08-01,30 días,2025-08-31,2025-08-24,3190.83,Pagado
PP-005986,O-005986,PR-00506,Yates Inc,2025-08-01,90 días,2025-10-30,,5663.28,Pendiente
PP-005987,O-005987,PR-00506,Yates Inc,2025-08-13,90 días,2025-11-11,2025-11-04,1855.41,Pagado
PP-005988,O-005988,PR-00477,"Salas, Mahoney and Collins",2025-08-11,60 días,2025-10-10,2025-08-14,391.5,Pagado
PP-005989,O-005989,PR-00700,Garcia PLC,2025-07-23,30 días,2025-08-22,2025-08-12,9196.88,Pagado
PP-005990,O-005990,PR-00481,Walsh Ltd,2025-06-24,90 días,2025-09-22,,1650.48,Pendiente
PP-005991,O-005991,PR-00482,"Vazquez, Cantu and Cameron",2025-07-13,90 días,2025-10-11,,3923.64,Pendiente
PP-005992,O-005992,PR-00484,"Jackson, Pennington and Zimmerman",2025-07-06,30 días,2025-08-05,,2631.66,Pendiente
PP-005993,O-005993,PR-00485,Watson Ltd,2025-07-28,30 días,2025-08-27,,5907.48,Pendiente
PP-005994,O-005994,PR-00514,Curtis and Sons,2025-07-18,30 días,2025-08-17,2025-07-30,2475.02,Pagado
PP-005995,O-005995,PR-00879,Sheppard PLC,2025-07-30,60 días,2025-09-28,,1914.38,Pendiente
PP-005996,O-005996,PR-00514,Curtis and Sons,2025-07-08,30 días,2025-08-07,,1884.96,Retrasado
PP-005997,O-005997,PR-01358,"Douglas, Alvarez and Becker",2025-08-06,90 días,2025-11-04,2025-11-03,1614.72,Pagado
PP-005998,O-005998,PR-00516,Burke-Payne,2025-06-25,60 días,2025-08-24,2025-08-18,7764.54,Pagado
PP-005999,O-005999,PR-00516,Burke-Payne,2025-07-22,60 días,2025-09-20,,5521.44,Pendiente
PP-006000,O-006000,PR-00503,"Roberts, Ray and Williams",2025-07-22,30 días,2025-08-21,2025-08-19,767.4,Pagado
PP-006001,O-006001,PR-00504,Harris Inc,2025-07-26,60 días,2025-09-24,2025-08-01,1745.58,Pagado
PP-006002,O-006002,PR-01483,Norton Ltd,2025-07-11,Contado,2025-07-11,2025-07-11,12088.75,Pagado
PP-006003,O-006003,PR-00480,Parker-Norton,2025-06-25,60 días,2025-08-24,,2005.4,Pendiente
PP-006004,O-006004,PR-00481,Walsh Ltd,2025-07-04,90 días,2025-10-02,2025-09-14,2521.05,Pagado
PP-006005,O-006005,PR-00481,Walsh Ltd,2025-06-26,90 días,2025-09-24,2025-08-12,1629.29,Pagado
PP-006006,O-006006,PR-00483,Sampson-Johnson,2025-06-30,90 días,2025-09-28,,7976.14,Pendiente
PP-006007,O-006007,PR-01433,Preston-Cross,2025-07-14,60 días,2025-09-12,,1549.53,Pendiente
PP-006008,O-006008,PR-00513,"Farmer, Fleming and Stein",2025-08-18,30 días,2025-09-17,2025-09-10,509.46,Pagado
PP-006009,O-006009,PR-00879,Sheppard PLC,2025-07-22,60 días,2025-09-20,,3276.91,Pendiente
PP-006010,O-006010,PR-00515,Leonard-Robinson,2025-07-07,60 días,2025-09-05,,1644.16,Pendiente
PP-006011,O-006011,PR-00507,"Gutierrez, Charles and Brewer",2025-07-30,90 días,2025-10-28,2025-08-21,9057.63,Pagado
PP-006012,O-006012,PR-00476,Small-Jacobs,2025-08-13,60 días,2025-10-12,2025-09-12,4047.17,Pagado
PP-006013,O-006013,PR-00873,Goodman Group,2025-08-12,90 días,2025-11-10,2025-09-09,2663.87,Pagado
PP-006014,O-006014,PR-00479,Gonzales and Sons,2025-07-12,90 días,2025-10-10,2025-10-02,4784.78,Pagado
PP-006015,O-006015,PR-00480,Parker-Norton,2025-07-01,60 días,2025-08-30,2025-08-14,3049.2,Pagado
PP-006016,O-006016,PR-00482,"Vazquez, Cantu and Cameron",2025-08-08,90 días,2025-11-06,2025-08-20,2749.65,Pagado
PP-006017,O-006017,PR-00483,Sampson-Johnson,2025-07-11,90 días,2025-10-09,,221.19,Pendiente
PP-006018,O-006018,PR-00483,Sampson-Johnson,2025-08-08,90 días,2025-11-06,,4835.95,Pendiente
PP-006019,O-006019,PR-00484,"Jackson, Pennington and Zimmerman",2025-07-31,30 días,2025-08-30,2025-08-03,2523.39,Pagado
PP-006020,O-006020,PR-01017,Murphy and Sons,2025-08-02,60 días,2025-10-01,2025-09-16,9048.96,Pagado
PP-006021,O-006021,PR-01295,Boone and Sons,2025-07-14,30 días,2025-08-13,2025-07-26,3822.8,Pagado
PP-006022,O-006022,PR-01433,Preston-Cross,2025-08-15,60 días,2025-10-14,,3459.78,Pendiente
PP-006023,O-006023,PR-01309,Cooper-Knight,2025-06-25,90 días,2025-09-23,,6304.35,Pendiente
PP-006024,O-006024,PR-00514,Curtis and Sons,2025-07-10,30 días,2025-08-09,2025-07-11,2318.96,Pagado
PP-006025,O-006025,PR-01358,"Douglas, Alvarez and Becker",2025-07-16,90 días,2025-10-14,,2398.5,Pendiente
PP-006026,O-006026,PR-00517,"Dunlap, Miranda and Archer",2025-07-25,90 días,2025-10-23,,11571.3,Pendiente
PP-006027,O-006027,PR-00503,"Roberts, Ray and Williams",2025-08-13,30 días,2025-09-12,,10033.4,Pendiente
PP-006028,O-006028,PR-00505,Clarke PLC,2025-06-29,30 días,2025-07-29,,4226.48,Retrasado
PP-006029,O-006029,PR-00507,"Gutierrez, Charles and Brewer",2025-08-20,90 días,2025-11-18,,5589.96,Pendiente
PP-006030,O-006030,PR-00476,Small-Jacobs,2025-07-14,60 días,2025-09-12,,5217.32,Pendiente
PP-006031,O-006031,PR-00811,Espinoza Group,2025-08-15,90 días,2025-11-13,2025-09-23,8848.84,Pagado
PP-006032,O-006032,PR-00817,"Hernandez, Williams and Gross",2025-07-06,30 días,2025-08-05,2025-07-21,9639.2,Pagado
PP-006033,O-006033,PR-00482,"Vazquez, Cantu and Cameron",2025-07-08,90 días,2025-10-06,,2312.0,Pendiente
PP-006034,O-006034,PR-00514,Curtis and Sons,2025-07-01,30 días,2025-07-31,,11048.42,Pendiente
PP-006035,O-006035,PR-01358,"Douglas, Alvarez and Becker",2025-07-13,90 días,2025-10-11,,3725.44,Pendiente
PP-006036,O-006036,PR-00515,Leonard-Robinson,2025-08-14,60 días,2025-10-13,,2403.24,Pendiente
PP-006037,O-006037,PR-00516,Burke-Payne,2025-07-07,60 días,2025-09-05,2025-07-30,3984.12,Pagado
PP-006038,O-006038,PR-00675,Smith-Jones,2025-07-19,Contado,2025-07-19,2025-07-19,8723.28,Pagado
PP-006039,O-006039,PR-00503,"Roberts, Ray and Williams",2025-07-08,30 días,2025-08-07,2025-07-16,870.0,Pagado
PP-006040,O-006040,PR-00504,Harris Inc,2025-08-17,60 días,2025-10-16,,2256.78,Pendiente
PP-006041,O-006041,PR-00506,Yates Inc,2025-07-14,90 días,2025-10-12,2025-09-12,5478.9,Pagado
PP-006042,O-006042,PR-01330,Neal Ltd,2025-07-11,90 días,2025-10-09,,3657.0,Pendiente
PP-006043,O-006043,PR-00507,"Gutierrez, Charles and Brewer",2025-07-18,90 días,2025-10-16,2025-09-28,758.03,Pagado
PP-006044,O-006044,PR-01483,Norton Ltd,2025-08-14,Contado,2025-08-14,2025-08-14,4030.65,Pagado
PP-006045,O-006045,PR-01483,Norton Ltd,2025-07-18,Contado,2025-07-18,2025-07-18,8027.04,Pagado
PP-006046,O-006046,PR-00873,Goodman Group,2025-08-14,90 días,2025-11-12,,6318.62,Pendiente
PP-006047,O-006047,PR-01309,Cooper-Knight,2025-06-25,90 días,2025-09-23,,5950.8,Pendiente
PP-006048,O-006048,PR-00764,"Wright, Collins and Pierce",2025-07-27,60 días,2025-09-25,,5677.96,Pendiente
PP-006049,O-006049,PR-00514,Curtis and Sons,2025-07-11,30 días,2025-08-10,2025-07-13,2337.75,Pagado
PP-006050,O-006050,PR-01358,"Douglas, Alvarez and Becker",2025-07-16,90 días,2025-10-14,,4177.2,Pendiente
PP-006051,O-006051,PR-00675,Smith-Jones,2025-06-30,Contado,2025-06-30,2025-06-30,1648.25,Pagado
PP-006052,O-006052,PR-00675,Smith-Jones,2025-08-05,Contado,2025-08-05,2025-08-05,12709.62,Pagado
PP-006053,O-006053,PR-01471,Cardenas Group,2025-07-14,90 días,2025-10-12,2025-08-20,2735.6,Pagado
PP-006054,O-006054,PR-01471,Cardenas Group,2025-08-01,90 días,2025-10-30,,6891.27,Pendiente
